case_id,district,year,crime_head
SYN-C-01027,Bengaluru Urban,2020,THEFT
SYN-C-01028,Mysuru,2021,THEFT
SYN-C-01029,Bengaluru Urban,2021,THEFT
SYN-C-01030,Bengaluru Urban,2022,THEFT
SYN-C-01031,Mysuru,2020,THEFT
SYN-C-01032,Bengaluru Urban,2023,THEFT
SYN-C-01033,Bengaluru Urban,2019,CHEATING
SYN-C-01034,Bengaluru Urban,2019,THEFT
SYN-C-01035,Tumakuru,2023,THEFT
SYN-C-01036,Belagavi,2021,CHEATING
SYN-C-01037,Bengaluru Urban,2020,THEFT
SYN-C-01038,Tumakuru,2021,CHEATING
SYN-C-01039,Belagavi,2020,CHEATING
SYN-C-01040,Bengaluru Urban,2019,THEFT
SYN-C-01041,Bengaluru Urban,2019,THEFT
SYN-C-01042,Bengaluru Urban,2019,CHEATING
SYN-C-01043,Bengaluru Urban,2022,CHEATING
SYN-C-01044,Bengaluru Urban,2022,THEFT
SYN-C-01045,Bengaluru Urban,2020,THEFT
SYN-C-01046,Bengaluru Urban,2019,CHEATING
SYN-C-01047,Kalaburagi,2021,THEFT
SYN-C-01048,Kalaburagi,2020,THEFT
SYN-C-01049,Bengaluru Urban,2022,THEFT
SYN-C-01050,Bengaluru Urban,2019,THEFT
SYN-C-01051,Bengaluru Urban,2022,THEFT
SYN-C-01052,Bengaluru Urban,2023,CHEATING
SYN-C-01053,Bengaluru Urban,2021,THEFT
SYN-C-01054,Mysuru,2020,BURGLARY - NIGHT
SYN-C-01055,Bengaluru Urban,2021,THEFT
SYN-C-01056,Bengaluru Urban,2022,THEFT
SYN-C-01057,Bengaluru Urban,2019,CHEATING
SYN-C-01058,Bengaluru Urban,2022,THEFT
SYN-C-01059,Bengaluru Urban,2023,THEFT
SYN-C-01060,Bengaluru Urban,2023,THEFT
SYN-C-01061,Bengaluru Urban,2020,DACOITY
SYN-C-01062,Tumakuru,2023,THEFT
SYN-C-01063,Bengaluru Urban,2023,THEFT
SYN-C-01064,Bengaluru Urban,2021,THEFT
SYN-C-01065,Bengaluru Urban,2021,THEFT
SYN-C-01066,Bengaluru Urban,2023,THEFT
SYN-C-01067,Bengaluru Urban,2019,THEFT
SYN-C-01068,Bengaluru Urban,2023,CHEATING
SYN-C-01069,Bengaluru Urban,2023,THEFT
SYN-C-01070,Bengaluru Urban,2022,THEFT
SYN-C-01071,Mysuru,2020,THEFT
SYN-C-01072,Bengaluru Urban,2022,CHEATING
SYN-C-01073,Bengaluru Urban,2022,CHEATING
SYN-C-01074,Bengaluru Urban,2020,THEFT
SYN-C-01075,Mysuru,2023,BURGLARY - NIGHT
SYN-C-01076,Bengaluru Urban,2020,THEFT
SYN-C-01077,Bengaluru Urban,2023,THEFT
SYN-C-01078,Bengaluru Urban,2021,THEFT
SYN-C-01079,Mysuru,2023,THEFT
SYN-C-01080,Tumakuru,2020,BURGLARY - NIGHT
SYN-C-01081,Belagavi,2021,MURDER
SYN-C-01082,Tumakuru,2023,THEFT
SYN-C-01083,Bengaluru Urban,2023,BURGLARY - NIGHT
SYN-C-01084,Belagavi,2023,THEFT
SYN-C-01085,Bengaluru Urban,2022,MURDER
SYN-C-01086,Belagavi,2022,THEFT
SYN-C-01087,Bengaluru Urban,2022,THEFT
SYN-C-01088,Bengaluru Urban,2019,THEFT
SYN-C-01089,Bengaluru Urban,2021,DACOITY
SYN-C-01090,Bengaluru Urban,2020,THEFT
SYN-C-01091,Bengaluru Urban,2023,BURGLARY - NIGHT
SYN-C-01092,Kalaburagi,2022,THEFT
SYN-C-01093,Tumakuru,2019,BURGLARY - NIGHT
SYN-C-01094,Bengaluru Urban,2020,THEFT
SYN-C-01095,Bengaluru Urban,2022,THEFT
SYN-C-01096,Belagavi,2019,MURDER
SYN-C-01097,Bengaluru Urban,2021,ROBBERY
SYN-C-01098,Tumakuru,2021,MURDER
SYN-C-01099,Bengaluru Urban,2019,DACOITY
SYN-C-01100,Mysuru,2020,ROBBERY
SYN-C-01101,Bengaluru Urban,2023,ROBBERY
SYN-C-01102,Bengaluru Urban,2020,THEFT
SYN-C-01103,Bengaluru Urban,2023,THEFT
SYN-C-01104,Bengaluru Urban,2020,THEFT
SYN-C-01105,Mysuru,2021,THEFT
SYN-C-01106,Bengaluru Urban,2019,BURGLARY - NIGHT
SYN-C-01107,Bengaluru Urban,2019,DACOITY
SYN-C-01108,Bengaluru Urban,2023,THEFT
SYN-C-01109,Bengaluru Urban,2021,THEFT
SYN-C-01110,Bengaluru Urban,2019,THEFT
SYN-C-01111,Bengaluru Urban,2022,THEFT
SYN-C-01112,Bengaluru Urban,2020,THEFT
SYN-C-01113,Bengaluru Urban,2022,THEFT
SYN-C-01114,Bengaluru Urban,2023,THEFT
SYN-C-01115,Mysuru,2019,THEFT
SYN-C-01116,Belagavi,2023,BURGLARY - NIGHT
SYN-C-01117,Bengaluru Urban,2022,THEFT
SYN-C-01118,Tumakuru,2023,BURGLARY - NIGHT
SYN-C-01119,Bengaluru Urban,2022,CHEATING
SYN-C-01120,Bengaluru Urban,2023,THEFT
SYN-C-01121,Bengaluru Urban,2019,CHEATING
SYN-C-01122,Mysuru,2020,THEFT
SYN-C-01123,Bengaluru Urban,2022,THEFT
SYN-C-01124,Mysuru,2021,THEFT
SYN-C-01125,Kalaburagi,2019,BURGLARY - NIGHT
SYN-C-01126,Mysuru,2020,ROBBERY
SYN-C-01127,Belagavi,2023,BURGLARY - NIGHT
SYN-C-01128,Bengaluru Urban,2023,THEFT
SYN-C-01129,Bengaluru Urban,2019,THEFT
SYN-C-01130,Bengaluru Urban,2020,ROBBERY
SYN-C-01131,Bengaluru Urban,2020,THEFT
SYN-C-01132,Bengaluru Urban,2022,THEFT
SYN-C-01133,Bengaluru Urban,2023,CHEATING
SYN-C-01134,Mysuru,2023,THEFT
SYN-C-01135,Belagavi,2019,THEFT
SYN-C-01136,Bengaluru Urban,2019,THEFT
SYN-C-01137,Bengaluru Urban,2021,CHEATING
SYN-C-01138,Kalaburagi,2022,BURGLARY - NIGHT
SYN-C-01139,Bengaluru Urban,2022,THEFT
SYN-C-01140,Bengaluru Urban,2022,THEFT
SYN-C-01141,Bengaluru Urban,2023,THEFT
SYN-C-01142,Bengaluru Urban,2023,ROBBERY
SYN-C-01143,Bengaluru Urban,2020,THEFT
SYN-C-01144,Bengaluru Urban,2019,CHEATING
SYN-C-01145,Bengaluru Urban,2022,CHEATING
SYN-C-01146,Mysuru,2021,BURGLARY - NIGHT
SYN-C-01147,Bengaluru Urban,2023,BURGLARY - NIGHT
SYN-C-01148,Belagavi,2022,THEFT
SYN-C-01149,Bengaluru Urban,2021,THEFT
SYN-C-01150,Bengaluru Urban,2021,THEFT
SYN-C-01151,Bengaluru Urban,2022,THEFT
SYN-C-01152,Bengaluru Urban,2022,THEFT
SYN-C-01153,Tumakuru,2020,ROBBERY
SYN-C-01154,Bengaluru Urban,2021,CHEATING
SYN-C-01155,Bengaluru Urban,2021,THEFT
SYN-C-01156,Bengaluru Urban,2023,CHEATING
SYN-C-01157,Mysuru,2021,ROBBERY
SYN-C-01158,Bengaluru Urban,2023,THEFT
SYN-C-01159,Bengaluru Urban,2022,CHEATING
SYN-C-01160,Kalaburagi,2021,THEFT
SYN-C-01161,Bengaluru Urban,2022,CHEATING
SYN-C-01162,Tumakuru,2021,THEFT
SYN-C-01163,Bengaluru Urban,2020,THEFT
SYN-C-01164,Bengaluru Urban,2019,ROBBERY
SYN-C-01165,Kalaburagi,2023,BURGLARY - NIGHT
SYN-C-01166,Bengaluru Urban,2020,THEFT
SYN-C-01167,Mysuru,2019,BURGLARY - NIGHT
SYN-C-01168,Bengaluru Urban,2023,CHEATING
SYN-C-01169,Bengaluru Urban,2022,THEFT
SYN-C-01170,Bengaluru Urban,2019,CHEATING
SYN-C-01171,Bengaluru Urban,2023,THEFT
SYN-C-01172,Belagavi,2023,THEFT
SYN-C-01173,Tumakuru,2021,THEFT
SYN-C-01174,Mysuru,2020,THEFT
SYN-C-01175,Bengaluru Urban,2020,THEFT
SYN-C-01176,Bengaluru Urban,2019,ROBBERY
SYN-C-01177,Mysuru,2021,ROBBERY
SYN-C-01178,Bengaluru Urban,2022,CHEATING
SYN-C-01179,Bengaluru Urban,2019,ROBBERY
SYN-C-01180,Bengaluru Urban,2022,ROBBERY
SYN-C-01181,Bengaluru Urban,2020,CHEATING
SYN-C-01182,Bengaluru Urban,2021,THEFT
SYN-C-01183,Bengaluru Urban,2023,CHEATING
SYN-C-01184,Mysuru,2022,THEFT
SYN-C-01185,Kalaburagi,2020,THEFT
SYN-C-01186,Bengaluru Urban,2019,THEFT
SYN-C-01187,Bengaluru Urban,2022,CHEATING
SYN-C-01188,Bengaluru Urban,2022,CHEATING
SYN-C-01189,Tumakuru,2023,MURDER
SYN-C-01190,Bengaluru Urban,2019,CHEATING
SYN-C-01191,Bengaluru Urban,2022,THEFT
SYN-C-01192,Mysuru,2022,THEFT
SYN-C-01193,Bengaluru Urban,2021,THEFT
SYN-C-01194,Bengaluru Urban,2020,ROBBERY
SYN-C-01195,Bengaluru Urban,2022,THEFT
SYN-C-01196,Bengaluru Urban,2020,THEFT
SYN-C-01197,Mysuru,2023,THEFT
SYN-C-01198,Bengaluru Urban,2019,BURGLARY - NIGHT
SYN-C-01199,Bengaluru Urban,2019,THEFT
SYN-C-01200,Bengaluru Urban,2019,BURGLARY - NIGHT
SYN-C-01201,Bengaluru Urban,2023,THEFT
SYN-C-01202,Bengaluru Urban,2020,THEFT
SYN-C-01203,Mysuru,2022,BURGLARY - NIGHT
SYN-C-01204,Mysuru,2021,THEFT
SYN-C-01205,Tumakuru,2019,BURGLARY - NIGHT
SYN-C-01206,Bengaluru Urban,2020,DACOITY
SYN-C-01207,Belagavi,2019,BURGLARY - NIGHT
SYN-C-01208,Bengaluru Urban,2021,THEFT
SYN-C-01209,Tumakuru,2021,ROBBERY
SYN-C-01210,Bengaluru Urban,2023,THEFT
SYN-C-01211,Belagavi,2023,BURGLARY - NIGHT
SYN-C-01212,Bengaluru Urban,2023,THEFT
SYN-C-01213,Mysuru,2022,THEFT
SYN-C-01214,Tumakuru,2021,THEFT
SYN-C-01215,Bengaluru Urban,2023,THEFT
SYN-C-01216,Mysuru,2020,BURGLARY - NIGHT
SYN-C-01217,Kalaburagi,2023,THEFT
SYN-C-01218,Bengaluru Urban,2021,CHEATING
SYN-C-01219,Bengaluru Urban,2019,CHEATING
SYN-C-01220,Bengaluru Urban,2023,THEFT
SYN-C-01221,Bengaluru Urban,2019,THEFT
SYN-C-01222,Bengaluru Urban,2021,THEFT
SYN-C-01223,Tumakuru,2023,THEFT
SYN-C-01224,Bengaluru Urban,2022,THEFT
SYN-C-01225,Bengaluru Urban,2022,THEFT
SYN-C-01226,Tumakuru,2020,BURGLARY - NIGHT
SYN-C-01227,Bengaluru Urban,2020,THEFT
SYN-C-01228,Tumakuru,2023,THEFT
SYN-C-01229,Mysuru,2022,THEFT
SYN-C-01230,Bengaluru Urban,2021,CHEATING
SYN-C-01231,Bengaluru Urban,2020,THEFT
SYN-C-01232,Bengaluru Urban,2019,ROBBERY
SYN-C-01233,Mysuru,2022,THEFT
SYN-C-01234,Bengaluru Urban,2019,THEFT
SYN-C-01235,Belagavi,2019,THEFT
SYN-C-01236,Mysuru,2021,THEFT
SYN-C-01237,Bengaluru Urban,2023,BURGLARY - NIGHT
SYN-C-01238,Bengaluru Urban,2023,THEFT
SYN-C-01239,Bengaluru Urban,2023,THEFT
SYN-C-01240,Belagavi,2022,CHEATING
SYN-C-01241,Bengaluru Urban,2019,CHEATING
SYN-C-01242,Bengaluru Urban,2022,ROBBERY
SYN-C-01243,Belagavi,2022,THEFT
SYN-C-01244,Bengaluru Urban,2022,ROBBERY
SYN-C-01245,Bengaluru Urban,2023,THEFT
SYN-C-01246,Bengaluru Urban,2023,ROBBERY
SYN-C-01247,Bengaluru Urban,2023,CHEATING
SYN-C-01248,Belagavi,2022,MURDER
SYN-C-01249,Bengaluru Urban,2020,CHEATING
SYN-C-01250,Mysuru,2021,THEFT
SYN-C-01251,Bengaluru Urban,2019,ROBBERY
SYN-C-01252,Bengaluru Urban,2022,THEFT
SYN-C-01253,Belagavi,2022,THEFT
SYN-C-01254,Tumakuru,2019,CHEATING
SYN-C-01255,Bengaluru Urban,2019,THEFT
SYN-C-01256,Bengaluru Urban,2021,THEFT
SYN-C-01257,Bengaluru Urban,2022,THEFT
SYN-C-01258,Bengaluru Urban,2023,THEFT
SYN-C-01259,Tumakuru,2019,BURGLARY - NIGHT
SYN-C-01260,Bengaluru Urban,2023,THEFT
SYN-C-01261,Bengaluru Urban,2021,CHEATING
SYN-C-01262,Bengaluru Urban,2019,BURGLARY - NIGHT
SYN-C-01263,Bengaluru Urban,2023,THEFT
SYN-C-01264,Tumakuru,2022,CHEATING
SYN-C-01265,Belagavi,2020,MURDER
SYN-C-01266,Bengaluru Urban,2023,THEFT
SYN-C-01267,Bengaluru Urban,2019,THEFT
SYN-C-01268,Bengaluru Urban,2022,CHEATING
SYN-C-01269,Bengaluru Urban,2022,THEFT
SYN-C-01270,Bengaluru Urban,2023,CHEATING
SYN-C-01271,Tumakuru,2023,MURDER
SYN-C-01272,Bengaluru Urban,2023,THEFT
SYN-C-01273,Bengaluru Urban,2021,THEFT
SYN-C-01274,Bengaluru Urban,2023,THEFT
SYN-C-01275,Bengaluru Urban,2022,CHEATING
SYN-C-01276,Bengaluru Urban,2021,THEFT
SYN-C-01277,Bengaluru Urban,2021,CHEATING
SYN-C-01278,Bengaluru Urban,2022,DACOITY
SYN-C-01279,Bengaluru Urban,2020,THEFT
SYN-C-01280,Bengaluru Urban,2020,CHEATING
SYN-C-01281,Bengaluru Urban,2019,THEFT
SYN-C-01282,Bengaluru Urban,2021,THEFT
SYN-C-01283,Bengaluru Urban,2020,THEFT
SYN-C-01284,Kalaburagi,2023,THEFT
SYN-C-01285,Mysuru,2019,CHEATING
SYN-C-01286,Bengaluru Urban,2021,CHEATING
SYN-C-01287,Bengaluru Urban,2023,CHEATING
SYN-C-01288,Mysuru,2022,CHEATING
SYN-C-01289,Bengaluru Urban,2021,CHEATING
SYN-C-01290,Bengaluru Urban,2022,THEFT
SYN-C-01291,Bengaluru Urban,2021,THEFT
SYN-C-01292,Bengaluru Urban,2023,MURDER
SYN-C-01293,Tumakuru,2021,CHEATING
SYN-C-01294,Bengaluru Urban,2019,THEFT
SYN-C-01295,Tumakuru,2021,THEFT
SYN-C-01296,Bengaluru Urban,2023,THEFT
SYN-C-01297,Kalaburagi,2019,THEFT
SYN-C-01298,Bengaluru Urban,2023,CHEATING
SYN-C-01299,Mysuru,2020,ROBBERY
SYN-C-01300,Bengaluru Urban,2020,THEFT
SYN-C-01301,Bengaluru Urban,2023,THEFT
SYN-C-01302,Bengaluru Urban,2020,ROBBERY
SYN-C-01303,Bengaluru Urban,2022,THEFT
SYN-C-01304,Bengaluru Urban,2023,THEFT
SYN-C-01305,Bengaluru Urban,2019,THEFT
SYN-C-01306,Belagavi,2023,CHEATING
SYN-C-01307,Kalaburagi,2019,ROBBERY
SYN-C-01308,Kalaburagi,2021,ROBBERY
SYN-C-01309,Bengaluru Urban,2023,THEFT
SYN-C-01310,Bengaluru Urban,2020,THEFT
SYN-C-01311,Bengaluru Urban,2023,ROBBERY
SYN-C-01312,Bengaluru Urban,2019,BURGLARY - NIGHT
SYN-C-01313,Bengaluru Urban,2023,THEFT
SYN-C-01314,Bengaluru Urban,2022,THEFT
SYN-C-01315,Bengaluru Urban,2023,CHEATING
SYN-C-01316,Bengaluru Urban,2021,THEFT
SYN-C-01317,Bengaluru Urban,2020,BURGLARY - NIGHT
SYN-C-01318,Bengaluru Urban,2023,THEFT
SYN-C-01319,Bengaluru Urban,2022,CHEATING
SYN-C-01320,Bengaluru Urban,2023,THEFT
SYN-C-01321,Bengaluru Urban,2021,CHEATING
SYN-C-01322,Bengaluru Urban,2019,CHEATING
SYN-C-01323,Bengaluru Urban,2022,THEFT
SYN-C-01324,Bengaluru Urban,2023,CHEATING
SYN-C-01325,Mysuru,2023,BURGLARY - NIGHT
SYN-C-01326,Mysuru,2021,THEFT
SYN-C-01327,Belagavi,2023,BURGLARY - NIGHT
SYN-C-01328,Bengaluru Urban,2023,THEFT
SYN-C-01329,Bengaluru Urban,2020,ROBBERY
SYN-C-01330,Bengaluru Urban,2023,THEFT
SYN-C-01331,Bengaluru Urban,2021,THEFT
SYN-C-01332,Bengaluru Urban,2020,THEFT
SYN-C-01333,Bengaluru Urban,2022,CHEATING
SYN-C-01334,Bengaluru Urban,2022,THEFT
SYN-C-01335,Bengaluru Urban,2023,THEFT
SYN-C-01336,Bengaluru Urban,2023,CHEATING
SYN-C-01337,Bengaluru Urban,2023,THEFT
SYN-C-01338,Bengaluru Urban,2021,THEFT
SYN-C-01339,Bengaluru Urban,2023,THEFT
SYN-C-01340,Bengaluru Urban,2021,CHEATING
SYN-C-01341,Bengaluru Urban,2023,CHEATING
SYN-C-01342,Bengaluru Urban,2022,CHEATING
SYN-C-01343,Bengaluru Urban,2022,THEFT
SYN-C-01344,Belagavi,2020,MURDER
SYN-C-01345,Bengaluru Urban,2022,ROBBERY
SYN-C-01346,Bengaluru Urban,2019,THEFT
SYN-C-01347,Bengaluru Urban,2021,THEFT
SYN-C-01348,Belagavi,2023,THEFT
SYN-C-01349,Bengaluru Urban,2023,ROBBERY
SYN-C-01350,Mysuru,2021,THEFT
SYN-C-01351,Bengaluru Urban,2021,CHEATING
SYN-C-01352,Bengaluru Urban,2019,CHEATING
SYN-C-01353,Bengaluru Urban,2023,CHEATING
SYN-C-01354,Bengaluru Urban,2019,ROBBERY
SYN-C-01355,Mysuru,2021,THEFT
SYN-C-01356,Bengaluru Urban,2019,MURDER
SYN-C-01357,Bengaluru Urban,2021,CHEATING
SYN-C-01358,Bengaluru Urban,2022,DACOITY
SYN-C-01359,Bengaluru Urban,2019,DACOITY
SYN-C-01360,Bengaluru Urban,2020,THEFT
SYN-C-01361,Bengaluru Urban,2020,THEFT
SYN-C-01362,Bengaluru Urban,2023,THEFT
SYN-C-01363,Tumakuru,2023,CHEATING
SYN-C-01364,Bengaluru Urban,2021,CHEATING
SYN-C-01365,Kalaburagi,2019,ROBBERY
SYN-C-01366,Bengaluru Urban,2019,THEFT
SYN-C-01367,Bengaluru Urban,2022,THEFT
SYN-C-01368,Bengaluru Urban,2021,THEFT
SYN-C-01369,Bengaluru Urban,2020,THEFT
SYN-C-01370,Kalaburagi,2022,THEFT
SYN-C-01371,Bengaluru Urban,2023,THEFT
SYN-C-01372,Bengaluru Urban,2019,THEFT
SYN-C-01373,Bengaluru Urban,2020,THEFT
SYN-C-01374,Kalaburagi,2022,CHEATING
SYN-C-01375,Tumakuru,2023,THEFT
SYN-C-01376,Bengaluru Urban,2023,CHEATING
SYN-C-01377,Mysuru,2020,THEFT
SYN-C-01378,Tumakuru,2023,BURGLARY - NIGHT
SYN-C-01379,Bengaluru Urban,2023,THEFT
SYN-C-01380,Bengaluru Urban,2023,CHEATING
SYN-C-01381,Bengaluru Urban,2019,THEFT
SYN-C-01382,Bengaluru Urban,2021,MURDER
SYN-C-01383,Bengaluru Urban,2023,CHEATING
SYN-C-01384,Mysuru,2023,THEFT
SYN-C-01385,Bengaluru Urban,2020,THEFT
SYN-C-01386,Bengaluru Urban,2021,THEFT
SYN-C-01387,Belagavi,2020,THEFT
SYN-C-01388,Bengaluru Urban,2023,THEFT
SYN-C-01389,Bengaluru Urban,2021,THEFT
SYN-C-01390,Kalaburagi,2020,BURGLARY - NIGHT
SYN-C-01391,Bengaluru Urban,2020,CHEATING
SYN-C-01392,Bengaluru Urban,2023,ROBBERY
SYN-C-01393,Bengaluru Urban,2023,THEFT
SYN-C-01394,Bengaluru Urban,2022,CHEATING
SYN-C-01395,Bengaluru Urban,2019,THEFT
SYN-C-01396,Bengaluru Urban,2021,THEFT
SYN-C-01397,Bengaluru Urban,2023,THEFT
SYN-C-01398,Bengaluru Urban,2019,THEFT
SYN-C-01399,Bengaluru Urban,2019,CHEATING
SYN-C-01400,Bengaluru Urban,2022,CHEATING
SYN-C-01401,Bengaluru Urban,2020,CHEATING
SYN-C-01402,Kalaburagi,2020,THEFT
SYN-C-01403,Kalaburagi,2022,BURGLARY - NIGHT
SYN-C-01404,Tumakuru,2019,THEFT
SYN-C-01405,Kalaburagi,2023,THEFT
SYN-C-01406,Bengaluru Urban,2023,DACOITY
SYN-C-01407,Bengaluru Urban,2019,THEFT
SYN-C-01408,Kalaburagi,2022,THEFT
SYN-C-01409,Bengaluru Urban,2023,THEFT
SYN-C-01410,Bengaluru Urban,2023,THEFT
SYN-C-01411,Bengaluru Urban,2023,THEFT
SYN-C-01412,Kalaburagi,2023,BURGLARY - NIGHT
SYN-C-01413,Bengaluru Urban,2020,THEFT
SYN-C-01414,Bengaluru Urban,2023,THEFT
SYN-C-01415,Bengaluru Urban,2022,THEFT
SYN-C-01416,Bengaluru Urban,2021,BURGLARY - NIGHT
SYN-C-01417,Bengaluru Urban,2020,THEFT
SYN-C-01418,Bengaluru Urban,2019,THEFT
SYN-C-01419,Bengaluru Urban,2022,CHEATING
SYN-C-01420,Bengaluru Urban,2021,DACOITY
SYN-C-01421,Bengaluru Urban,2021,THEFT
SYN-C-01422,Mysuru,2019,ROBBERY
SYN-C-01423,Bengaluru Urban,2023,THEFT
SYN-C-01424,Bengaluru Urban,2023,THEFT
SYN-C-01425,Tumakuru,2023,BURGLARY - NIGHT
SYN-C-01426,Bengaluru Urban,2019,THEFT
SYN-C-01427,Bengaluru Urban,2022,THEFT
SYN-C-01428,Bengaluru Urban,2019,CHEATING
SYN-C-01429,Bengaluru Urban,2021,THEFT
SYN-C-01430,Tumakuru,2020,CHEATING
SYN-C-01431,Bengaluru Urban,2019,CHEATING
SYN-C-01432,Bengaluru Urban,2023,THEFT
SYN-C-01433,Mysuru,2020,BURGLARY - NIGHT
SYN-C-01434,Bengaluru Urban,2022,THEFT
SYN-C-01435,Kalaburagi,2020,BURGLARY - NIGHT
SYN-C-01436,Bengaluru Urban,2021,THEFT
SYN-C-01437,Bengaluru Urban,2021,CHEATING
SYN-C-01438,Bengaluru Urban,2022,THEFT
SYN-C-01439,Bengaluru Urban,2019,THEFT
SYN-C-01440,Bengaluru Urban,2020,THEFT
SYN-C-01441,Bengaluru Urban,2020,THEFT
SYN-C-01442,Tumakuru,2023,CHEATING
SYN-C-01443,Bengaluru Urban,2021,BURGLARY - NIGHT
SYN-C-01444,Bengaluru Urban,2020,BURGLARY - NIGHT
SYN-C-01445,Tumakuru,2019,CHEATING
SYN-C-01446,Bengaluru Urban,2019,THEFT
SYN-C-01447,Tumakuru,2021,THEFT
SYN-C-01448,Mysuru,2019,THEFT
SYN-C-01449,Bengaluru Urban,2023,CHEATING
SYN-C-01450,Bengaluru Urban,2021,THEFT
SYN-C-01451,Bengaluru Urban,2019,THEFT
SYN-C-01452,Bengaluru Urban,2019,CHEATING
SYN-C-01453,Bengaluru Urban,2019,CHEATING
SYN-C-01454,Bengaluru Urban,2021,CHEATING
SYN-C-01455,Bengaluru Urban,2021,THEFT
SYN-C-01456,Mysuru,2023,CHEATING
SYN-C-01457,Bengaluru Urban,2022,THEFT
SYN-C-01458,Tumakuru,2023,THEFT
SYN-C-01459,Bengaluru Urban,2023,THEFT
SYN-C-01460,Bengaluru Urban,2019,THEFT
SYN-C-01461,Bengaluru Urban,2022,THEFT
SYN-C-01462,Bengaluru Urban,2019,THEFT
SYN-C-01463,Belagavi,2021,THEFT
SYN-C-01464,Tumakuru,2019,THEFT
SYN-C-01465,Bengaluru Urban,2021,BURGLARY - NIGHT
SYN-C-01466,Bengaluru Urban,2019,THEFT
SYN-C-01467,Bengaluru Urban,2019,CHEATING
SYN-C-01468,Bengaluru Urban,2023,ROBBERY
SYN-C-01469,Bengaluru Urban,2022,CHEATING
SYN-C-01470,Belagavi,2019,THEFT
SYN-C-01471,Bengaluru Urban,2023,THEFT
SYN-C-01472,Bengaluru Urban,2020,DACOITY
SYN-C-01473,Bengaluru Urban,2023,THEFT
SYN-C-01474,Bengaluru Urban,2022,CHEATING
SYN-C-01475,Bengaluru Urban,2022,THEFT
SYN-C-01476,Bengaluru Urban,2022,BURGLARY - NIGHT
SYN-C-01477,Bengaluru Urban,2023,THEFT
SYN-C-01478,Tumakuru,2023,ROBBERY
SYN-C-01479,Kalaburagi,2020,BURGLARY - NIGHT
SYN-C-01480,Belagavi,2023,THEFT
SYN-C-01481,Bengaluru Urban,2022,DACOITY
SYN-C-01482,Bengaluru Urban,2020,CHEATING
SYN-C-01483,Bengaluru Urban,2019,CHEATING
SYN-C-01484,Bengaluru Urban,2019,THEFT
SYN-C-01485,Bengaluru Urban,2020,CHEATING
SYN-C-01486,Tumakuru,2021,CHEATING
SYN-C-01487,Bengaluru Urban,2023,THEFT
SYN-C-01488,Mysuru,2019,THEFT
SYN-C-01489,Bengaluru Urban,2023,THEFT
SYN-C-01490,Bengaluru Urban,2020,THEFT
SYN-C-01491,Bengaluru Urban,2021,THEFT
SYN-C-01492,Bengaluru Urban,2021,THEFT
SYN-C-01493,Bengaluru Urban,2020,THEFT
SYN-C-01494,Bengaluru Urban,2021,THEFT
SYN-C-01495,Bengaluru Urban,2023,THEFT
SYN-C-01496,Bengaluru Urban,2019,BURGLARY - NIGHT
SYN-C-01497,Bengaluru Urban,2020,THEFT
SYN-C-01498,Bengaluru Urban,2022,CHEATING
SYN-C-01499,Bengaluru Urban,2023,THEFT
