lat,lng,geo_precision,year,count
13.71,77.73,point,2023,1
13.71,77.73,point,2024,1
13.71,77.74,point,2023,1
13.71,77.75,point,2019,1
13.71,77.76,point,2019,1
13.71,77.76,point,2023,1
13.71,77.77,point,2021,4
13.71,77.78,point,2019,1
13.71,77.78,point,2021,1
13.71,77.78,point,2023,1
13.71,77.79,point,2019,5
13.71,77.79,point,2020,1
13.71,77.79,point,2021,2
13.71,77.79,point,2023,3
13.71,77.8,point,2019,1
13.71,77.81,point,2019,5
13.71,77.81,point,2020,3
13.71,77.81,point,2021,1
13.71,77.82,point,2019,2
13.71,77.82,point,2020,2
13.71,77.82,point,2021,2
13.71,77.82,point,2023,2
13.71,77.85,point,2019,3
13.71,77.85,point,2024,1
13.71,77.86,point,2020,1
13.71,77.87,point,2019,1
13.71,77.87,point,2020,1
13.71,77.87,point,2023,1
13.71,77.89,point,2019,1
13.71,77.89,point,2020,2
13.71,77.99,point,2021,3
13.71,77.99,point,2024,1
13.71,78.0,point,2021,1
13.71,78.0,point,2023,2
13.71,78.03,point,2021,2
13.71,78.04,point,2021,1
13.71,78.07,point,2024,1
13.71,78.1,point,2021,3
13.71,78.1,point,2022,1
13.71,78.1,point,2023,9
13.71,78.1,point,2024,3
13.71,78.1,station,2016,61
13.71,78.1,station,2017,67
13.71,78.1,station,2018,95
13.71,78.1,station,2019,96
13.71,78.1,station,2020,89
13.71,78.1,station,2021,67
13.71,78.1,station,2022,164
13.71,78.1,station,2023,64
13.72,74.64,point,2019,2
13.72,74.64,point,2021,2
13.72,74.64,point,2023,3
13.72,74.64,point,2024,1
13.72,74.65,point,2019,4
13.72,74.65,point,2020,3
13.72,74.65,point,2021,5
13.72,74.65,point,2022,1
13.72,74.66,point,2019,2
13.72,74.66,point,2020,3
13.72,74.66,point,2021,1
13.72,74.66,point,2023,1
13.72,74.67,point,2020,4
13.72,74.67,point,2021,1
13.72,74.67,point,2022,1
13.72,74.67,point,2023,2
13.72,74.67,point,2024,2
13.72,74.68,point,2019,2
13.72,74.68,point,2022,3
13.72,74.69,point,2019,1
13.72,74.69,point,2023,2
13.72,74.7,point,2021,1
13.72,74.7,point,2022,2
13.72,74.71,point,2019,2
13.72,74.71,point,2020,1
13.72,74.72,point,2021,3
13.72,74.73,point,2023,1
13.72,74.73,point,2024,1
13.72,74.76,point,2019,1
13.72,74.76,point,2021,2
13.72,74.76,point,2022,2
13.72,74.76,point,2023,2
13.72,74.77,point,2021,1
13.72,74.84,point,2024,1
13.72,74.85,point,2023,2
13.72,74.85,point,2024,1
13.72,74.91,point,2021,3
13.72,74.91,point,2022,1
13.72,74.92,point,2021,1
13.72,74.92,point,2023,1
13.72,74.93,point,2019,1
13.72,74.94,point,2019,1
13.72,74.94,point,2023,3
13.72,74.95,point,2019,1
13.72,74.97,point,2019,1
13.72,74.97,point,2023,1
13.72,75.05,point,2019,1
13.72,75.1,point,2019,1
13.72,75.13,point,2019,1
13.72,75.17,point,2023,1
13.72,75.19,point,2019,1
13.72,75.2,point,2019,1
13.72,75.22,point,2019,4
13.72,75.23,point,2019,3
13.72,75.23,point,2023,1
13.72,75.24,point,2019,1
13.72,75.24,point,2023,1
13.72,75.25,point,2024,1
13.72,75.28,point,2022,1
13.72,75.28,point,2024,1
13.72,75.29,point,2019,6
13.72,75.29,point,2020,1
13.72,75.29,point,2022,1
13.72,75.29,point,2023,2
13.72,75.3,point,2024,1
13.72,75.34,point,2023,1
13.72,75.35,point,2019,2
13.72,75.35,point,2024,1
13.72,75.36,point,2019,3
13.72,75.36,point,2020,1
13.72,75.37,point,2019,6
13.72,75.37,point,2020,2
13.72,75.37,point,2022,1
13.72,75.37,point,2023,2
13.72,75.38,point,2020,1
13.72,75.38,point,2023,1
13.72,75.39,point,2019,2
13.72,75.4,point,2019,3
13.72,75.4,point,2023,2
13.72,75.41,point,2023,1
13.72,75.42,point,2019,1
13.72,75.42,point,2022,1
13.72,75.42,point,2023,1
13.72,75.43,point,2019,1
13.72,75.43,point,2020,1
13.72,75.43,point,2023,1
13.72,75.45,point,2019,1
13.72,75.45,point,2022,1
13.72,75.46,point,2021,1
13.72,75.46,point,2022,1
13.72,75.46,point,2024,1
13.72,75.47,point,2021,1
13.72,75.47,point,2022,2
13.72,75.47,point,2023,4
13.72,75.63,point,2019,3
13.72,75.63,point,2020,1
13.72,75.63,point,2022,1
13.72,75.63,point,2023,5
13.72,75.63,point,2024,3
13.72,75.64,point,2022,1
13.72,75.64,point,2023,7
13.72,75.68,point,2023,1
13.72,75.71,point,2019,5
13.72,75.71,point,2020,2
13.72,75.71,point,2021,7
13.72,75.71,point,2022,3
13.72,75.71,point,2023,8
13.72,75.72,point,2019,6
13.72,75.72,point,2020,2
13.72,75.72,point,2022,1
13.72,75.72,point,2023,5
13.72,75.73,point,2019,4
13.72,75.73,point,2020,1
13.72,75.73,point,2021,3
13.72,75.74,point,2019,2
13.72,75.74,point,2020,1
13.72,75.74,point,2021,2
13.72,75.74,point,2022,2
13.72,75.74,point,2023,2
13.72,75.75,point,2023,2
13.72,75.76,point,2021,3
13.72,75.76,point,2022,6
13.72,75.76,point,2023,7
13.72,75.77,point,2024,1
13.72,75.78,point,2021,1
13.72,75.79,point,2021,2
13.72,75.79,point,2022,4
13.72,75.79,point,2023,8
13.72,75.79,point,2024,2
13.72,75.8,point,2021,4
13.72,75.8,point,2022,4
13.72,75.8,point,2023,6
13.72,75.8,point,2024,2
13.72,75.81,point,2022,4
13.72,75.81,point,2023,1
13.72,75.82,point,2021,2
13.72,75.82,point,2022,2
13.72,75.82,point,2023,1
13.72,75.82,point,2024,2
13.72,75.84,point,2021,1
13.72,75.84,point,2022,1
13.72,75.86,point,2022,1
13.72,75.86,point,2023,2
13.72,75.86,point,2024,2
13.72,75.87,point,2020,1
13.72,75.89,point,2021,1
13.72,75.89,point,2022,2
13.72,75.9,point,2021,1
13.72,75.91,point,2019,1
13.72,75.91,point,2023,1
13.72,75.92,point,2020,1
13.72,75.92,point,2022,3
13.72,75.92,point,2023,1
13.72,75.94,point,2024,1
13.72,75.96,point,2020,3
13.72,75.96,point,2021,3
13.72,75.96,point,2022,2
13.72,75.96,point,2023,2
13.72,75.98,point,2020,1
13.72,75.98,point,2023,1
13.72,75.99,point,2020,4
13.72,75.99,point,2021,6
13.72,75.99,point,2022,3
13.72,75.99,point,2023,4
13.72,76.0,point,2019,9
13.72,76.0,point,2020,22
13.72,76.0,point,2021,11
13.72,76.0,point,2022,9
13.72,76.0,point,2023,13
13.72,76.0,point,2024,8
13.72,76.01,point,2020,1
13.72,76.01,point,2021,1
13.72,76.01,point,2022,1
13.72,76.05,point,2022,2
13.72,76.06,point,2019,2
13.72,76.06,point,2020,1
13.72,76.06,point,2021,2
13.72,76.06,point,2022,6
13.72,76.06,point,2023,2
13.72,76.07,point,2019,1
13.72,76.07,point,2020,1
13.72,76.08,point,2021,1
13.72,76.08,point,2022,1
13.72,76.08,point,2023,1
13.72,76.09,point,2022,1
13.72,76.11,point,2020,1
13.72,76.11,point,2022,3
13.72,76.14,point,2020,1
13.72,76.14,point,2021,2
13.72,76.14,point,2022,1
13.72,76.2,point,2024,1
13.72,76.27,point,2024,2
13.72,76.28,point,2023,1
13.72,76.62,point,2022,1
13.72,76.83,point,2021,1
13.72,76.86,point,2020,2
13.72,76.86,point,2021,1
13.72,76.87,point,2020,1
13.72,76.87,point,2022,5
13.72,76.88,point,2019,1
13.72,76.88,point,2020,1
13.72,76.88,point,2022,4
13.72,76.88,point,2023,1
13.72,76.91,point,2019,1
13.72,76.91,point,2020,4
13.72,76.91,point,2021,7
13.72,76.91,point,2022,9
13.72,76.91,point,2023,3
13.72,76.92,point,2020,2
13.72,76.92,point,2021,2
13.72,76.92,point,2022,2
13.72,76.93,point,2020,1
13.72,76.93,point,2023,2
13.72,76.94,point,2020,1
13.72,76.94,point,2021,3
13.72,76.95,point,2020,3
13.72,76.95,point,2021,1
13.72,76.95,point,2022,1
13.72,76.95,point,2024,1
13.72,76.96,point,2020,3
13.72,76.96,point,2021,1
13.72,76.96,point,2022,2
13.72,76.96,point,2023,5
13.72,76.96,point,2024,1
13.72,76.99,point,2021,2
13.72,76.99,point,2022,1
13.72,77.0,point,2022,2
13.72,77.01,point,2020,1
13.72,77.01,point,2021,1
13.72,77.06,point,2019,1
13.72,77.06,point,2020,1
13.72,77.06,point,2021,2
13.72,77.06,point,2022,3
13.72,77.06,point,2023,3
13.72,77.06,point,2024,2
13.72,77.07,point,2024,2
13.72,77.08,point,2021,1
13.72,77.08,point,2023,1
13.72,77.11,point,2020,1
13.72,77.12,point,2021,2
13.72,77.13,point,2023,1
13.72,77.17,point,2022,1
13.72,77.2,point,2020,1
13.72,77.2,point,2021,1
13.72,77.2,point,2022,1
13.72,77.2,point,2024,1
13.72,77.24,point,2019,1
13.72,77.24,point,2022,1
13.72,77.26,point,2019,1
13.72,77.26,point,2020,3
13.72,77.26,point,2021,4
13.72,77.27,point,2020,1
13.72,77.28,point,2022,1
13.72,77.29,point,2021,1
13.72,77.3,point,2019,1
13.72,77.3,point,2022,1
13.72,77.32,point,2019,1
13.72,77.32,point,2020,2
13.72,77.32,point,2021,2
13.72,77.33,point,2023,1
13.72,77.34,point,2020,1
13.72,77.35,point,2019,3
13.72,77.35,point,2021,2
13.72,77.35,point,2022,1
13.72,77.35,point,2023,2
13.72,77.35,point,2024,1
13.72,77.36,point,2019,2
13.72,77.36,point,2022,1
13.72,77.37,point,2019,1
13.72,77.37,point,2023,1
13.72,77.37,point,2024,1
13.72,77.38,point,2019,2
13.72,77.38,point,2021,2
13.72,77.38,point,2022,1
13.72,77.38,point,2023,2
13.72,77.38,point,2024,1
13.72,77.39,point,2019,12
13.72,77.39,point,2020,5
13.72,77.39,point,2021,9
13.72,77.39,point,2022,11
13.72,77.39,point,2023,15
13.72,77.39,point,2024,16
13.72,77.39,station,2016,127
13.72,77.39,station,2017,135
13.72,77.39,station,2018,137
13.72,77.39,station,2019,22
13.72,77.39,station,2020,24
13.72,77.39,station,2021,1
13.72,77.39,station,2022,2
13.72,77.39,station,2023,104
13.72,77.4,point,2020,2
13.72,77.42,point,2023,1
13.72,77.43,point,2019,1
13.72,77.43,point,2020,1
13.72,77.45,point,2019,1
13.72,77.45,point,2020,1
13.72,77.45,point,2021,1
13.72,77.54,point,2023,1
13.72,77.55,point,2023,2
13.72,77.56,point,2023,1
13.72,77.58,point,2024,1
13.72,77.59,point,2024,1
13.72,77.69,point,2023,3
13.72,77.69,point,2024,1
13.72,77.72,point,2023,1
13.72,77.73,point,2019,1
13.72,77.73,point,2020,1
13.72,77.73,point,2023,1
13.72,77.75,place,2016,23
13.72,77.75,place,2017,24
13.72,77.75,place,2018,19
13.72,77.75,place,2021,5
13.72,77.75,place,2022,6
13.72,77.75,place,2023,2
13.72,77.75,point,2019,3
13.72,77.75,point,2020,1
13.72,77.76,point,2019,1
13.72,77.76,point,2020,1
13.72,77.76,point,2021,2
13.72,77.78,point,2021,1
13.72,77.78,point,2023,1
13.72,77.79,point,2021,2
13.72,77.82,point,2019,3
13.72,77.82,point,2023,1
13.72,77.84,point,2020,2
13.72,77.85,point,2019,3
13.72,77.88,point,2019,1
13.72,77.88,point,2020,2
13.72,77.88,point,2021,5
13.72,77.88,point,2022,1
13.72,77.88,point,2023,1
13.72,77.88,point,2024,1
13.72,77.94,point,2020,1
13.72,77.97,point,2024,1
13.72,78.09,point,2023,1
13.72,78.1,point,2021,1
13.72,78.11,point,2021,1
13.72,78.11,point,2023,1
13.73,74.64,point,2019,9
13.73,74.64,point,2020,1
13.73,74.64,point,2021,3
13.73,74.64,point,2022,5
13.73,74.64,point,2023,1
13.73,74.65,point,2019,1
13.73,74.65,point,2020,1
13.73,74.65,point,2021,2
13.73,74.65,point,2022,3
13.73,74.67,point,2020,1
13.73,74.67,point,2023,2
13.73,74.67,point,2024,1
13.73,74.68,point,2019,1
13.73,74.68,point,2020,1
13.73,74.68,point,2021,1
13.73,74.68,point,2023,2
13.73,74.69,point,2021,1
13.73,74.7,point,2021,1
13.73,74.7,point,2022,1
13.73,74.74,point,2023,1
13.73,74.76,point,2019,2
13.73,74.76,point,2020,1
13.73,74.76,point,2024,1
13.73,74.77,point,2019,2
13.73,74.77,point,2021,2
13.73,74.77,point,2022,3
13.73,74.77,point,2023,1
13.73,74.77,point,2024,1
13.73,74.78,point,2022,1
13.73,74.79,point,2021,1
13.73,74.79,point,2023,1
13.73,74.8,point,2021,1
13.73,74.81,point,2023,1
13.73,74.84,point,2021,1
13.73,74.85,point,2023,1
13.73,74.88,point,2021,1
13.73,74.91,point,2022,2
13.73,74.92,point,2021,2
13.73,74.94,point,2021,1
13.73,74.95,point,2022,1
13.73,74.96,point,2021,1
13.73,75.02,point,2022,1
13.73,75.03,point,2019,4
13.73,75.03,point,2022,2
13.73,75.05,point,2019,1
13.73,75.09,point,2019,2
13.73,75.16,point,2019,2
13.73,75.16,point,2023,1
13.73,75.17,point,2019,1
13.73,75.18,point,2019,1
13.73,75.22,point,2019,2
13.73,75.22,point,2023,2
13.73,75.24,point,2019,1
13.73,75.25,point,2019,1
13.73,75.29,point,2019,4
13.73,75.29,point,2022,1
13.73,75.29,point,2024,1
13.73,75.3,point,2023,3
13.73,75.31,point,2019,1
13.73,75.31,point,2022,1
13.73,75.32,point,2019,1
13.73,75.33,point,2019,3
13.73,75.33,point,2022,1
13.73,75.33,point,2024,2
13.73,75.34,point,2019,3
13.73,75.34,point,2020,2
13.73,75.34,point,2022,2
13.73,75.34,point,2023,9
13.73,75.34,point,2024,19
13.73,75.34,station,2016,157
13.73,75.34,station,2017,184
13.73,75.34,station,2018,214
13.73,75.34,station,2019,22
13.73,75.34,station,2020,117
13.73,75.34,station,2021,110
13.73,75.34,station,2022,130
13.73,75.34,station,2023,82
13.73,75.35,point,2019,3
13.73,75.35,point,2023,1
13.73,75.38,point,2019,1
13.73,75.46,point,2019,2
13.73,75.47,point,2022,3
13.73,75.47,point,2023,3
13.73,75.48,point,2022,1
13.73,75.63,point,2019,4
13.73,75.63,point,2023,6
13.73,75.64,point,2019,1
13.73,75.64,point,2023,1
13.73,75.64,point,2024,1
13.73,75.65,point,2019,5
13.73,75.68,point,2019,1
13.73,75.68,point,2021,4
13.73,75.69,point,2020,1
13.73,75.69,point,2022,1
13.73,75.7,point,2020,1
13.73,75.7,point,2021,2
13.73,75.71,point,2019,3
13.73,75.71,point,2020,1
13.73,75.71,point,2022,1
13.73,75.71,point,2024,1
13.73,75.72,point,2019,3
13.73,75.72,point,2020,6
13.73,75.72,point,2021,1
13.73,75.72,point,2022,4
13.73,75.72,point,2023,3
13.73,75.78,point,2021,3
13.73,75.78,point,2022,2
13.73,75.78,point,2023,1
13.73,75.79,point,2021,1
13.73,75.79,point,2022,2
13.73,75.82,point,2022,1
13.73,75.89,point,2022,1
13.73,75.89,point,2023,1
13.73,75.91,point,2019,1
13.73,75.91,point,2021,1
13.73,75.92,point,2022,1
13.73,75.93,point,2021,1
13.73,75.93,point,2022,2
13.73,75.95,point,2021,1
13.73,75.96,point,2019,1
13.73,75.96,point,2021,1
13.73,75.96,point,2022,2
13.73,75.96,point,2023,1
13.73,75.99,point,2019,1
13.73,75.99,point,2020,2
13.73,75.99,point,2021,1
13.73,76.0,point,2019,9
13.73,76.0,point,2020,9
13.73,76.0,point,2021,17
13.73,76.0,point,2022,11
13.73,76.0,point,2023,10
13.73,76.0,point,2024,2
13.73,76.01,point,2019,10
13.73,76.01,point,2020,6
13.73,76.01,point,2021,10
13.73,76.01,point,2022,9
13.73,76.01,point,2023,2
13.73,76.01,point,2024,3
13.73,76.02,point,2019,4
13.73,76.02,point,2021,2
13.73,76.02,point,2022,1
13.73,76.02,point,2023,5
13.73,76.03,point,2020,1
13.73,76.03,point,2022,1
13.73,76.03,point,2023,1
13.73,76.04,point,2019,2
13.73,76.04,point,2020,1
13.73,76.04,point,2021,1
13.73,76.04,point,2022,1
13.73,76.05,point,2019,2
13.73,76.05,point,2021,2
13.73,76.05,point,2022,1
13.73,76.06,point,2020,1
13.73,76.1,point,2020,2
13.73,76.1,point,2022,2
13.73,76.1,point,2023,1
13.73,76.11,point,2019,2
13.73,76.12,point,2019,4
13.73,76.12,point,2020,2
13.73,76.12,point,2021,1
13.73,76.12,point,2022,4
13.73,76.12,point,2023,3
13.73,76.12,point,2024,1
13.73,76.13,point,2019,1
13.73,76.13,point,2020,2
13.73,76.14,point,2022,1
13.73,76.15,point,2021,2
13.73,76.15,point,2023,2
13.73,76.23,point,2024,1
13.73,76.54,point,2024,1
13.73,76.74,point,2020,2
13.73,76.75,point,2019,1
13.73,76.78,point,2023,1
13.73,76.79,point,2020,1
13.73,76.79,point,2021,2
13.73,76.79,point,2022,1
13.73,76.79,point,2023,2
13.73,76.8,point,2021,2
13.73,76.8,point,2023,1
13.73,76.86,point,2022,2
13.73,76.89,point,2020,5
13.73,76.89,point,2021,8
13.73,76.89,point,2022,7
13.73,76.89,point,2024,2
13.73,76.9,point,2020,6
13.73,76.9,point,2021,2
13.73,76.9,point,2022,3
13.73,76.9,point,2023,2
13.73,76.91,point,2020,3
13.73,76.91,point,2021,4
13.73,76.91,point,2022,5
13.73,76.91,point,2023,1
13.73,76.92,point,2020,1
13.73,76.92,point,2023,1
13.73,76.92,point,2024,1
13.73,76.95,point,2020,1
13.73,76.95,point,2022,1
13.73,76.97,point,2019,3
13.73,76.97,point,2020,1
13.73,76.97,point,2021,1
13.73,76.97,point,2022,1
13.73,76.97,point,2023,1
13.73,76.98,point,2019,1
13.73,76.98,point,2020,3
13.73,76.98,point,2021,3
13.73,76.98,point,2022,1
13.73,76.98,point,2024,1
13.73,77.05,point,2021,1
13.73,77.06,point,2023,2
13.73,77.06,point,2024,1
13.73,77.08,point,2020,2
13.73,77.08,point,2021,1
13.73,77.08,point,2023,3
13.73,77.11,point,2020,1
13.73,77.11,point,2021,4
13.73,77.11,point,2022,1
13.73,77.11,point,2023,3
13.73,77.12,point,2020,1
13.73,77.12,point,2022,1
13.73,77.13,point,2021,1
13.73,77.13,point,2023,2
13.73,77.16,point,2021,1
13.73,77.16,point,2022,1
13.73,77.16,point,2023,1
13.73,77.2,point,2019,2
13.73,77.2,point,2021,7
13.73,77.2,point,2022,4
13.73,77.2,point,2023,1
13.73,77.3,point,2019,1
13.73,77.3,point,2020,3
13.73,77.3,point,2021,3
13.73,77.3,point,2022,1
13.73,77.3,point,2023,2
13.73,77.31,point,2020,1
13.73,77.36,point,2019,1
13.73,77.37,point,2019,1
13.73,77.37,point,2020,1
13.73,77.38,point,2023,2
13.73,77.38,point,2024,1
13.73,77.39,point,2021,1
13.73,77.4,point,2022,1
13.73,77.41,point,2019,1
13.73,77.43,point,2019,1
13.73,77.43,point,2020,2
13.73,77.43,point,2021,1
13.73,77.43,point,2022,7
13.73,77.43,point,2024,1
13.73,77.72,point,2023,1
13.73,77.75,point,2021,1
13.73,77.75,point,2023,1
13.73,77.77,point,2023,1
13.73,77.78,point,2022,1
13.73,77.78,point,2023,1
13.73,77.79,point,2019,3
13.73,77.79,point,2020,3
13.73,77.79,point,2021,2
13.73,77.79,point,2023,1
13.73,77.79,point,2024,1
13.73,77.81,point,2019,1
13.73,77.81,point,2022,1
13.73,77.82,point,2019,1
13.73,77.83,point,2020,1
13.73,77.84,point,2019,1
13.73,77.84,point,2023,1
13.73,77.87,point,2023,1
13.73,77.88,point,2021,1
13.73,77.88,point,2024,1
13.73,77.92,point,2023,1
13.73,77.93,point,2019,2
13.73,77.95,point,2019,2
13.73,77.95,point,2021,1
13.73,77.99,point,2021,1
13.73,78.0,point,2019,2
13.73,78.0,point,2023,1
13.73,78.07,point,2021,1
13.73,78.65,point,2023,1
13.74,74.64,point,2019,6
13.74,74.64,point,2020,3
13.74,74.64,point,2021,1
13.74,74.64,point,2022,18
13.74,74.64,point,2023,2
13.74,74.64,point,2024,5
13.74,74.65,point,2019,1
13.74,74.65,point,2020,1
13.74,74.65,point,2023,1
13.74,74.69,point,2021,1
13.74,74.69,point,2022,1
13.74,74.7,point,2019,1
13.74,74.72,point,2021,1
13.74,74.72,point,2023,1
13.74,74.73,point,2020,1
13.74,74.73,point,2021,1
13.74,74.74,point,2020,1
13.74,74.75,point,2019,1
13.74,74.75,point,2021,1
13.74,74.77,point,2021,2
13.74,74.78,point,2020,1
13.74,74.79,point,2022,1
13.74,74.82,point,2024,3
13.74,74.84,point,2019,1
13.74,74.84,point,2022,1
13.74,74.84,point,2023,1
13.74,74.87,point,2023,1
13.74,74.9,point,2022,1
13.74,74.91,point,2023,1
13.74,75.02,point,2019,1
13.74,75.03,point,2019,1
13.74,75.03,point,2022,1
13.74,75.03,point,2023,1
13.74,75.21,point,2019,1
13.74,75.21,point,2023,3
13.74,75.27,point,2019,1
13.74,75.28,point,2023,1
13.74,75.33,point,2019,3
13.74,75.33,point,2020,4
13.74,75.34,point,2019,1
13.74,75.34,point,2023,1
13.74,75.36,point,2019,1
13.74,75.38,point,2019,4
13.74,75.38,point,2022,1
13.74,75.38,point,2023,2
13.74,75.45,point,2019,1
13.74,75.45,point,2023,1
13.74,75.46,point,2019,1
13.74,75.48,point,2023,3
13.74,75.49,point,2021,1
13.74,75.49,point,2022,1
13.74,75.49,point,2023,1
13.74,75.63,point,2019,1
13.74,75.63,point,2020,1
13.74,75.63,point,2023,3
13.74,75.64,point,2019,2
13.74,75.64,point,2023,1
13.74,75.67,point,2019,3
13.74,75.67,point,2020,2
13.74,75.67,point,2022,1
13.74,75.68,point,2020,1
13.74,75.68,point,2021,2
13.74,75.68,point,2022,1
13.74,75.68,point,2023,4
13.74,75.69,point,2019,3
13.74,75.69,point,2020,7
13.74,75.69,point,2021,1
13.74,75.69,point,2022,1
13.74,75.69,point,2023,5
13.74,75.7,point,2019,1
13.74,75.7,point,2020,5
13.74,75.7,point,2021,5
13.74,75.7,point,2022,1
13.74,75.7,point,2024,1
13.74,75.71,point,2020,1
13.74,75.72,point,2020,1
13.74,75.76,point,2021,4
13.74,75.76,point,2022,2
13.74,75.76,point,2023,1
13.74,75.77,point,2021,1
13.74,75.77,point,2022,2
13.74,75.78,point,2021,7
13.74,75.78,point,2022,6
13.74,75.78,point,2023,7
13.74,75.78,point,2024,1
13.74,75.8,point,2021,4
13.74,75.8,point,2022,2
13.74,75.8,point,2023,1
13.74,75.8,point,2024,2
13.74,75.81,point,2021,2
13.74,75.82,point,2021,2
13.74,75.82,point,2022,1
13.74,75.82,point,2023,2
13.74,75.84,point,2023,1
13.74,75.85,point,2021,6
13.74,75.85,point,2022,2
13.74,75.85,point,2023,6
13.74,75.87,point,2021,3
13.74,75.87,point,2022,2
13.74,75.87,point,2023,2
13.74,75.87,point,2024,1
13.74,75.88,point,2021,1
13.74,75.9,point,2022,1
13.74,75.9,point,2023,4
13.74,75.9,point,2024,1
13.74,75.91,point,2022,1
13.74,75.92,point,2019,3
13.74,75.92,point,2020,1
13.74,75.92,point,2021,6
13.74,75.92,point,2022,5
13.74,75.92,point,2023,1
13.74,75.93,point,2019,1
13.74,75.93,point,2021,1
13.74,75.94,point,2021,1
13.74,75.94,point,2023,1
13.74,75.95,point,2019,1
13.74,75.95,point,2020,1
13.74,75.95,point,2024,1
13.74,75.96,point,2023,2
13.74,75.97,point,2019,1
13.74,75.97,point,2021,3
13.74,75.97,point,2023,1
13.74,75.99,point,2019,1
13.74,75.99,point,2024,1
13.74,76.01,point,2020,1
13.74,76.01,point,2021,3
13.74,76.01,point,2022,1
13.74,76.01,point,2023,1
13.74,76.04,point,2019,3
13.74,76.04,point,2020,1
13.74,76.04,point,2021,3
13.74,76.04,point,2023,1
13.74,76.04,point,2024,1
13.74,76.05,point,2024,1
13.74,76.06,point,2019,5
13.74,76.06,point,2020,4
13.74,76.06,point,2021,10
13.74,76.06,point,2022,2
13.74,76.06,point,2023,5
13.74,76.06,point,2024,1
13.74,76.07,point,2019,2
13.74,76.07,point,2022,1
13.74,76.07,point,2023,1
13.74,76.08,point,2021,1
13.74,76.08,point,2022,1
13.74,76.09,point,2019,2
13.74,76.09,point,2020,7
13.74,76.09,point,2021,1
13.74,76.09,point,2022,3
13.74,76.09,point,2023,1
13.74,76.1,point,2019,1
13.74,76.1,point,2022,2
13.74,76.1,point,2023,3
13.74,76.1,point,2024,1
13.74,76.11,point,2019,2
13.74,76.11,point,2022,1
13.74,76.12,point,2019,6
13.74,76.12,point,2020,3
13.74,76.12,point,2021,3
13.74,76.12,point,2022,6
13.74,76.12,point,2023,3
13.74,76.12,point,2024,2
13.74,76.13,point,2019,4
13.74,76.13,point,2020,4
13.74,76.13,point,2021,3
13.74,76.13,point,2022,6
13.74,76.15,point,2019,1
13.74,76.15,point,2020,1
13.74,76.15,point,2022,1
13.74,76.15,point,2023,3
13.74,76.2,point,2023,1
13.74,76.28,point,2024,2
13.74,76.29,point,2024,1
13.74,76.3,point,2023,1
13.74,76.54,point,2022,1
13.74,76.57,point,2023,1
13.74,76.57,point,2024,1
13.74,76.6,point,2021,1
13.74,76.6,point,2023,1
13.74,76.72,point,2023,2
13.74,76.74,point,2019,1
13.74,76.74,point,2021,1
13.74,76.76,point,2022,2
13.74,76.77,point,2021,1
13.74,76.83,point,2020,1
13.74,76.84,point,2022,1
13.74,76.89,point,2019,4
13.74,76.89,point,2020,5
13.74,76.89,point,2021,7
13.74,76.89,point,2022,9
13.74,76.89,point,2024,1
13.74,76.9,point,2019,13
13.74,76.9,point,2020,42
13.74,76.9,point,2021,44
13.74,76.9,point,2022,33
13.74,76.9,point,2023,60
13.74,76.9,point,2024,45
13.74,76.9,station,2016,451
13.74,76.9,station,2017,495
13.74,76.9,station,2018,475
13.74,76.9,station,2019,301
13.74,76.9,station,2020,131
13.74,76.9,station,2022,21
13.74,76.9,station,2023,172
13.74,76.91,point,2019,4
13.74,76.91,point,2020,24
13.74,76.91,point,2021,29
13.74,76.91,point,2022,16
13.74,76.91,point,2023,9
13.74,76.91,point,2024,3
13.74,76.92,point,2019,3
13.74,76.92,point,2020,3
13.74,76.92,point,2021,5
13.74,76.92,point,2022,3
13.74,76.92,point,2024,1
13.74,76.93,point,2020,1
13.74,76.94,point,2019,1
13.74,76.94,point,2024,1
13.74,76.95,point,2019,1
13.74,77.03,point,2023,1
13.74,77.06,point,2019,1
13.74,77.06,point,2020,1
13.74,77.06,point,2021,1
13.74,77.06,point,2023,1
13.74,77.07,point,2022,1
13.74,77.07,point,2023,1
13.74,77.08,point,2021,2
13.74,77.08,point,2023,1
13.74,77.1,point,2019,1
13.74,77.11,point,2021,4
13.74,77.11,point,2022,1
13.74,77.12,point,2021,1
13.74,77.13,point,2021,1
13.74,77.15,point,2022,2
13.74,77.15,point,2024,1
13.74,77.16,point,2022,2
13.74,77.16,point,2023,1
13.74,77.17,point,2020,1
13.74,77.17,point,2021,1
13.74,77.18,point,2023,3
13.74,77.18,point,2024,4
13.74,77.2,point,2021,4
13.74,77.2,point,2022,2
13.74,77.2,point,2023,1
13.74,77.26,point,2022,1
13.74,77.28,point,2020,1
13.74,77.28,point,2021,1
13.74,77.3,point,2022,1
13.74,77.34,point,2021,2
13.74,77.34,point,2022,1
13.74,77.36,point,2019,3
13.74,77.36,point,2020,2
13.74,77.37,point,2019,1
13.74,77.37,point,2021,1
13.74,77.37,point,2022,1
13.74,77.39,point,2019,1
13.74,77.43,point,2021,1
13.74,77.44,point,2019,1
13.74,77.46,point,2019,1
13.74,77.46,point,2021,1
13.74,77.47,point,2024,1
13.74,77.53,point,2023,1
13.74,77.53,point,2024,2
13.74,77.65,point,2023,1
13.74,77.67,point,2019,3
13.74,77.67,point,2020,2
13.74,77.68,point,2019,1
13.74,77.69,point,2019,4
13.74,77.69,point,2020,2
