case_id,person_token,role,district,year
SYN-C-01291,PT-48a641d11364,accused,Bengaluru Urban,2021
SYN-C-01292,PT-edd9219bcbed,accused,Bengaluru Urban,2023
SYN-C-01292,PT-87cc84464ebc,accused,Bengaluru Urban,2023
SYN-C-01292,PT-4a2110b8be78,accused,Bengaluru Urban,2023
SYN-C-01293,PT-9ffe3b2ceaa2,accused,Tumakuru,2021
SYN-C-01293,PT-8d0b50a87ee2,accused,Tumakuru,2021
SYN-C-01294,PT-75f836624639,accused,Bengaluru Urban,2019
SYN-C-01294,PT-db68d1713744,accused,Bengaluru Urban,2019
SYN-C-01295,PT-0c933082a113,accused,Tumakuru,2021
SYN-C-01295,PT-20468fba8e67,accused,Tumakuru,2021
SYN-C-01296,PT-f3da0c882f35,accused,Bengaluru Urban,2023
SYN-C-01297,PT-5400017a00b8,accused,Kalaburagi,2019
SYN-C-01297,PT-24d1cc0d1404,accused,Kalaburagi,2019
SYN-C-01298,PT-b357c0e50288,accused,Bengaluru Urban,2023
SYN-C-01298,PT-d03c4efbc7cc,accused,Bengaluru Urban,2023
SYN-C-01299,PT-21b43c2d487a,accused,Mysuru,2020
SYN-C-01299,PT-c446ffdf0dfc,accused,Mysuru,2020
SYN-C-01300,PT-732ad1c1fa3e,accused,Bengaluru Urban,2020
SYN-C-01300,PT-a2094d10391b,accused,Bengaluru Urban,2020
SYN-C-01301,PT-1308d89e3e03,accused,Bengaluru Urban,2023
SYN-C-01301,PT-272aef018d2b,accused,Bengaluru Urban,2023
SYN-C-01302,PT-0f8bc7bc2ccf,accused,Bengaluru Urban,2020
SYN-C-01302,PT-3c22d05821aa,accused,Bengaluru Urban,2020
SYN-C-01303,PT-dbf3e0c88581,accused,Bengaluru Urban,2022
SYN-C-01303,PT-dc0cdd0044fa,accused,Bengaluru Urban,2022
SYN-C-01304,PT-fbac850631c9,accused,Bengaluru Urban,2023
SYN-C-01305,PT-83c1d3364df4,accused,Bengaluru Urban,2019
SYN-C-01306,PT-a4e239e96190,accused,Belagavi,2023
SYN-C-01306,PT-302d8568c038,accused,Belagavi,2023
SYN-C-01307,PT-b7564ccf5ad0,accused,Kalaburagi,2019
SYN-C-01307,PT-45a4a8a7394c,accused,Kalaburagi,2019
SYN-C-01307,PT-193b356a3c40,accused,Kalaburagi,2019
SYN-C-01307,PT-4743b843cec2,accused,Kalaburagi,2019
SYN-C-01308,PT-8d27f4f04a26,accused,Kalaburagi,2021
SYN-C-01308,PT-b7564ccf5ad0,accused,Kalaburagi,2021
SYN-C-01308,PT-e138ed829d4a,accused,Kalaburagi,2021
SYN-C-01308,PT-e7f9f1924366,accused,Kalaburagi,2021
SYN-C-01309,PT-e2819f51db31,accused,Bengaluru Urban,2023
SYN-C-01309,PT-dc67235696ba,accused,Bengaluru Urban,2023
SYN-C-01310,PT-b45f922066e4,accused,Bengaluru Urban,2020
SYN-C-01311,PT-c1c1c7d0ec0a,accused,Bengaluru Urban,2023
SYN-C-01311,PT-f5803d153683,accused,Bengaluru Urban,2023
SYN-C-01312,PT-f0c836976664,accused,Bengaluru Urban,2019
SYN-C-01312,PT-3d2dbb687fa7,accused,Bengaluru Urban,2019
SYN-C-01313,PT-e9ad023da7c9,accused,Bengaluru Urban,2023
SYN-C-01313,PT-458367993ce5,accused,Bengaluru Urban,2023
SYN-C-01314,PT-089ff8f369f2,accused,Bengaluru Urban,2022
SYN-C-01315,PT-03b596d353fd,accused,Bengaluru Urban,2023
SYN-C-01315,PT-5f9d729c144f,accused,Bengaluru Urban,2023
SYN-C-01316,PT-afb0015332a8,accused,Bengaluru Urban,2021
SYN-C-01317,PT-c6d8d82a5bc1,accused,Bengaluru Urban,2020
SYN-C-01317,PT-c70b7f07ae15,accused,Bengaluru Urban,2020
SYN-C-01317,PT-4f03e7afed40,accused,Bengaluru Urban,2020
SYN-C-01318,PT-b030b3136106,accused,Bengaluru Urban,2023
SYN-C-01318,PT-6e43356a23b2,accused,Bengaluru Urban,2023
SYN-C-01319,PT-d401a5590e16,accused,Bengaluru Urban,2022
SYN-C-01319,PT-36bcbbba7889,accused,Bengaluru Urban,2022
SYN-C-01320,PT-da05a2d7e5e9,accused,Bengaluru Urban,2023
SYN-C-01321,PT-6bc0c6da8ca5,accused,Bengaluru Urban,2021
SYN-C-01322,PT-f400cc9b34b3,accused,Bengaluru Urban,2019
SYN-C-01323,PT-76cb1a2d8c47,accused,Bengaluru Urban,2022
SYN-C-01324,PT-dd590f30dcb1,accused,Bengaluru Urban,2023
SYN-C-01325,PT-77398bfa06a6,accused,Mysuru,2023
SYN-C-01325,PT-04606e216fb6,accused,Mysuru,2023
SYN-C-01326,PT-dca2cdcd8944,accused,Mysuru,2021
SYN-C-01327,PT-dbdaf6e315b2,accused,Belagavi,2023
SYN-C-01327,PT-27b445d9bc8d,accused,Belagavi,2023
SYN-C-01327,PT-cf5c62070a2a,accused,Belagavi,2023
SYN-C-01328,PT-5deaad40a25d,accused,Bengaluru Urban,2023
SYN-C-01329,PT-f59eef0f877f,accused,Bengaluru Urban,2020
SYN-C-01329,PT-61abb497d053,accused,Bengaluru Urban,2020
SYN-C-01330,PT-d6d3135c08cf,accused,Bengaluru Urban,2023
SYN-C-01330,PT-c8bd18957c1a,accused,Bengaluru Urban,2023
SYN-C-01331,PT-c3fbd81e2c1b,accused,Bengaluru Urban,2021
SYN-C-01332,PT-e11c2482488c,accused,Bengaluru Urban,2020
SYN-C-01333,PT-222dd7cde888,accused,Bengaluru Urban,2022
SYN-C-01334,PT-13d7d54fa1c5,accused,Bengaluru Urban,2022
SYN-C-01335,PT-3f471d2e194d,accused,Bengaluru Urban,2023
SYN-C-01336,PT-55ff997ad95c,accused,Bengaluru Urban,2023
SYN-C-01336,PT-81c3a5e4a824,accused,Bengaluru Urban,2023
SYN-C-01337,PT-12d99127aa39,accused,Bengaluru Urban,2023
SYN-C-01338,PT-2f183e7afca8,accused,Bengaluru Urban,2021
SYN-C-01339,PT-8177ffdaa276,accused,Bengaluru Urban,2023
SYN-C-01339,PT-2a005e647e4d,accused,Bengaluru Urban,2023
SYN-C-01340,PT-9d578ba315c8,accused,Bengaluru Urban,2021
SYN-C-01341,PT-b6f2db334f46,accused,Bengaluru Urban,2023
SYN-C-01341,PT-703980f655ae,accused,Bengaluru Urban,2023
SYN-C-01342,PT-145d6262a030,accused,Bengaluru Urban,2022
SYN-C-01343,PT-61ce35404dba,accused,Bengaluru Urban,2022
SYN-C-01344,PT-de24e28fadd4,accused,Belagavi,2020
SYN-C-01345,PT-b7a24096381e,accused,Bengaluru Urban,2022
SYN-C-01345,PT-50a73f1700cd,accused,Bengaluru Urban,2022
SYN-C-01345,PT-edb9cc9e9527,accused,Bengaluru Urban,2022
SYN-C-01346,PT-511720aaf21f,accused,Bengaluru Urban,2019
SYN-C-01346,PT-4563133c293c,accused,Bengaluru Urban,2019
SYN-C-01347,PT-407df002785c,accused,Bengaluru Urban,2021
SYN-C-01348,PT-7da86c75e080,accused,Belagavi,2023
SYN-C-01349,PT-53efe05b908f,accused,Bengaluru Urban,2023
SYN-C-01349,PT-c13cd9e4e93f,accused,Bengaluru Urban,2023
SYN-C-01350,PT-0b711dfa0663,accused,Mysuru,2021
SYN-C-01350,PT-18701fffdbf1,accused,Mysuru,2021
SYN-C-01351,PT-3be58f346344,accused,Bengaluru Urban,2021
SYN-C-01352,PT-d9a6fe4a2803,accused,Bengaluru Urban,2019
SYN-C-01352,PT-34b61ffc87ec,accused,Bengaluru Urban,2019
SYN-C-01353,PT-cce5fb63a318,accused,Bengaluru Urban,2023
SYN-C-01354,PT-face14aba304,accused,Bengaluru Urban,2019
SYN-C-01354,PT-6c4b719520f6,accused,Bengaluru Urban,2019
SYN-C-01355,PT-1ab2fc0a2f5c,accused,Mysuru,2021
SYN-C-01355,PT-43c1e27bf212,accused,Mysuru,2021
SYN-C-01356,PT-4fa402e5d737,accused,Bengaluru Urban,2019
SYN-C-01357,PT-8b31998a25bb,accused,Bengaluru Urban,2021
SYN-C-01357,PT-4669feae398c,accused,Bengaluru Urban,2021
SYN-C-01358,PT-123fe8d93fce,accused,Bengaluru Urban,2022
SYN-C-01358,PT-9633b1702a29,accused,Bengaluru Urban,2022
SYN-C-01358,PT-9b32032909e8,accused,Bengaluru Urban,2022
SYN-C-01358,PT-941e18c0a26a,accused,Bengaluru Urban,2022
SYN-C-01358,PT-0b51a5fb0de1,accused,Bengaluru Urban,2022
SYN-C-01359,PT-839410ff7715,accused,Bengaluru Urban,2019
SYN-C-01359,PT-bca4a7be1f53,accused,Bengaluru Urban,2019
SYN-C-01359,PT-d0839afcd52c,accused,Bengaluru Urban,2019
SYN-C-01359,PT-6411846f8fde,accused,Bengaluru Urban,2019
SYN-C-01359,PT-63a261b81f64,accused,Bengaluru Urban,2019
SYN-C-01360,PT-58eadb584ae2,accused,Bengaluru Urban,2020
SYN-C-01360,PT-2855155877f4,accused,Bengaluru Urban,2020
SYN-C-01361,PT-3faea4ceb2f1,accused,Bengaluru Urban,2020
SYN-C-01361,PT-9ea6693f2639,accused,Bengaluru Urban,2020
SYN-C-01362,PT-228d529c203d,accused,Bengaluru Urban,2023
SYN-C-01362,PT-126fc40b7959,accused,Bengaluru Urban,2023
SYN-C-01363,PT-c04fdd8b4e9a,accused,Tumakuru,2023
SYN-C-01363,PT-1eaab5e4da09,accused,Tumakuru,2023
SYN-C-01364,PT-5d0e92e3a131,accused,Bengaluru Urban,2021
SYN-C-01365,PT-b0e480194dcc,accused,Kalaburagi,2019
SYN-C-01365,PT-126b1e062b87,accused,Kalaburagi,2019
SYN-C-01366,PT-ba024eb4947a,accused,Bengaluru Urban,2019
SYN-C-01366,PT-d8d3c8992fdf,accused,Bengaluru Urban,2019
SYN-C-01367,PT-78d3af931987,accused,Bengaluru Urban,2022
SYN-C-01368,PT-97573c838f1a,accused,Bengaluru Urban,2021
SYN-C-01368,PT-2f442ee1cf56,accused,Bengaluru Urban,2021
SYN-C-01369,PT-9d31d98934de,accused,Bengaluru Urban,2020
SYN-C-01370,PT-b0e480194dcc,accused,Kalaburagi,2022
SYN-C-01370,PT-7181f9b00580,accused,Kalaburagi,2022
SYN-C-01371,PT-0cb1cb2f93d3,accused,Bengaluru Urban,2023
SYN-C-01372,PT-c158440d8bf3,accused,Bengaluru Urban,2019
SYN-C-01373,PT-55a7b9d01864,accused,Bengaluru Urban,2020
SYN-C-01373,PT-7e4e460a8f70,accused,Bengaluru Urban,2020
SYN-C-01374,PT-c1c73dae3c31,accused,Kalaburagi,2022
SYN-C-01375,PT-3933e8d1e2fd,accused,Tumakuru,2023
SYN-C-01375,PT-0366b7b57cd8,accused,Tumakuru,2023
SYN-C-01376,PT-c9965212e566,accused,Bengaluru Urban,2023
SYN-C-01376,PT-1bb79bbf645e,accused,Bengaluru Urban,2023
SYN-C-01377,PT-8323ffd1ca53,accused,Mysuru,2020
SYN-C-01377,PT-19b7badc10d8,accused,Mysuru,2020
SYN-C-01378,PT-3933e8d1e2fd,accused,Tumakuru,2023
SYN-C-01379,PT-745535d6f2e3,accused,Bengaluru Urban,2023
SYN-C-01379,PT-b4f761adf9d6,accused,Bengaluru Urban,2023
SYN-C-01380,PT-96cf4950d14c,accused,Bengaluru Urban,2023
SYN-C-01381,PT-556e2b015f56,accused,Bengaluru Urban,2019
SYN-C-01381,PT-0009e994005c,accused,Bengaluru Urban,2019
SYN-C-01382,PT-6af129961640,accused,Bengaluru Urban,2021
SYN-C-01382,PT-536ec7f1675a,accused,Bengaluru Urban,2021
SYN-C-01382,PT-64931901be20,accused,Bengaluru Urban,2021
SYN-C-01383,PT-0c796b1c1b55,accused,Bengaluru Urban,2023
SYN-C-01383,PT-348c5ccd31cf,accused,Bengaluru Urban,2023
SYN-C-01384,PT-c0195320256c,accused,Mysuru,2023
SYN-C-01385,PT-55846b74e13d,accused,Bengaluru Urban,2020
SYN-C-01385,PT-10b98eae1867,accused,Bengaluru Urban,2020
SYN-C-01386,PT-b50c4302f834,accused,Bengaluru Urban,2021
SYN-C-01386,PT-e4b24135f7e8,accused,Bengaluru Urban,2021
SYN-C-01387,PT-7c4a340c0f34,accused,Belagavi,2020
SYN-C-01387,PT-563cf93aa336,accused,Belagavi,2020
SYN-C-01388,PT-0123548b16a0,accused,Bengaluru Urban,2023
SYN-C-01388,PT-8ecb3bf96601,accused,Bengaluru Urban,2023
SYN-C-01389,PT-4c7054ad34c1,accused,Bengaluru Urban,2021
SYN-C-01389,PT-e44ed8780acc,accused,Bengaluru Urban,2021
SYN-C-01390,PT-45a4a8a7394c,accused,Kalaburagi,2020
SYN-C-01391,PT-6556744a96e5,accused,Bengaluru Urban,2020
SYN-C-01391,PT-02c953748be3,accused,Bengaluru Urban,2020
SYN-C-01392,PT-746516ade46d,accused,Bengaluru Urban,2023
SYN-C-01392,PT-2fe245a23d1e,accused,Bengaluru Urban,2023
SYN-C-01392,PT-ad37a943671b,accused,Bengaluru Urban,2023
SYN-C-01392,PT-c7e3a859d1b5,accused,Bengaluru Urban,2023
SYN-C-01393,PT-e909d79375b9,accused,Bengaluru Urban,2023
SYN-C-01394,PT-4405b318e115,accused,Bengaluru Urban,2022
SYN-C-01394,PT-a4c1ab7b03c2,accused,Bengaluru Urban,2022
SYN-C-01395,PT-b66b6738bdf4,accused,Bengaluru Urban,2019
SYN-C-01395,PT-07503c1e2c04,accused,Bengaluru Urban,2019
SYN-C-01396,PT-bbfec4aeeb0d,accused,Bengaluru Urban,2021
SYN-C-01396,PT-55846b74e13d,accused,Bengaluru Urban,2021
SYN-C-01397,PT-6c4b719520f6,accused,Bengaluru Urban,2023
SYN-C-01397,PT-2c30ec882ac2,accused,Bengaluru Urban,2023
SYN-C-01398,PT-2c30ec882ac2,accused,Bengaluru Urban,2019
SYN-C-01398,PT-e4c75e6396e0,accused,Bengaluru Urban,2019
SYN-C-01399,PT-72c9f6740d40,accused,Bengaluru Urban,2019
SYN-C-01399,PT-980f8a5ff6d7,accused,Bengaluru Urban,2019
SYN-C-01400,PT-b5cbc945cf24,accused,Bengaluru Urban,2022
SYN-C-01401,PT-f795e771ee4d,accused,Bengaluru Urban,2020
SYN-C-01402,PT-5400017a00b8,accused,Kalaburagi,2020
SYN-C-01402,PT-2da736ad4c80,accused,Kalaburagi,2020
SYN-C-01403,PT-349cc480882c,accused,Kalaburagi,2022
SYN-C-01404,PT-c04fdd8b4e9a,accused,Tumakuru,2019
SYN-C-01404,PT-8733ea6fcdee,accused,Tumakuru,2019
SYN-C-01405,PT-8d27f4f04a26,accused,Kalaburagi,2023
SYN-C-01406,PT-80b62aecac18,accused,Bengaluru Urban,2023
SYN-C-01406,PT-c56730691424,accused,Bengaluru Urban,2023
SYN-C-01406,PT-2132453f6c8a,accused,Bengaluru Urban,2023
SYN-C-01406,PT-ef74b17df447,accused,Bengaluru Urban,2023
SYN-C-01406,PT-a33e8b820d2c,accused,Bengaluru Urban,2023
SYN-C-01407,PT-c3f6384188c2,accused,Bengaluru Urban,2019
SYN-C-01407,PT-6556744a96e5,accused,Bengaluru Urban,2019
SYN-C-01408,PT-c1c73dae3c31,accused,Kalaburagi,2022
SYN-C-01409,PT-7c01d9dd89af,accused,Bengaluru Urban,2023
SYN-C-01410,PT-e11c2482488c,accused,Bengaluru Urban,2023
SYN-C-01410,PT-761285d1646f,accused,Bengaluru Urban,2023
SYN-C-01411,PT-1dea73d4a7db,accused,Bengaluru Urban,2023
SYN-C-01411,PT-63a261b81f64,accused,Bengaluru Urban,2023
SYN-C-01412,PT-c1c73dae3c31,accused,Kalaburagi,2023
SYN-C-01412,PT-debcb8d1edda,accused,Kalaburagi,2023
SYN-C-01413,PT-d96ae1e513fb,accused,Bengaluru Urban,2020
SYN-C-01414,PT-f991f68e4a57,accused,Bengaluru Urban,2023
SYN-C-01414,PT-7dff55f1bb06,accused,Bengaluru Urban,2023
SYN-C-01415,PT-1b923965ccfb,accused,Bengaluru Urban,2022
SYN-C-01415,PT-dcbb7eab2a1f,accused,Bengaluru Urban,2022
SYN-C-01416,PT-5cfd282850e7,accused,Bengaluru Urban,2021
SYN-C-01416,PT-145d6262a030,accused,Bengaluru Urban,2021
SYN-C-01417,PT-799b601606f4,accused,Bengaluru Urban,2020
SYN-C-01417,PT-4cdc5d62eb31,accused,Bengaluru Urban,2020
SYN-C-01418,PT-7b26d130a7e4,accused,Bengaluru Urban,2019
SYN-C-01419,PT-d4167459a1e0,accused,Bengaluru Urban,2022
SYN-C-01419,PT-63b5053c06a5,accused,Bengaluru Urban,2022
SYN-C-01420,PT-511720aaf21f,accused,Bengaluru Urban,2021
SYN-C-01420,PT-88f2a48ffb81,accused,Bengaluru Urban,2021
SYN-C-01420,PT-eb3c21185dd3,accused,Bengaluru Urban,2021
SYN-C-01420,PT-839410ff7715,accused,Bengaluru Urban,2021
SYN-C-01420,PT-9376a765c844,accused,Bengaluru Urban,2021
SYN-C-01420,PT-e3b475e80d6a,accused,Bengaluru Urban,2021
SYN-C-01420,PT-4e3a322ee287,accused,Bengaluru Urban,2021
SYN-C-01421,PT-d9a6fe4a2803,accused,Bengaluru Urban,2021
SYN-C-01421,PT-1786b0af2fbb,accused,Bengaluru Urban,2021
SYN-C-01422,PT-a20db0a85749,accused,Mysuru,2019
SYN-C-01422,PT-0c7398e36667,accused,Mysuru,2019
SYN-C-01422,PT-cda13e24bf32,accused,Mysuru,2019
SYN-C-01423,PT-e0842dd20714,accused,Bengaluru Urban,2023
SYN-C-01423,PT-5733f8d00a9e,accused,Bengaluru Urban,2023
SYN-C-01424,PT-5cfd282850e7,accused,Bengaluru Urban,2023
SYN-C-01425,PT-0c933082a113,accused,Tumakuru,2023
SYN-C-01425,PT-9f2f990049a3,accused,Tumakuru,2023
SYN-C-01425,PT-8a4883f6717f,accused,Tumakuru,2023
SYN-C-01426,PT-4b66b4bfda18,accused,Bengaluru Urban,2019
SYN-C-01426,PT-e09c2cdff774,accused,Bengaluru Urban,2019
SYN-C-01427,PT-3a4c1e6e8b08,accused,Bengaluru Urban,2022
SYN-C-01427,PT-0f5f38c906fd,accused,Bengaluru Urban,2022
SYN-C-01428,PT-4e3a322ee287,accused,Bengaluru Urban,2019
SYN-C-01428,PT-acc9e2001403,accused,Bengaluru Urban,2019
SYN-C-01429,PT-13afea8a524d,accused,Bengaluru Urban,2021
SYN-C-01430,PT-3933e8d1e2fd,accused,Tumakuru,2020
SYN-C-01430,PT-dc62407ce9dd,accused,Tumakuru,2020
SYN-C-01431,PT-d985d6915bad,accused,Bengaluru Urban,2019
SYN-C-01431,PT-ab9672b461fa,accused,Bengaluru Urban,2019
SYN-C-01432,PT-44c9bb4637d4,accused,Bengaluru Urban,2023
SYN-C-01433,PT-02b367f8be2b,accused,Mysuru,2020
SYN-C-01433,PT-c80da8989d84,accused,Mysuru,2020
SYN-C-01433,PT-4d6b105afbe5,accused,Mysuru,2020
SYN-C-01434,PT-81bb22c729a8,accused,Bengaluru Urban,2022
SYN-C-01434,PT-bbfec4aeeb0d,accused,Bengaluru Urban,2022
SYN-C-01435,PT-c1c73dae3c31,accused,Kalaburagi,2020
SYN-C-01436,PT-519ec43a3e9c,accused,Bengaluru Urban,2021
SYN-C-01437,PT-b21a9d48ceaf,accused,Bengaluru Urban,2021
SYN-C-01438,PT-c98039a41f01,accused,Bengaluru Urban,2022
SYN-C-01438,PT-07bb978d86de,accused,Bengaluru Urban,2022
SYN-C-01439,PT-a0bbaa5dabb6,accused,Bengaluru Urban,2019
SYN-C-01440,PT-72e6a56cf96e,accused,Bengaluru Urban,2020
SYN-C-01440,PT-c80da8989d84,accused,Bengaluru Urban,2020
SYN-C-01441,PT-037a8ecd010d,accused,Bengaluru Urban,2020
SYN-C-01442,PT-3933e8d1e2fd,accused,Tumakuru,2023
SYN-C-01443,PT-92d1b42212f1,accused,Bengaluru Urban,2021
SYN-C-01444,PT-4a2f208224c2,accused,Bengaluru Urban,2020
SYN-C-01445,PT-c04fdd8b4e9a,accused,Tumakuru,2019
SYN-C-01445,PT-ad37a943671b,accused,Tumakuru,2019
SYN-C-01446,PT-711c072aba2a,accused,Bengaluru Urban,2019
SYN-C-01447,PT-c04fdd8b4e9a,accused,Tumakuru,2021
SYN-C-01447,PT-810359d27f4b,accused,Tumakuru,2021
SYN-C-01448,PT-e429dca88483,accused,Mysuru,2019
SYN-C-01448,PT-f9b789ad0a62,accused,Mysuru,2019
SYN-C-01449,PT-b662a0493495,accused,Bengaluru Urban,2023
SYN-C-01450,PT-126b1e062b87,accused,Bengaluru Urban,2021
SYN-C-01450,PT-6c8773a0c6aa,accused,Bengaluru Urban,2021
SYN-C-01451,PT-8a253636591f,accused,Bengaluru Urban,2019
SYN-C-01451,PT-1cdd5145e212,accused,Bengaluru Urban,2019
SYN-C-01452,PT-47103d43b4de,accused,Bengaluru Urban,2019
SYN-C-01452,PT-d48b407044ed,accused,Bengaluru Urban,2019
SYN-C-01453,PT-fa9d6ab4bdd2,accused,Bengaluru Urban,2019
SYN-C-01454,PT-874fcec7db67,accused,Bengaluru Urban,2021
SYN-C-01455,PT-9ea6693f2639,accused,Bengaluru Urban,2021
SYN-C-01455,PT-66bd70d56513,accused,Bengaluru Urban,2021
SYN-C-01456,PT-351f4dab3273,accused,Mysuru,2023
SYN-C-01457,PT-617600e1a220,accused,Bengaluru Urban,2022
SYN-C-01457,PT-6141f8897880,accused,Bengaluru Urban,2022
SYN-C-01458,PT-9ffe3b2ceaa2,accused,Tumakuru,2023
SYN-C-01458,PT-de7dedae4689,accused,Tumakuru,2023
SYN-C-01459,PT-a2cd3733f787,accused,Bengaluru Urban,2023
SYN-C-01459,PT-c6250588376f,accused,Bengaluru Urban,2023
SYN-C-01460,PT-76cb1a2d8c47,accused,Bengaluru Urban,2019
SYN-C-01460,PT-c52cc7348c2a,accused,Bengaluru Urban,2019
SYN-C-01461,PT-1d4b5c45631a,accused,Bengaluru Urban,2022
SYN-C-01461,PT-91c8fac051ef,accused,Bengaluru Urban,2022
SYN-C-01462,PT-9d524107c050,accused,Bengaluru Urban,2019
SYN-C-01462,PT-00a97e717a0d,accused,Bengaluru Urban,2019
SYN-C-01463,PT-f6eddb2cf00d,accused,Belagavi,2021
SYN-C-01464,PT-9ffe3b2ceaa2,accused,Tumakuru,2019
SYN-C-01464,PT-6ee553488cbc,accused,Tumakuru,2019
SYN-C-01465,PT-716dfdd6eb14,accused,Bengaluru Urban,2021
SYN-C-01465,PT-3cb498978871,accused,Bengaluru Urban,2021
SYN-C-01466,PT-89aa754c2485,accused,Bengaluru Urban,2019
SYN-C-01467,PT-75f836624639,accused,Bengaluru Urban,2019
SYN-C-01468,PT-a2ef261487bd,accused,Bengaluru Urban,2023
SYN-C-01468,PT-f6c3ebca5b16,accused,Bengaluru Urban,2023
SYN-C-01469,PT-5446854b918d,accused,Bengaluru Urban,2022
SYN-C-01470,PT-3f413c8def94,accused,Belagavi,2019
SYN-C-01471,PT-b434801f4465,accused,Bengaluru Urban,2023
SYN-C-01472,PT-91c8fac051ef,accused,Bengaluru Urban,2020
SYN-C-01472,PT-e9ad023da7c9,accused,Bengaluru Urban,2020
SYN-C-01472,PT-732ad1c1fa3e,accused,Bengaluru Urban,2020
SYN-C-01472,PT-3a35e9c21e2f,accused,Bengaluru Urban,2020
SYN-C-01472,PT-beac0d56316b,accused,Bengaluru Urban,2020
SYN-C-01472,PT-16592bc71f07,accused,Bengaluru Urban,2020
SYN-C-01472,PT-dc04a9f0520c,accused,Bengaluru Urban,2020
SYN-C-01473,PT-ea17a783767d,accused,Bengaluru Urban,2023
SYN-C-01474,PT-a44b37948864,accused,Bengaluru Urban,2022
SYN-C-01475,PT-8a70f9d1af96,accused,Bengaluru Urban,2022
SYN-C-01476,PT-f74b6f60953b,accused,Bengaluru Urban,2022
SYN-C-01476,PT-799b601606f4,accused,Bengaluru Urban,2022
SYN-C-01477,PT-1308d89e3e03,accused,Bengaluru Urban,2023
SYN-C-01477,PT-a815d08a080e,accused,Bengaluru Urban,2023
SYN-C-01478,PT-cd8e72b0be61,accused,Tumakuru,2023
SYN-C-01478,PT-d5c2d1e502f1,accused,Tumakuru,2023
SYN-C-01479,PT-c839d6f6ba6c,accused,Kalaburagi,2020
SYN-C-01479,PT-8db7457cebd8,accused,Kalaburagi,2020
SYN-C-01480,PT-67c6a3e6dcf0,accused,Belagavi,2023
SYN-C-01481,PT-4711102473de,accused,Bengaluru Urban,2022
SYN-C-01481,PT-e5dcd1e61dab,accused,Bengaluru Urban,2022
SYN-C-01481,PT-210903b44f91,accused,Bengaluru Urban,2022
SYN-C-01481,PT-4329751fd429,accused,Bengaluru Urban,2022
SYN-C-01481,PT-818fc82a5606,accused,Bengaluru Urban,2022
SYN-C-01482,PT-8704e4b10bca,accused,Bengaluru Urban,2020
SYN-C-01483,PT-9433ee969974,accused,Bengaluru Urban,2019
SYN-C-01484,PT-afba87c08441,accused,Bengaluru Urban,2019
SYN-C-01484,PT-4bd09ca51fd3,accused,Bengaluru Urban,2019
SYN-C-01485,PT-8b900b2e721c,accused,Bengaluru Urban,2020
SYN-C-01486,PT-d3f2c9f2a54f,accused,Tumakuru,2021
SYN-C-01486,PT-d48b407044ed,accused,Tumakuru,2021
SYN-C-01487,PT-6af129961640,accused,Bengaluru Urban,2023
SYN-C-01488,PT-e8ab85cc063d,accused,Mysuru,2019
SYN-C-01489,PT-d7d10efdb4b5,accused,Bengaluru Urban,2023
SYN-C-01490,PT-c002a5912ed2,accused,Bengaluru Urban,2020
SYN-C-01491,PT-db548435df14,accused,Bengaluru Urban,2021
SYN-C-01491,PT-2e69b8ce639c,accused,Bengaluru Urban,2021
SYN-C-01492,PT-223b633972b0,accused,Bengaluru Urban,2021
SYN-C-01492,PT-67bee4e64b59,accused,Bengaluru Urban,2021
SYN-C-01493,PT-ad26b3ce2939,accused,Bengaluru Urban,2020
SYN-C-01494,PT-590668d0d6d2,accused,Bengaluru Urban,2021
SYN-C-01495,PT-9cc944389ed0,accused,Bengaluru Urban,2023
SYN-C-01495,PT-ee108c7328f7,accused,Bengaluru Urban,2023
SYN-C-01496,PT-f77692fc251f,accused,Bengaluru Urban,2019
SYN-C-01496,PT-822515ebccdf,accused,Bengaluru Urban,2019
SYN-C-01496,PT-de0b90c03a10,accused,Bengaluru Urban,2019
SYN-C-01497,PT-9e798d96cb09,accused,Bengaluru Urban,2020
SYN-C-01497,PT-7aeda455131f,accused,Bengaluru Urban,2020
SYN-C-01498,PT-4711102473de,accused,Bengaluru Urban,2022
SYN-C-01498,PT-703980f655ae,accused,Bengaluru Urban,2022
SYN-C-01499,PT-dcbb7eab2a1f,accused,Bengaluru Urban,2023
SYN-C-01499,PT-94701d94be0d,accused,Bengaluru Urban,2023
SYN-C-00000,PT-c5c1f54459be,victim,Bengaluru Urban,2023
SYN-C-00000,PT-4221cfdba2d0,victim,Bengaluru Urban,2023
SYN-C-00000,PT-911b7dc11467,victim,Bengaluru Urban,2023
SYN-C-00001,PT-d345254cb84a,victim,Mysuru,2021
SYN-C-00002,PT-64f193a0c92b,victim,Bengaluru Urban,2023
SYN-C-00003,PT-70ea648738f6,victim,Bengaluru Urban,2020
SYN-C-00004,PT-8764dc8ec171,victim,Bengaluru Urban,2020
SYN-C-00005,PT-f3e7d6be165a,victim,Mysuru,2020
SYN-C-00006,PT-abcd628915cd,victim,Belagavi,2019
SYN-C-00007,PT-d20112e6d095,victim,Kalaburagi,2022
SYN-C-00008,PT-c95240846c9c,victim,Kalaburagi,2020
SYN-C-00008,PT-dbc1a75d0b4a,victim,Kalaburagi,2020
SYN-C-00009,PT-be47e45c6815,victim,Bengaluru Urban,2022
SYN-C-00010,PT-ecdc0be43727,victim,Bengaluru Urban,2020
