rule_type,antecedent_type,antecedent,consequent_type,consequent,cases,support,confidence,lift,reading
co_occurrence,act,MMDR (MINES AND MINERALS REGULATION OF DEVELOPMENT) ACT 1957,act,IPC 1860,17407,0.010394,0.9818,1.26,"In 98% of Mmdr (Mines And Minerals Regulation Of Development) Act 1957 cases, Ipc 1860 also appears (17,407 cases, 1.3x more often than chance)."
co_occurrence,crime_head,RAPE,act,IPC 1860,3974,0.002373,0.9783,1.26,"In 98% of Rape cases, Ipc 1860 also appears (3,974 cases, 1.3x more often than chance)."
spatial_affinity,district,Dharwad,crime_head,CrPC,1539,0.000919,0.1035,1.26,"10% of all cases filed in Dharwad are Crpc (1,539 cases, 1.3x the state average)."
co_occurrence,act,"PREVENTION OF DESTRUCTION AND LOSS OF PROPERTY ACT, 1981",act,IPC 1860,870,0.000519,0.9764,1.26,"In 98% of Prevention Of Destruction And Loss Of Property Act, 1981 cases, Ipc 1860 also appears (870 cases, 1.3x more often than chance)."
co_occurrence,act,KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,act,IPC 1860,10056,0.006005,0.9741,1.25,"In 97% of Karnataka Minor Mineral Consistent Rule 1994 cases, Ipc 1860 also appears (10,056 cases, 1.3x more often than chance)."
spatial_affinity,crime_head,MISSING PERSON,district,Bengaluru City,39234,0.023427,0.3143,1.24,"Missing Person cases are 1.2x more concentrated in Bengaluru City than the statewide average (39,234 cases)."
co_occurrence,act,"PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",act,IPC 1860,1138,0.00068,0.9636,1.24,"In 96% of Prevention Of Damage To Public Property Act, 1984 cases, Ipc 1860 also appears (1,138 cases, 1.2x more often than chance)."
co_occurrence,act,KARNATAKA PREVENTION OF DISTRUCTION & LOSS OF PROPERTY ACT 1981,act,IPC 1860,898,0.000536,0.9677,1.24,"In 97% of Karnataka Prevention Of Distruction & Loss Of Property Act 1981 cases, Ipc 1860 also appears (898 cases, 1.2x more often than chance)."
co_occurrence,act,"PREV. OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",act,IPC 1860,833,0.000497,0.9675,1.24,"In 97% of Prev. Of Damage To Public Property Act, 1984 cases, Ipc 1860 also appears (833 cases, 1.2x more often than chance)."
co_occurrence,crime_head,POCSO,act,IPC 1860,19007,0.011349,0.9573,1.23,"In 96% of Pocso cases, Ipc 1860 also appears (19,007 cases, 1.2x more often than chance)."
spatial_affinity,district,Shivamogga,crime_head,CrPC,6210,0.003708,0.1012,1.23,"10% of all cases filed in Shivamogga are Crpc (6,210 cases, 1.2x the state average)."
co_occurrence,act,"THE DISASTER MANAGEMENT ACT, 2005",act,IPC 1860,4290,0.002562,0.9602,1.23,"In 96% of The Disaster Management Act, 2005 cases, Ipc 1860 also appears (4,290 cases, 1.2x more often than chance)."
co_occurrence,act,PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,IPC 1860,16318,0.009744,0.9459,1.22,"In 95% of Protection Of Children From Sexual Offences Act 2012 cases, Ipc 1860 also appears (16,318 cases, 1.2x more often than chance)."
spatial_affinity,district,Vijayapura,crime_head,CrPC,3978,0.002375,0.1007,1.22,"10% of all cases filed in Vijayapura are Crpc (3,978 cases, 1.2x the state average)."
spatial_affinity,district,Udupi,crime_head,CrPC,2856,0.001705,0.1005,1.22,"10% of all cases filed in Udupi are Crpc (2,856 cases, 1.2x the state average)."
co_occurrence,act,KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,crime_head,THEFT,1193,0.000712,0.1156,1.22,"In 12% of Karnataka Minor Mineral Consistent Rule 1994 cases, Theft also appears (1,193 cases, 1.2x more often than chance)."
spatial_affinity,district,Kodagu,crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,3391,0.002025,0.1762,1.21,"18% of all cases filed in Kodagu are Motor Vehicle Accidents Non-Fatal (3,391 cases, 1.2x the state average)."
co_occurrence,crime_head,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,act,IPC 1860,1149,0.000686,0.9441,1.21,"In 94% of Prevention Of Damage To Public Property Act 1984 cases, Ipc 1860 also appears (1,149 cases, 1.2x more often than chance)."
co_occurrence,act,"MOTOR VEHICLE ACT, 1954",act,IPC 1860,501,0.000299,0.9417,1.21,"In 94% of Motor Vehicle Act, 1954 cases, Ipc 1860 also appears (501 cases, 1.2x more often than chance)."
spatial_affinity,district,Belagavi City,crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,3621,0.002162,0.1734,1.2,"17% of all cases filed in Belagavi City are Motor Vehicle Accidents Non-Fatal (3,621 cases, 1.2x the state average)."
spatial_affinity,district,Mysuru City,crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,5252,0.003136,0.1721,1.19,"17% of all cases filed in Mysuru City are Motor Vehicle Accidents Non-Fatal (5,252 cases, 1.2x the state average)."
co_occurrence,act,KARNATAKA FOREST ACT 1963,act,IPC 1860,1037,0.000619,0.9275,1.19,"In 93% of Karnataka Forest Act 1963 cases, Ipc 1860 also appears (1,037 cases, 1.2x more often than chance)."
spatial_affinity,district,Mysuru,crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,8666,0.005175,0.1713,1.18,"17% of all cases filed in Mysuru are Motor Vehicle Accidents Non-Fatal (8,666 cases, 1.2x the state average)."
spatial_affinity,district,Belagavi,crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,10113,0.006039,0.1698,1.17,"17% of all cases filed in Belagavi are Motor Vehicle Accidents Non-Fatal (10,113 cases, 1.2x the state average)."
co_occurrence,act,MMDR (MINES AND MINERALS REGULATION OF DEVELOPMENT) ACT 1957,act,"INDIAN MOTOR VEHICLES ACT, 1988",2227,0.00133,0.1256,1.15,"In 13% of Mmdr (Mines And Minerals Regulation Of Development) Act 1957 cases, Indian Motor Vehicles Act, 1988 also appears (2,227 cases, 1.2x more often than chance)."
spatial_affinity,crime_head,MISCHIEF,district,Bengaluru City,1033,0.000617,0.2894,1.14,"Mischief cases are 1.1x more concentrated in Bengaluru City than the statewide average (1,033 cases)."
spatial_affinity,district,Chikkamagaluru,crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,5839,0.003487,0.1645,1.13,"16% of all cases filed in Chikkamagaluru are Motor Vehicle Accidents Non-Fatal (5,839 cases, 1.1x the state average)."
co_occurrence,act,"THE EPIDEMIC DISEASES (AMENDMENT) ORDINANCE, 2020",act,IPC 1860,547,0.000327,0.8738,1.12,"In 87% of The Epidemic Diseases (Amendment) Ordinance, 2020 cases, Ipc 1860 also appears (547 cases, 1.1x more often than chance)."
spatial_affinity,district,Shivamogga,crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,9851,0.005882,0.1606,1.11,"16% of all cases filed in Shivamogga are Motor Vehicle Accidents Non-Fatal (9,851 cases, 1.1x the state average)."
spatial_affinity,crime_head,BURGLARY - DAY,district,Bengaluru City,2330,0.001391,0.2826,1.11,"Burglary - Day cases are 1.1x more concentrated in Bengaluru City than the statewide average (2,330 cases)."
spatial_affinity,district,Davanagere,crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,6194,0.003698,0.1587,1.09,"16% of all cases filed in Davanagere are Motor Vehicle Accidents Non-Fatal (6,194 cases, 1.1x the state average)."
spatial_affinity,district,Kolar,crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,3690,0.002203,0.156,1.08,"16% of all cases filed in Kolar are Motor Vehicle Accidents Non-Fatal (3,690 cases, 1.1x the state average)."
spatial_affinity,district,Kalaburagi City,crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,3168,0.001892,0.1567,1.08,"16% of all cases filed in Kalaburagi City are Motor Vehicle Accidents Non-Fatal (3,168 cases, 1.1x the state average)."
co_occurrence,act,KARNATAKA LAND REVENUE ACT 1964,act,IPC 1860,957,0.000571,0.8432,1.08,"In 84% of Karnataka Land Revenue Act 1964 cases, Ipc 1860 also appears (957 cases, 1.1x more often than chance)."
co_occurrence,act,Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,act,IPC 1860,1555,0.000929,0.8298,1.07,"In 83% of Scheduled Castes And Scheduled Tribes (Prevention Of Atrocities) Amendment Ordinance 2014 cases, Ipc 1860 also appears (1,555 cases, 1.1x more often than chance)."
co_occurrence,crime_head,SCHEDULED CASTE AND THE SCHEDULED TRIBES,act,IPC 1860,11667,0.006966,0.8219,1.06,"In 82% of Scheduled Caste And The Scheduled Tribes cases, Ipc 1860 also appears (11,667 cases, 1.1x more often than chance)."
co_occurrence,act,"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,IPC 1860,7394,0.004415,0.8282,1.06,"In 83% of Sc And The St (Prevention Of Attrocities) Act, 1989 cases, Ipc 1860 also appears (7,394 cases, 1.1x more often than chance)."
spatial_affinity,district,Kalaburagi City,crime_head,THEFT,2030,0.001212,0.1004,1.06,"10% of all cases filed in Kalaburagi City are Theft (2,030 cases, 1.1x the state average)."
spatial_affinity,district,Dharwad,crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,2273,0.001357,0.1529,1.05,"15% of all cases filed in Dharwad are Motor Vehicle Accidents Non-Fatal (2,273 cases, 1.1x the state average)."
co_occurrence,act,"The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",act,IPC 1860,943,0.000563,0.82,1.05,"In 82% of The Scheduled Castes And The Scheduled Tribes (Prevention Of Atrocities) Amendment Bill, 2015 cases, Ipc 1860 also appears (943 cases, 1.1x more often than chance)."
co_occurrence,act,INFORMATION TECHNOLOGY ACT 2008,act,IPC 1860,21676,0.012943,0.8054,1.04,"In 81% of Information Technology Act 2008 cases, Ipc 1860 also appears (21,676 cases, 1.0x more often than chance)."
spatial_affinity,district,Haveri,crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,4503,0.002689,0.1513,1.04,"15% of all cases filed in Haveri are Motor Vehicle Accidents Non-Fatal (4,503 cases, 1.0x the state average)."
co_occurrence,act,CHILD MARRIAGE RESTRAINT ACT,act,IPC 1860,1198,0.000715,0.7923,1.02,"In 79% of Child Marriage Restraint Act cases, Ipc 1860 also appears (1,198 cases, 1.0x more often than chance)."
co_occurrence,act,Prohibition of Child Marriage Act 2006,act,IPC 1860,2173,0.001298,0.7836,1.01,"In 78% of Prohibition Of Child Marriage Act 2006 cases, Ipc 1860 also appears (2,173 cases, 1.0x more often than chance)."
