cluster_id,centroid_lat,centroid_lng,n_points,total_count,canonical_name,radius_km,top_category,deployment_note
38,12.44133,77.48834,33,1454,Ramanagara,4.42,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,454 FIRs concentrated near Ramanagara (radius ~4.42 km). Dominant crime head in Ramanagara: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
77,12.85979,76.48017,34,1444,Hassan,4.47,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,444 FIRs concentrated near Hassan (radius ~4.47 km). Dominant crime head in Hassan: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
99,13.00881,77.33131,74,1440,Ramanagara,6.16,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,440 FIRs concentrated near Ramanagara (radius ~6.16 km). Dominant crime head in Ramanagara: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
280,14.99031,75.22878,46,1438,Haveri,4.54,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,438 FIRs concentrated near Haveri (radius ~4.54 km). Dominant crime head in Haveri: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
281,15.02011,75.93999,24,1435,Vijayanagara,4.38,KARNATAKA POLICE ACT 1963,"~1,435 FIRs concentrated near Vijayanagara (radius ~4.38 km). Dominant crime head in Vijayanagara: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
330,15.73852,75.96836,34,1425,Gadag,4.6,KARNATAKA POLICE ACT 1963,"~1,425 FIRs concentrated near Gadag (radius ~4.6 km). Dominant crime head in Gadag: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
345,15.94982,75.29196,34,1418,Belagavi,4.63,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,418 FIRs concentrated near Belagavi (radius ~4.63 km). Dominant crime head in Belagavi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
260,14.68068,75.49006,43,1414,Haveri,4.78,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,414 FIRs concentrated near Haveri (radius ~4.78 km). Dominant crime head in Haveri: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
423,17.12993,76.93062,16,1411,Kalaburagi,4.65,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,411 FIRs concentrated near Kalaburagi (radius ~4.65 km). Dominant crime head in Kalaburagi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
246,14.46997,76.5505,18,1410,Chitradurga,4.53,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,410 FIRs concentrated near Chitradurga (radius ~4.53 km). Dominant crime head in Chitradurga: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
116,13.16932,78.39045,30,1405,Kolar,4.55,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,405 FIRs concentrated near Kolar (radius ~4.55 km). Dominant crime head in Kolar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
4,11.99996,76.39981,10,1403,Mysuru,4.36,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,403 FIRs concentrated near Mysuru (radius ~4.36 km). Dominant crime head in Mysuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
418,17.06026,76.61028,15,1402,Kalaburagi,4.31,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,402 FIRs concentrated near Kalaburagi (radius ~4.31 km). Dominant crime head in Kalaburagi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
413,16.85971,76.53018,8,1402,Kalaburagi,3.7,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,402 FIRs concentrated near Kalaburagi (radius ~3.7 km). Dominant crime head in Kalaburagi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
24,12.2575,77.12356,35,1399,Mandya,4.49,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,399 FIRs concentrated near Mandya (radius ~4.49 km). Dominant crime head in Mandya: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
357,16.06918,76.0599,36,1398,Bagalkote,4.68,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,398 FIRs concentrated near Bagalkote (radius ~4.68 km). Dominant crime head in Bagalkote: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
12,12.09999,76.55961,38,1398,Mysuru,4.59,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,398 FIRs concentrated near Mysuru (radius ~4.59 km). Dominant crime head in Mysuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
279,14.97954,75.33909,33,1395,Haveri,4.72,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,395 FIRs concentrated near Haveri (radius ~4.72 km). Dominant crime head in Haveri: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
379,16.34951,75.61162,33,1391,Bagalkote,4.42,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,391 FIRs concentrated near Bagalkote (radius ~4.42 km). Dominant crime head in Bagalkote: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
329,15.72008,75.38857,31,1386,Gadag,4.55,KARNATAKA POLICE ACT 1963,"~1,386 FIRs concentrated near Gadag (radius ~4.55 km). Dominant crime head in Gadag: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
7,12.02999,76.7999,26,1385,Mysuru,4.67,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,385 FIRs concentrated near Mysuru (radius ~4.67 km). Dominant crime head in Mysuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
170,13.56949,77.89008,19,1370,Chikkaballapura,4.67,Karnataka State Local Act,"~1,370 FIRs concentrated near Chikkaballapura (radius ~4.67 km). Dominant crime head in Chikkaballapura: Karnataka State Local Act. Prioritise patrol / resource deployment."
351,16.01029,75.54946,23,1367,Bagalkote,4.59,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,367 FIRs concentrated near Bagalkote (radius ~4.59 km). Dominant crime head in Bagalkote: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
394,16.52048,74.94931,43,1367,Belagavi,4.6,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,367 FIRs concentrated near Belagavi (radius ~4.6 km). Dominant crime head in Belagavi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
276,14.92987,75.83004,11,1366,Vijayanagara,3.92,KARNATAKA POLICE ACT 1963,"~1,366 FIRs concentrated near Vijayanagara (radius ~3.92 km). Dominant crime head in Vijayanagara: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
333,15.76007,76.60003,22,1360,Raichur,4.41,KARNATAKA POLICE ACT 1963,"~1,360 FIRs concentrated near Raichur (radius ~4.41 km). Dominant crime head in Raichur: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
213,14.0401,76.75045,20,1358,Chitradurga,4.28,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,358 FIRs concentrated near Chitradurga (radius ~4.28 km). Dominant crime head in Chitradurga: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
10,12.07019,76.74958,23,1354,Mysuru,4.58,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,354 FIRs concentrated near Mysuru (radius ~4.58 km). Dominant crime head in Mysuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
149,13.39998,76.16074,38,1353,Hassan,4.55,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,353 FIRs concentrated near Hassan (radius ~4.55 km). Dominant crime head in Hassan: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
419,17.05944,76.99048,20,1344,Kalaburagi,4.51,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,344 FIRs concentrated near Kalaburagi (radius ~4.51 km). Dominant crime head in Kalaburagi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
456,17.96131,77.33944,33,1336,Bidar,4.57,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,336 FIRs concentrated near Bidar (radius ~4.57 km). Dominant crime head in Bidar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
291,15.20942,75.8802,26,1328,Gadag,4.48,KARNATAKA POLICE ACT 1963,"~1,328 FIRs concentrated near Gadag (radius ~4.48 km). Dominant crime head in Gadag: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
56,12.65998,76.65067,9,1319,Mandya,3.55,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,319 FIRs concentrated near Mandya (radius ~3.55 km). Dominant crime head in Mandya: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
316,15.55988,75.35923,30,1311,Dharwad,4.52,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,311 FIRs concentrated near Dharwad (radius ~4.52 km). Dominant crime head in Dharwad: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
341,15.88061,74.6581,30,1308,Belagavi,4.55,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,308 FIRs concentrated near Belagavi (radius ~4.55 km). Dominant crime head in Belagavi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
240,14.40001,76.44001,3,1307,Chitradurga,1.1,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,307 FIRs concentrated near Chitradurga (radius ~1.1 km). Dominant crime head in Chitradurga: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
352,16.00981,76.44034,28,1305,Raichur,4.57,KARNATAKA POLICE ACT 1963,"~1,305 FIRs concentrated near Raichur (radius ~4.57 km). Dominant crime head in Raichur: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
101,13.05023,75.80014,35,1302,Hassan,4.62,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,302 FIRs concentrated near Hassan (radius ~4.62 km). Dominant crime head in Hassan: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
13,12.09022,77.29984,19,1300,Chamarajanagar,4.5,Karnataka State Local Act,"~1,300 FIRs concentrated near Chamarajanagar (radius ~4.5 km). Dominant crime head in Chamarajanagar: Karnataka State Local Act. Prioritise patrol / resource deployment."
369,16.23958,74.60902,47,1296,Belagavi,4.7,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,296 FIRs concentrated near Belagavi (radius ~4.7 km). Dominant crime head in Belagavi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
254,14.57001,75.36968,37,1290,Haveri,4.62,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,290 FIRs concentrated near Haveri (radius ~4.62 km). Dominant crime head in Haveri: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
98,13.01016,76.47965,33,1288,Hassan,4.54,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,288 FIRs concentrated near Hassan (radius ~4.54 km). Dominant crime head in Hassan: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
86,12.93987,76.54963,21,1284,Hassan,4.62,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,284 FIRs concentrated near Hassan (radius ~4.62 km). Dominant crime head in Hassan: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
236,14.3698,75.89063,45,1279,Davanagere,4.6,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,279 FIRs concentrated near Davanagere (radius ~4.6 km). Dominant crime head in Davanagere: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
75,12.82113,77.02786,52,1278,Tumakuru,4.72,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,278 FIRs concentrated near Tumakuru (radius ~4.72 km). Dominant crime head in Tumakuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
358,16.06964,77.41001,16,1274,Raichur,4.51,KARNATAKA POLICE ACT 1963,"~1,274 FIRs concentrated near Raichur (radius ~4.51 km). Dominant crime head in Raichur: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
401,16.64991,76.53003,26,1271,Yadgir,4.4,CrPC,"~1,271 FIRs concentrated near Yadgir (radius ~4.4 km). Dominant crime head in Yadgir: Crpc. Prioritise patrol / resource deployment."
242,14.42965,75.51001,12,1268,Haveri,3.85,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,268 FIRs concentrated near Haveri (radius ~3.85 km). Dominant crime head in Haveri: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
63,12.71133,76.95985,5,1264,Mandya,4.31,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,264 FIRs concentrated near Mandya (radius ~4.31 km). Dominant crime head in Mandya: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
263,14.7199,76.74993,11,1263,Chitradurga,3.49,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,263 FIRs concentrated near Chitradurga (radius ~3.49 km). Dominant crime head in Chitradurga: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
344,15.9196,75.67989,33,1262,Bagalkote,4.58,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,262 FIRs concentrated near Bagalkote (radius ~4.58 km). Dominant crime head in Bagalkote: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
271,14.8399,75.63003,19,1261,Haveri,4.32,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,261 FIRs concentrated near Haveri (radius ~4.32 km). Dominant crime head in Haveri: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
464,18.25008,77.41135,39,1261,Bidar,4.63,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,261 FIRs concentrated near Bidar (radius ~4.63 km). Dominant crime head in Bidar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
292,15.20963,76.75993,17,1257,Ballari,3.89,KARNATAKA POLICE ACT 1963,"~1,257 FIRs concentrated near Ballari (radius ~3.89 km). Dominant crime head in Ballari: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
290,15.19054,76.6693,29,1257,Ballari,4.41,KARNATAKA POLICE ACT 1963,"~1,257 FIRs concentrated near Ballari (radius ~4.41 km). Dominant crime head in Ballari: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
155,13.4391,75.92025,32,1254,Chikkamagaluru,4.51,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,254 FIRs concentrated near Chikkamagaluru (radius ~4.51 km). Dominant crime head in Chikkamagaluru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
95,12.98899,76.22061,54,1253,Hassan,4.78,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,253 FIRs concentrated near Hassan (radius ~4.78 km). Dominant crime head in Hassan: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
377,16.34081,74.96079,43,1252,Belagavi,4.69,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,252 FIRs concentrated near Belagavi (radius ~4.69 km). Dominant crime head in Belagavi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
121,13.19006,78.53973,18,1249,Kolar,3.97,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,249 FIRs concentrated near Kolar (radius ~3.97 km). Dominant crime head in Kolar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
31,12.36005,76.94977,13,1243,Mandya,3.99,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,243 FIRs concentrated near Mandya (radius ~3.99 km). Dominant crime head in Mandya: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
234,14.34922,74.88987,40,1242,Uttara Kannada,4.54,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,242 FIRs concentrated near Uttara Kannada (radius ~4.54 km). Dominant crime head in Uttara Kannada: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
317,15.56654,74.92696,32,1241,Dharwad,4.83,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,241 FIRs concentrated near Dharwad (radius ~4.83 km). Dominant crime head in Dharwad: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
278,14.9703,75.0388,47,1240,Uttara Kannada,4.67,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,240 FIRs concentrated near Uttara Kannada (radius ~4.67 km). Dominant crime head in Uttara Kannada: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
328,15.69138,75.73919,23,1235,Gadag,4.37,KARNATAKA POLICE ACT 1963,"~1,235 FIRs concentrated near Gadag (radius ~4.37 km). Dominant crime head in Gadag: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
349,15.98916,75.13951,20,1223,Belagavi,4.37,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,223 FIRs concentrated near Belagavi (radius ~4.37 km). Dominant crime head in Belagavi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
301,15.30816,76.47361,25,1212,Vijayanagara,3.9,KARNATAKA POLICE ACT 1963,"~1,212 FIRs concentrated near Vijayanagara (radius ~3.9 km). Dominant crime head in Vijayanagara: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
215,14.09936,74.49236,34,1209,Uttara Kannada,4.64,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,209 FIRs concentrated near Uttara Kannada (radius ~4.64 km). Dominant crime head in Uttara Kannada: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
172,13.58003,78.12978,20,1206,Chikkaballapura,4.57,Karnataka State Local Act,"~1,206 FIRs concentrated near Chikkaballapura (radius ~4.57 km). Dominant crime head in Chikkaballapura: Karnataka State Local Act. Prioritise patrol / resource deployment."
59,12.68995,77.05993,13,1206,Mandya,3.85,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,206 FIRs concentrated near Mandya (radius ~3.85 km). Dominant crime head in Mandya: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
397,16.54912,74.52967,34,1204,Belagavi,4.76,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,204 FIRs concentrated near Belagavi (radius ~4.76 km). Dominant crime head in Belagavi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
229,14.25997,76.87978,18,1202,Chitradurga,4.08,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,202 FIRs concentrated near Chitradurga (radius ~4.08 km). Dominant crime head in Chitradurga: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
416,16.90999,77.44997,3,1201,Kalaburagi,2.34,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,201 FIRs concentrated near Kalaburagi (radius ~2.34 km). Dominant crime head in Kalaburagi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
446,17.69089,77.20931,38,1197,Bidar,4.6,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,197 FIRs concentrated near Bidar (radius ~4.6 km). Dominant crime head in Bidar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
93,12.98982,75.27896,40,1194,Dakshina Kannada,4.58,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,194 FIRs concentrated near Dakshina Kannada (radius ~4.58 km). Dominant crime head in Dakshina Kannada: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
220,14.14977,75.56109,44,1192,Davanagere,4.58,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,192 FIRs concentrated near Davanagere (radius ~4.58 km). Dominant crime head in Davanagere: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
216,14.09995,76.2702,10,1190,Chitradurga,3.96,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,190 FIRs concentrated near Chitradurga (radius ~3.96 km). Dominant crime head in Chitradurga: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
163,13.52062,78.07023,32,1187,Chikkaballapura,4.85,Karnataka State Local Act,"~1,187 FIRs concentrated near Chikkaballapura (radius ~4.85 km). Dominant crime head in Chikkaballapura: Karnataka State Local Act. Prioritise patrol / resource deployment."
100,13.00966,78.33081,46,1177,Kolar,4.68,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,177 FIRs concentrated near Kolar (radius ~4.68 km). Dominant crime head in Kolar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
380,16.35803,75.92705,38,1176,Vijayapura,4.48,KARNATAKA POLICE ACT 1963,"~1,176 FIRs concentrated near Vijayapura (radius ~4.48 km). Dominant crime head in Vijayapura: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
135,13.29978,76.05951,18,1173,Hassan,4.4,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,173 FIRs concentrated near Hassan (radius ~4.4 km). Dominant crime head in Hassan: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
1,11.82003,76.79009,26,1173,Chamarajanagar,4.41,Karnataka State Local Act,"~1,173 FIRs concentrated near Chamarajanagar (radius ~4.41 km). Dominant crime head in Chamarajanagar: Karnataka State Local Act. Prioritise patrol / resource deployment."
399,16.57044,77.25034,19,1172,Yadgir,4.52,CrPC,"~1,172 FIRs concentrated near Yadgir (radius ~4.52 km). Dominant crime head in Yadgir: Crpc. Prioritise patrol / resource deployment."
131,13.27986,77.62289,55,1171,Bengaluru Rural,4.64,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,171 FIRs concentrated near Bengaluru Rural (radius ~4.64 km). Dominant crime head in Bengaluru Rural: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
110,13.14256,75.53469,48,1170,Chikkamagaluru,5.55,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,170 FIRs concentrated near Chikkamagaluru (radius ~5.55 km). Dominant crime head in Chikkamagaluru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
346,15.95147,76.65084,32,1160,Raichur,4.43,KARNATAKA POLICE ACT 1963,"~1,160 FIRs concentrated near Raichur (radius ~4.43 km). Dominant crime head in Raichur: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
273,14.91147,75.26884,39,1159,Haveri,4.49,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,159 FIRs concentrated near Haveri (radius ~4.49 km). Dominant crime head in Haveri: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
80,12.86941,77.99917,25,1152,Kolar,4.32,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,152 FIRs concentrated near Kolar (radius ~4.32 km). Dominant crime head in Kolar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
48,12.59,76.81996,4,1152,Mandya,2.64,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,152 FIRs concentrated near Mandya (radius ~2.64 km). Dominant crime head in Mandya: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
382,16.36987,76.78017,19,1151,Raichur,4.51,KARNATAKA POLICE ACT 1963,"~1,151 FIRs concentrated near Raichur (radius ~4.51 km). Dominant crime head in Raichur: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
222,14.16891,76.00904,37,1148,Davanagere,4.54,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,148 FIRs concentrated near Davanagere (radius ~4.54 km). Dominant crime head in Davanagere: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
171,13.58154,76.53958,56,1142,Tumakuru,4.78,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,142 FIRs concentrated near Tumakuru (radius ~4.78 km). Dominant crime head in Tumakuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
442,17.51001,76.71998,3,1141,Kalaburagi,1.1,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,141 FIRs concentrated near Kalaburagi (radius ~1.1 km). Dominant crime head in Kalaburagi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
191,13.72989,75.34066,30,1131,Shivamogga,4.47,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,131 FIRs concentrated near Shivamogga (radius ~4.47 km). Dominant crime head in Shivamogga: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
156,13.44019,76.9107,48,1129,Tumakuru,4.62,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,129 FIRs concentrated near Tumakuru (radius ~4.62 km). Dominant crime head in Tumakuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
403,16.66943,75.57957,24,1122,Vijayapura,4.14,KARNATAKA POLICE ACT 1963,"~1,122 FIRs concentrated near Vijayapura (radius ~4.14 km). Dominant crime head in Vijayapura: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
294,15.23852,75.57957,33,1114,Gadag,4.74,KARNATAKA POLICE ACT 1963,"~1,114 FIRs concentrated near Gadag (radius ~4.74 km). Dominant crime head in Gadag: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
405,16.69923,74.72186,26,1110,Belagavi,4.33,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,110 FIRs concentrated near Belagavi (radius ~4.33 km). Dominant crime head in Belagavi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
374,16.30025,77.15988,11,1108,Raichur,3.94,KARNATAKA POLICE ACT 1963,"~1,108 FIRs concentrated near Raichur (radius ~3.94 km). Dominant crime head in Raichur: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
45,12.56073,75.38961,30,1108,Dakshina Kannada,4.47,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,108 FIRs concentrated near Dakshina Kannada (radius ~4.47 km). Dominant crime head in Dakshina Kannada: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
272,14.88014,76.78023,25,1102,Chitradurga,4.45,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,102 FIRs concentrated near Chitradurga (radius ~4.45 km). Dominant crime head in Chitradurga: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
385,16.3978,75.11097,41,1098,Bagalkote,4.61,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,098 FIRs concentrated near Bagalkote (radius ~4.61 km). Dominant crime head in Bagalkote: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
422,17.12026,77.08042,18,1096,Kalaburagi,4.44,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,096 FIRs concentrated near Kalaburagi (radius ~4.44 km). Dominant crime head in Kalaburagi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
400,16.62253,74.85027,31,1093,Belagavi,4.69,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,093 FIRs concentrated near Belagavi (radius ~4.69 km). Dominant crime head in Belagavi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
296,15.23953,77.05972,28,1089,Ballari,4.08,KARNATAKA POLICE ACT 1963,"~1,089 FIRs concentrated near Ballari (radius ~4.08 km). Dominant crime head in Ballari: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
314,15.49159,75.99117,27,1084,Koppal,4.21,KARNATAKA POLICE ACT 1963,"~1,084 FIRs concentrated near Koppal (radius ~4.21 km). Dominant crime head in Koppal: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
157,13.44151,77.06043,47,1082,Tumakuru,4.75,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,082 FIRs concentrated near Tumakuru (radius ~4.75 km). Dominant crime head in Tumakuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
