district,dow,month,season,count
ISD Bengaluru,4,3,Summer,1
ISD Bengaluru,4,4,Summer,3
ISD Bengaluru,4,5,Summer,3
ISD Bengaluru,4,6,Monsoon,1
ISD Bengaluru,4,8,Monsoon,7
ISD Bengaluru,4,9,Monsoon,2
ISD Bengaluru,4,10,Post-Monsoon,1
ISD Bengaluru,4,11,Post-Monsoon,3
ISD Bengaluru,4,12,Winter,4
ISD Bengaluru,5,1,Winter,1
ISD Bengaluru,5,7,Monsoon,1
ISD Bengaluru,5,8,Monsoon,2
ISD Bengaluru,5,9,Monsoon,3
ISD Bengaluru,5,10,Post-Monsoon,1
ISD Bengaluru,5,11,Post-Monsoon,4
ISD Bengaluru,6,8,Monsoon,1
ISD Bengaluru,6,9,Monsoon,1
Kalaburagi,0,1,Winter,632
Kalaburagi,0,2,Winter,577
Kalaburagi,0,3,Summer,633
Kalaburagi,0,4,Summer,716
Kalaburagi,0,5,Summer,629
Kalaburagi,0,6,Monsoon,650
Kalaburagi,0,7,Monsoon,613
Kalaburagi,0,8,Monsoon,576
Kalaburagi,0,9,Monsoon,568
Kalaburagi,0,10,Post-Monsoon,541
Kalaburagi,0,11,Post-Monsoon,556
Kalaburagi,0,12,Winter,476
Kalaburagi,1,1,Winter,658
Kalaburagi,1,2,Winter,647
Kalaburagi,1,3,Summer,675
Kalaburagi,1,4,Summer,680
Kalaburagi,1,5,Summer,640
Kalaburagi,1,6,Monsoon,737
Kalaburagi,1,7,Monsoon,593
Kalaburagi,1,8,Monsoon,698
Kalaburagi,1,9,Monsoon,573
Kalaburagi,1,10,Post-Monsoon,564
Kalaburagi,1,11,Post-Monsoon,602
Kalaburagi,1,12,Winter,543
Kalaburagi,2,1,Winter,637
Kalaburagi,2,2,Winter,638
Kalaburagi,2,3,Summer,729
Kalaburagi,2,4,Summer,661
Kalaburagi,2,5,Summer,678
Kalaburagi,2,6,Monsoon,829
Kalaburagi,2,7,Monsoon,622
Kalaburagi,2,8,Monsoon,794
Kalaburagi,2,9,Monsoon,582
Kalaburagi,2,10,Post-Monsoon,546
Kalaburagi,2,11,Post-Monsoon,598
Kalaburagi,2,12,Winter,527
Kalaburagi,3,1,Winter,612
Kalaburagi,3,2,Winter,617
Kalaburagi,3,3,Summer,689
Kalaburagi,3,4,Summer,693
Kalaburagi,3,5,Summer,553
Kalaburagi,3,6,Monsoon,750
Kalaburagi,3,7,Monsoon,581
Kalaburagi,3,8,Monsoon,595
Kalaburagi,3,9,Monsoon,652
Kalaburagi,3,10,Post-Monsoon,490
Kalaburagi,3,11,Post-Monsoon,594
Kalaburagi,3,12,Winter,624
Kalaburagi,4,1,Winter,630
Kalaburagi,4,2,Winter,599
Kalaburagi,4,3,Summer,736
Kalaburagi,4,4,Summer,686
Kalaburagi,4,5,Summer,565
Kalaburagi,4,6,Monsoon,712
Kalaburagi,4,7,Monsoon,572
Kalaburagi,4,8,Monsoon,535
Kalaburagi,4,9,Monsoon,657
Kalaburagi,4,10,Post-Monsoon,535
Kalaburagi,4,11,Post-Monsoon,538
Kalaburagi,4,12,Winter,573
Kalaburagi,5,1,Winter,647
Kalaburagi,5,2,Winter,569
Kalaburagi,5,3,Summer,765
Kalaburagi,5,4,Summer,671
Kalaburagi,5,5,Summer,638
Kalaburagi,5,6,Monsoon,646
Kalaburagi,5,7,Monsoon,619
Kalaburagi,5,8,Monsoon,610
Kalaburagi,5,9,Monsoon,599
Kalaburagi,5,10,Post-Monsoon,534
Kalaburagi,5,11,Post-Monsoon,548
Kalaburagi,5,12,Winter,535
Kalaburagi,6,1,Winter,593
Kalaburagi,6,2,Winter,545
Kalaburagi,6,3,Summer,530
Kalaburagi,6,4,Summer,745
Kalaburagi,6,5,Summer,597
Kalaburagi,6,6,Monsoon,617
Kalaburagi,6,7,Monsoon,644
Kalaburagi,6,8,Monsoon,520
Kalaburagi,6,9,Monsoon,518
Kalaburagi,6,10,Post-Monsoon,502
Kalaburagi,6,11,Post-Monsoon,507
Kalaburagi,6,12,Winter,469
Karnataka Railways,0,1,Winter,138
Karnataka Railways,0,2,Winter,143
Karnataka Railways,0,3,Summer,133
Karnataka Railways,0,4,Summer,123
Karnataka Railways,0,5,Summer,112
Karnataka Railways,0,6,Monsoon,101
Karnataka Railways,0,7,Monsoon,122
Karnataka Railways,0,8,Monsoon,101
Karnataka Railways,0,9,Monsoon,106
Karnataka Railways,0,10,Post-Monsoon,108
Karnataka Railways,0,11,Post-Monsoon,140
Karnataka Railways,0,12,Winter,152
Karnataka Railways,1,1,Winter,130
Karnataka Railways,1,2,Winter,126
Karnataka Railways,1,3,Summer,135
Karnataka Railways,1,4,Summer,119
Karnataka Railways,1,5,Summer,139
Karnataka Railways,1,6,Monsoon,102
Karnataka Railways,1,7,Monsoon,101
Karnataka Railways,1,8,Monsoon,125
Karnataka Railways,1,9,Monsoon,120
Karnataka Railways,1,10,Post-Monsoon,145
Karnataka Railways,1,11,Post-Monsoon,159
Karnataka Railways,1,12,Winter,127
Karnataka Railways,2,1,Winter,136
Karnataka Railways,2,2,Winter,151
Karnataka Railways,2,3,Summer,124
Karnataka Railways,2,4,Summer,96
Karnataka Railways,2,5,Summer,127
Karnataka Railways,2,6,Monsoon,113
Karnataka Railways,2,7,Monsoon,90
Karnataka Railways,2,8,Monsoon,122
Karnataka Railways,2,9,Monsoon,109
Karnataka Railways,2,10,Post-Monsoon,114
Karnataka Railways,2,11,Post-Monsoon,156
Karnataka Railways,2,12,Winter,123
Karnataka Railways,3,1,Winter,108
Karnataka Railways,3,2,Winter,146
Karnataka Railways,3,3,Summer,147
Karnataka Railways,3,4,Summer,99
Karnataka Railways,3,5,Summer,106
Karnataka Railways,3,6,Monsoon,118
Karnataka Railways,3,7,Monsoon,82
Karnataka Railways,3,8,Monsoon,125
Karnataka Railways,3,9,Monsoon,108
Karnataka Railways,3,10,Post-Monsoon,105
Karnataka Railways,3,11,Post-Monsoon,169
Karnataka Railways,3,12,Winter,148
Karnataka Railways,4,1,Winter,126
Karnataka Railways,4,2,Winter,122
Karnataka Railways,4,3,Summer,144
Karnataka Railways,4,4,Summer,112
Karnataka Railways,4,5,Summer,104
Karnataka Railways,4,6,Monsoon,120
Karnataka Railways,4,7,Monsoon,80
Karnataka Railways,4,8,Monsoon,107
Karnataka Railways,4,9,Monsoon,107
Karnataka Railways,4,10,Post-Monsoon,122
Karnataka Railways,4,11,Post-Monsoon,159
Karnataka Railways,4,12,Winter,129
Karnataka Railways,5,1,Winter,140
Karnataka Railways,5,2,Winter,129
Karnataka Railways,5,3,Summer,135
Karnataka Railways,5,4,Summer,117
Karnataka Railways,5,5,Summer,110
Karnataka Railways,5,6,Monsoon,96
Karnataka Railways,5,7,Monsoon,106
Karnataka Railways,5,8,Monsoon,114
Karnataka Railways,5,9,Monsoon,114
Karnataka Railways,5,10,Post-Monsoon,135
Karnataka Railways,5,11,Post-Monsoon,135
Karnataka Railways,5,12,Winter,147
Karnataka Railways,6,1,Winter,76
Karnataka Railways,6,2,Winter,72
Karnataka Railways,6,3,Summer,93
Karnataka Railways,6,4,Summer,79
Karnataka Railways,6,5,Summer,73
Karnataka Railways,6,6,Monsoon,73
Karnataka Railways,6,7,Monsoon,72
Karnataka Railways,6,8,Monsoon,77
Karnataka Railways,6,9,Monsoon,94
Karnataka Railways,6,10,Post-Monsoon,110
Karnataka Railways,6,11,Post-Monsoon,129
Karnataka Railways,6,12,Winter,101
Kodagu,0,1,Winter,230
Kodagu,0,2,Winter,291
Kodagu,0,3,Summer,282
Kodagu,0,4,Summer,234
Kodagu,0,5,Summer,283
Kodagu,0,6,Monsoon,205
Kodagu,0,7,Monsoon,224
Kodagu,0,8,Monsoon,214
Kodagu,0,9,Monsoon,202
Kodagu,0,10,Post-Monsoon,261
Kodagu,0,11,Post-Monsoon,216
Kodagu,0,12,Winter,210
Kodagu,1,1,Winter,249
Kodagu,1,2,Winter,257
Kodagu,1,3,Summer,290
Kodagu,1,4,Summer,277
Kodagu,1,5,Summer,272
Kodagu,1,6,Monsoon,214
Kodagu,1,7,Monsoon,211
Kodagu,1,8,Monsoon,326
Kodagu,1,9,Monsoon,181
Kodagu,1,10,Post-Monsoon,252
Kodagu,1,11,Post-Monsoon,260
Kodagu,1,12,Winter,198
Kodagu,2,1,Winter,332
Kodagu,2,2,Winter,261
Kodagu,2,3,Summer,331
Kodagu,2,4,Summer,230
Kodagu,2,5,Summer,232
Kodagu,2,6,Monsoon,239
Kodagu,2,7,Monsoon,212
Kodagu,2,8,Monsoon,308
Kodagu,2,9,Monsoon,189
Kodagu,2,10,Post-Monsoon,223
Kodagu,2,11,Post-Monsoon,213
Kodagu,2,12,Winter,206
Kodagu,3,1,Winter,257
Kodagu,3,2,Winter,247
Kodagu,3,3,Summer,331
Kodagu,3,4,Summer,210
Kodagu,3,5,Summer,229
Kodagu,3,6,Monsoon,184
Kodagu,3,7,Monsoon,248
Kodagu,3,8,Monsoon,288
Kodagu,3,9,Monsoon,192
Kodagu,3,10,Post-Monsoon,223
Kodagu,3,11,Post-Monsoon,194
Kodagu,3,12,Winter,181
Kodagu,4,1,Winter,263
Kodagu,4,2,Winter,211
Kodagu,4,3,Summer,289
Kodagu,4,4,Summer,211
Kodagu,4,5,Summer,231
Kodagu,4,6,Monsoon,221
Kodagu,4,7,Monsoon,198
Kodagu,4,8,Monsoon,160
Kodagu,4,9,Monsoon,189
Kodagu,4,10,Post-Monsoon,237
Kodagu,4,11,Post-Monsoon,188
Kodagu,4,12,Winter,171
Kodagu,5,1,Winter,265
Kodagu,5,2,Winter,255
Kodagu,5,3,Summer,278
Kodagu,5,4,Summer,239
Kodagu,5,5,Summer,222
Kodagu,5,6,Monsoon,195
Kodagu,5,7,Monsoon,206
Kodagu,5,8,Monsoon,163
Kodagu,5,9,Monsoon,165
Kodagu,5,10,Post-Monsoon,266
Kodagu,5,11,Post-Monsoon,172
Kodagu,5,12,Winter,208
Kodagu,6,1,Winter,292
Kodagu,6,2,Winter,213
Kodagu,6,3,Summer,251
Kodagu,6,4,Summer,202
Kodagu,6,5,Summer,207
Kodagu,6,6,Monsoon,168
Kodagu,6,7,Monsoon,188
Kodagu,6,8,Monsoon,138
Kodagu,6,9,Monsoon,166
Kodagu,6,10,Post-Monsoon,247
Kodagu,6,11,Post-Monsoon,184
Kodagu,6,12,Winter,189
Kolar,0,1,Winter,484
Kolar,0,2,Winter,663
Kolar,0,3,Summer,470
Kolar,0,4,Summer,489
Kolar,0,5,Summer,384
Kolar,0,6,Monsoon,391
Kolar,0,7,Monsoon,370
Kolar,0,8,Monsoon,472
Kolar,0,9,Monsoon,350
Kolar,0,10,Post-Monsoon,379
Kolar,0,11,Post-Monsoon,373
Kolar,0,12,Winter,368
Kolar,1,1,Winter,461
Kolar,1,2,Winter,577
Kolar,1,3,Summer,475
Kolar,1,4,Summer,504
Kolar,1,5,Summer,446
Kolar,1,6,Monsoon,409
Kolar,1,7,Monsoon,441
Kolar,1,8,Monsoon,458
Kolar,1,9,Monsoon,404
Kolar,1,10,Post-Monsoon,337
Kolar,1,11,Post-Monsoon,365
Kolar,1,12,Winter,336
Kolar,2,1,Winter,462
Kolar,2,2,Winter,539
Kolar,2,3,Summer,466
Kolar,2,4,Summer,415
Kolar,2,5,Summer,424
Kolar,2,6,Monsoon,492
Kolar,2,7,Monsoon,373
Kolar,2,8,Monsoon,525
Kolar,2,9,Monsoon,331
Kolar,2,10,Post-Monsoon,345
Kolar,2,11,Post-Monsoon,378
Kolar,2,12,Winter,335
Kolar,3,1,Winter,395
Kolar,3,2,Winter,551
Kolar,3,3,Summer,450
Kolar,3,4,Summer,438
Kolar,3,5,Summer,387
Kolar,3,6,Monsoon,539
Kolar,3,7,Monsoon,359
Kolar,3,8,Monsoon,528
Kolar,3,9,Monsoon,391
Kolar,3,10,Post-Monsoon,293
Kolar,3,11,Post-Monsoon,307
Kolar,3,12,Winter,367
Kolar,4,1,Winter,408
Kolar,4,2,Winter,574
Kolar,4,3,Summer,430
Kolar,4,4,Summer,422
Kolar,4,5,Summer,364
Kolar,4,6,Monsoon,455
Kolar,4,7,Monsoon,387
Kolar,4,8,Monsoon,409
Kolar,4,9,Monsoon,400
Kolar,4,10,Post-Monsoon,344
Kolar,4,11,Post-Monsoon,358
Kolar,4,12,Winter,363
Kolar,5,1,Winter,407
Kolar,5,2,Winter,487
Kolar,5,3,Summer,429
Kolar,5,4,Summer,375
Kolar,5,5,Summer,370
Kolar,5,6,Monsoon,397
Kolar,5,7,Monsoon,444
Kolar,5,8,Monsoon,353
Kolar,5,9,Monsoon,354
Kolar,5,10,Post-Monsoon,362
Kolar,5,11,Post-Monsoon,333
Kolar,5,12,Winter,358
Kolar,6,1,Winter,370
Kolar,6,2,Winter,353
Kolar,6,3,Summer,338
Kolar,6,4,Summer,333
Kolar,6,5,Summer,337
Kolar,6,6,Monsoon,308
Kolar,6,7,Monsoon,311
Kolar,6,8,Monsoon,287
Kolar,6,9,Monsoon,306
Kolar,6,10,Post-Monsoon,314
Kolar,6,11,Post-Monsoon,298
Kolar,6,12,Winter,270
Koppal,0,1,Winter,291
Koppal,0,2,Winter,291
Koppal,0,3,Summer,302
Koppal,0,4,Summer,367
Koppal,0,5,Summer,287
Koppal,0,6,Monsoon,282
Koppal,0,7,Monsoon,338
Koppal,0,8,Monsoon,239
Koppal,0,9,Monsoon,227
Koppal,0,10,Post-Monsoon,312
Koppal,0,11,Post-Monsoon,288
Koppal,0,12,Winter,252
Koppal,1,1,Winter,319
Koppal,1,2,Winter,300
Koppal,1,3,Summer,360
Koppal,1,4,Summer,366
Koppal,1,5,Summer,324
Koppal,1,6,Monsoon,337
Koppal,1,7,Monsoon,316
Koppal,1,8,Monsoon,281
Koppal,1,9,Monsoon,255
Koppal,1,10,Post-Monsoon,311
Koppal,1,11,Post-Monsoon,301
Koppal,1,12,Winter,237
Koppal,2,1,Winter,330
Koppal,2,2,Winter,325
Koppal,2,3,Summer,355
Koppal,2,4,Summer,331
Koppal,2,5,Summer,268
Koppal,2,6,Monsoon,354
Koppal,2,7,Monsoon,298
Koppal,2,8,Monsoon,281
Koppal,2,9,Monsoon,260
Koppal,2,10,Post-Monsoon,323
Koppal,2,11,Post-Monsoon,298
Koppal,2,12,Winter,265
Koppal,3,1,Winter,324
Koppal,3,2,Winter,337
Koppal,3,3,Summer,406
Koppal,3,4,Summer,381
Koppal,3,5,Summer,293
Koppal,3,6,Monsoon,327
Koppal,3,7,Monsoon,273
Koppal,3,8,Monsoon,251
Koppal,3,9,Monsoon,298
Koppal,3,10,Post-Monsoon,322
Koppal,3,11,Post-Monsoon,266
Koppal,3,12,Winter,280
Koppal,4,1,Winter,314
Koppal,4,2,Winter,337
Koppal,4,3,Summer,426
Koppal,4,4,Summer,330
Koppal,4,5,Summer,259
Koppal,4,6,Monsoon,321
Koppal,4,7,Monsoon,360
Koppal,4,8,Monsoon,265
Koppal,4,9,Monsoon,239
Koppal,4,10,Post-Monsoon,310
Koppal,4,11,Post-Monsoon,302
Koppal,4,12,Winter,269
Koppal,5,1,Winter,293
Koppal,5,2,Winter,293
Koppal,5,3,Summer,354
Koppal,5,4,Summer,339
Koppal,5,5,Summer,284
Koppal,5,6,Monsoon,307
Koppal,5,7,Monsoon,335
Koppal,5,8,Monsoon,266
Koppal,5,9,Monsoon,240
Koppal,5,10,Post-Monsoon,283
Koppal,5,11,Post-Monsoon,250
Koppal,5,12,Winter,316
Koppal,6,1,Winter,253
Koppal,6,2,Winter,219
Koppal,6,3,Summer,246
Koppal,6,4,Summer,352
Koppal,6,5,Summer,268
Koppal,6,6,Monsoon,277
Koppal,6,7,Monsoon,298
Koppal,6,8,Monsoon,234
Koppal,6,9,Monsoon,207
Koppal,6,10,Post-Monsoon,225
Koppal,6,11,Post-Monsoon,204
Koppal,6,12,Winter,222
Mandya,0,1,Winter,836
Mandya,0,2,Winter,838
Mandya,0,3,Summer,808
Mandya,0,4,Summer,892
Mandya,0,5,Summer,767
Mandya,0,6,Monsoon,671
Mandya,0,7,Monsoon,690
Mandya,0,8,Monsoon,717
Mandya,0,9,Monsoon,631
Mandya,0,10,Post-Monsoon,658
Mandya,0,11,Post-Monsoon,584
Mandya,0,12,Winter,598
Mandya,1,1,Winter,806
Mandya,1,2,Winter,811
Mandya,1,3,Summer,888
Mandya,1,4,Summer,869
Mandya,1,5,Summer,798
Mandya,1,6,Monsoon,726
Mandya,1,7,Monsoon,634
Mandya,1,8,Monsoon,716
Mandya,1,9,Monsoon,625
Mandya,1,10,Post-Monsoon,668
Mandya,1,11,Post-Monsoon,656
Mandya,1,12,Winter,589
Mandya,2,1,Winter,753
Mandya,2,2,Winter,950
Mandya,2,3,Summer,988
Mandya,2,4,Summer,853
Mandya,2,5,Summer,754
Mandya,2,6,Monsoon,761
Mandya,2,7,Monsoon,603
Mandya,2,8,Monsoon,697
Mandya,2,9,Monsoon,654
Mandya,2,10,Post-Monsoon,602
Mandya,2,11,Post-Monsoon,660
Mandya,2,12,Winter,609
Mandya,3,1,Winter,753
Mandya,3,2,Winter,882
Mandya,3,3,Summer,1079
Mandya,3,4,Summer,848
Mandya,3,5,Summer,724
Mandya,3,6,Monsoon,713
Mandya,3,7,Monsoon,621
Mandya,3,8,Monsoon,664
Mandya,3,9,Monsoon,618
Mandya,3,10,Post-Monsoon,617
Mandya,3,11,Post-Monsoon,662
Mandya,3,12,Winter,605
Mandya,4,1,Winter,697
Mandya,4,2,Winter,765
Mandya,4,3,Summer,956
Mandya,4,4,Summer,857
Mandya,4,5,Summer,692
Mandya,4,6,Monsoon,658
Mandya,4,7,Monsoon,682
Mandya,4,8,Monsoon,601
Mandya,4,9,Monsoon,638
Mandya,4,10,Post-Monsoon,584
Mandya,4,11,Post-Monsoon,565
Mandya,4,12,Winter,658
Mandya,5,1,Winter,757
Mandya,5,2,Winter,722
Mandya,5,3,Summer,964
Mandya,5,4,Summer,867
Mandya,5,5,Summer,727
Mandya,5,6,Monsoon,697
Mandya,5,7,Monsoon,676
Mandya,5,8,Monsoon,635
Mandya,5,9,Monsoon,774
Mandya,5,10,Post-Monsoon,610
Mandya,5,11,Post-Monsoon,569
Mandya,5,12,Winter,691
Mandya,6,1,Winter,732
Mandya,6,2,Winter,627
Mandya,6,3,Summer,679
Mandya,6,4,Summer,849
Mandya,6,5,Summer,681
Mandya,6,6,Monsoon,575
Mandya,6,7,Monsoon,566
Mandya,6,8,Monsoon,602
Mandya,6,9,Monsoon,540
Mandya,6,10,Post-Monsoon,548
Mandya,6,11,Post-Monsoon,545
Mandya,6,12,Winter,569
Mysuru,0,1,Winter,1075
Mysuru,0,2,Winter,1100
Mysuru,0,3,Summer,1038
Mysuru,0,4,Summer,1235
Mysuru,0,5,Summer,1131
Mysuru,0,6,Monsoon,828
Mysuru,0,7,Monsoon,939
Mysuru,0,8,Monsoon,885
Mysuru,0,9,Monsoon,844
Mysuru,0,10,Post-Monsoon,891
Mysuru,0,11,Post-Monsoon,861
Mysuru,0,12,Winter,846
Mysuru,1,1,Winter,1048
Mysuru,1,2,Winter,995
Mysuru,1,3,Summer,1092
Mysuru,1,4,Summer,1197
Mysuru,1,5,Summer,1061
Mysuru,1,6,Monsoon,986
Mysuru,1,7,Monsoon,879
Mysuru,1,8,Monsoon,933
Mysuru,1,9,Monsoon,959
Mysuru,1,10,Post-Monsoon,947
Mysuru,1,11,Post-Monsoon,1017
Mysuru,1,12,Winter,901
Mysuru,2,1,Winter,1027
Mysuru,2,2,Winter,1097
Mysuru,2,3,Summer,1118
Mysuru,2,4,Summer,1175
Mysuru,2,5,Summer,1087
Mysuru,2,6,Monsoon,976
Mysuru,2,7,Monsoon,847
Mysuru,2,8,Monsoon,976
Mysuru,2,9,Monsoon,915
Mysuru,2,10,Post-Monsoon,890
Mysuru,2,11,Post-Monsoon,1048
Mysuru,2,12,Winter,849
Mysuru,3,1,Winter,1018
Mysuru,3,2,Winter,1171
Mysuru,3,3,Summer,1184
Mysuru,3,4,Summer,1098
Mysuru,3,5,Summer,987
Mysuru,3,6,Monsoon,981
Mysuru,3,7,Monsoon,911
Mysuru,3,8,Monsoon,944
Mysuru,3,9,Monsoon,999
Mysuru,3,10,Post-Monsoon,869
Mysuru,3,11,Post-Monsoon,930
Mysuru,3,12,Winter,908
Mysuru,4,1,Winter,1045
Mysuru,4,2,Winter,1054
Mysuru,4,3,Summer,1337
Mysuru,4,4,Summer,1117
Mysuru,4,5,Summer,998
Mysuru,4,6,Monsoon,894
Mysuru,4,7,Monsoon,787
Mysuru,4,8,Monsoon,807
Mysuru,4,9,Monsoon,819
Mysuru,4,10,Post-Monsoon,878
Mysuru,4,11,Post-Monsoon,908
Mysuru,4,12,Winter,942
Mysuru,5,1,Winter,1041
Mysuru,5,2,Winter,1124
Mysuru,5,3,Summer,1301
Mysuru,5,4,Summer,1060
Mysuru,5,5,Summer,959
Mysuru,5,6,Monsoon,921
Mysuru,5,7,Monsoon,925
Mysuru,5,8,Monsoon,893
Mysuru,5,9,Monsoon,941
Mysuru,5,10,Post-Monsoon,928
Mysuru,5,11,Post-Monsoon,859
Mysuru,5,12,Winter,1086
Mysuru,6,1,Winter,833
Mysuru,6,2,Winter,902
Mysuru,6,3,Summer,825
Mysuru,6,4,Summer,1064
Mysuru,6,5,Summer,871
Mysuru,6,6,Monsoon,705
Mysuru,6,7,Monsoon,748
Mysuru,6,8,Monsoon,743
Mysuru,6,9,Monsoon,738
Mysuru,6,10,Post-Monsoon,813
Mysuru,6,11,Post-Monsoon,721
Mysuru,6,12,Winter,829
Raichur,0,1,Winter,429
Raichur,0,2,Winter,458
Raichur,0,3,Summer,514
Raichur,0,4,Summer,457
Raichur,0,5,Summer,433
Raichur,0,6,Monsoon,466
Raichur,0,7,Monsoon,477
Raichur,0,8,Monsoon,373
Raichur,0,9,Monsoon,333
Raichur,0,10,Post-Monsoon,342
Raichur,0,11,Post-Monsoon,384
Raichur,0,12,Winter,317
Raichur,1,1,Winter,483
Raichur,1,2,Winter,423
Raichur,1,3,Summer,602
Raichur,1,4,Summer,564
Raichur,1,5,Summer,422
Raichur,1,6,Monsoon,442
Raichur,1,7,Monsoon,529
Raichur,1,8,Monsoon,444
Raichur,1,9,Monsoon,358
Raichur,1,10,Post-Monsoon,416
Raichur,1,11,Post-Monsoon,416
Raichur,1,12,Winter,339
Raichur,2,1,Winter,493
Raichur,2,2,Winter,436
Raichur,2,3,Summer,617
Raichur,2,4,Summer,517
Raichur,2,5,Summer,441
Raichur,2,6,Monsoon,414
Raichur,2,7,Monsoon,495
Raichur,2,8,Monsoon,482
Raichur,2,9,Monsoon,375
Raichur,2,10,Post-Monsoon,400
Raichur,2,11,Post-Monsoon,418
Raichur,2,12,Winter,357
Raichur,3,1,Winter,403
Raichur,3,2,Winter,424
Raichur,3,3,Summer,612
Raichur,3,4,Summer,507
Raichur,3,5,Summer,365
Raichur,3,6,Monsoon,449
Raichur,3,7,Monsoon,528
Raichur,3,8,Monsoon,453
Raichur,3,9,Monsoon,380
Raichur,3,10,Post-Monsoon,432
Raichur,3,11,Post-Monsoon,386
Raichur,3,12,Winter,360
Raichur,4,1,Winter,420
Raichur,4,2,Winter,404
Raichur,4,3,Summer,515
Raichur,4,4,Summer,480
Raichur,4,5,Summer,458
Raichur,4,6,Monsoon,448
Raichur,4,7,Monsoon,543
Raichur,4,8,Monsoon,378
Raichur,4,9,Monsoon,396
Raichur,4,10,Post-Monsoon,452
Raichur,4,11,Post-Monsoon,383
Raichur,4,12,Winter,370
Raichur,5,1,Winter,458
Raichur,5,2,Winter,417
Raichur,5,3,Summer,587
Raichur,5,4,Summer,535
Raichur,5,5,Summer,390
Raichur,5,6,Monsoon,387
Raichur,5,7,Monsoon,545
Raichur,5,8,Monsoon,500
Raichur,5,9,Monsoon,379
Raichur,5,10,Post-Monsoon,417
Raichur,5,11,Post-Monsoon,332
Raichur,5,12,Winter,383
Raichur,6,1,Winter,396
Raichur,6,2,Winter,381
Raichur,6,3,Summer,464
Raichur,6,4,Summer,495
Raichur,6,5,Summer,551
Raichur,6,6,Monsoon,343
Raichur,6,7,Monsoon,468
Raichur,6,8,Monsoon,414
Raichur,6,9,Monsoon,300
Raichur,6,10,Post-Monsoon,345
Raichur,6,11,Post-Monsoon,288
Raichur,6,12,Winter,309
Ramanagara,0,1,Winter,573
Ramanagara,0,2,Winter,729
Ramanagara,0,3,Summer,565
Ramanagara,0,4,Summer,541
Ramanagara,0,5,Summer,585
Ramanagara,0,6,Monsoon,534
Ramanagara,0,7,Monsoon,627
Ramanagara,0,8,Monsoon,555
Ramanagara,0,9,Monsoon,503
Ramanagara,0,10,Post-Monsoon,501
Ramanagara,0,11,Post-Monsoon,510
Ramanagara,0,12,Winter,491
Ramanagara,1,1,Winter,581
Ramanagara,1,2,Winter,738
Ramanagara,1,3,Summer,595
Ramanagara,1,4,Summer,517
Ramanagara,1,5,Summer,527
Ramanagara,1,6,Monsoon,561
Ramanagara,1,7,Monsoon,581
Ramanagara,1,8,Monsoon,575
Ramanagara,1,9,Monsoon,573
Ramanagara,1,10,Post-Monsoon,482
Ramanagara,1,11,Post-Monsoon,515
Ramanagara,1,12,Winter,488
Ramanagara,2,1,Winter,534
Ramanagara,2,2,Winter,707
Ramanagara,2,3,Summer,605
Ramanagara,2,4,Summer,505
Ramanagara,2,5,Summer,522
Ramanagara,2,6,Monsoon,617
Ramanagara,2,7,Monsoon,434
Ramanagara,2,8,Monsoon,535
Ramanagara,2,9,Monsoon,543
Ramanagara,2,10,Post-Monsoon,430
Ramanagara,2,11,Post-Monsoon,501
Ramanagara,2,12,Winter,471
Ramanagara,3,1,Winter,548
Ramanagara,3,2,Winter,666
Ramanagara,3,3,Summer,576
Ramanagara,3,4,Summer,549
Ramanagara,3,5,Summer,428
Ramanagara,3,6,Monsoon,679
Ramanagara,3,7,Monsoon,495
Ramanagara,3,8,Monsoon,539
Ramanagara,3,9,Monsoon,498
Ramanagara,3,10,Post-Monsoon,471
Ramanagara,3,11,Post-Monsoon,469
Ramanagara,3,12,Winter,541
Ramanagara,4,1,Winter,564
Ramanagara,4,2,Winter,650
Ramanagara,4,3,Summer,537
Ramanagara,4,4,Summer,541
Ramanagara,4,5,Summer,510
Ramanagara,4,6,Monsoon,700
Ramanagara,4,7,Monsoon,495
Ramanagara,4,8,Monsoon,446
Ramanagara,4,9,Monsoon,504
Ramanagara,4,10,Post-Monsoon,475
Ramanagara,4,11,Post-Monsoon,413
Ramanagara,4,12,Winter,508
Ramanagara,5,1,Winter,520
Ramanagara,5,2,Winter,566
Ramanagara,5,3,Summer,477
Ramanagara,5,4,Summer,575
Ramanagara,5,5,Summer,466
Ramanagara,5,6,Monsoon,521
Ramanagara,5,7,Monsoon,667
Ramanagara,5,8,Monsoon,462
Ramanagara,5,9,Monsoon,507
Ramanagara,5,10,Post-Monsoon,551
Ramanagara,5,11,Post-Monsoon,485
Ramanagara,5,12,Winter,515
Ramanagara,6,1,Winter,444
Ramanagara,6,2,Winter,458
Ramanagara,6,3,Summer,428
Ramanagara,6,4,Summer,479
Ramanagara,6,5,Summer,463
Ramanagara,6,6,Monsoon,389
Ramanagara,6,7,Monsoon,551
Ramanagara,6,8,Monsoon,457
Ramanagara,6,9,Monsoon,387
Ramanagara,6,10,Post-Monsoon,413
Ramanagara,6,11,Post-Monsoon,386
Ramanagara,6,12,Winter,412
Shivamogga,0,1,Winter,810
Shivamogga,0,2,Winter,1147
Shivamogga,0,3,Summer,722
Shivamogga,0,4,Summer,784
Shivamogga,0,5,Summer,923
Shivamogga,0,6,Monsoon,731
Shivamogga,0,7,Monsoon,720
Shivamogga,0,8,Monsoon,659
Shivamogga,0,9,Monsoon,514
Shivamogga,0,10,Post-Monsoon,744
