unit_name,canonical_name,parent_district,kgis_code,count,n_with_coord,mean_lat,mean_lng
Bengaluru Rural Rly PS,Karnataka Railways,,,1057,97,13.173392,77.426432
Bidar Rly PS,Karnataka Railways,,,206,75,17.949811,77.391545
Byappanahalli Rly PS,Karnataka Railways,,,203,60,13.01715,77.64908
Davanagere Rly PS,Karnataka Railways,,,312,54,14.372615,76.012548
Gadag Rly PS,Karnataka Railways,,,296,101,15.410054,75.852141
Hubballi Rly PS,Karnataka Railways,,,841,189,15.207416,75.217619
Mangaluru Rly PS,Karnataka Railways,,,190,34,12.851857,74.891746
Mysuru Rly PS,Karnataka Railways,,,626,201,12.498166,76.658076
Raichur Rly PS,Karnataka Railways,,,751,293,16.431393,77.249947
Shivamogga Rly PS,Karnataka Railways,,,118,33,13.919251,75.570831
Vijayapura Rly PS,Karnataka Railways,,,248,91,16.503071,75.778329
Wadi Rly PS,Karnataka Railways,,,1674,218,15.754958,76.387116
Bhagamandala PS,Kodagu,Kodagu,25,511,511,12.3844,75.540816
Gonikoppa PS,Kodagu,Kodagu,25,1299,1299,12.184219,75.927361
Kodagu CEN Crime PS,Kodagu,Kodagu,25,280,280,12.418657,75.708103
Kodagu Women PS,Kodagu,Kodagu,25,247,247,12.399338,75.73939
Kushalanagar Rural PS,Kodagu,Kodagu,25,1238,1238,12.483307,75.941355
Kushalnagar Town PS,Kodagu,Kodagu,25,872,872,12.456405,75.954376
Kushalnagar Traffic PS,Kodagu,Kodagu,25,643,643,12.416767,75.796401
Kutta PS,Kodagu,Kodagu,25,450,450,11.970168,76.055723
Madikeri Rural PS,Kodagu,Kodagu,25,1982,1982,12.417874,75.71399
Madikeri Town PS,Kodagu,Kodagu,25,952,952,12.421416,75.739479
Madikeri Traffic  PS,Kodagu,Kodagu,25,247,247,12.397738,75.686003
Napoklu PS,Kodagu,Kodagu,25,814,814,12.300675,75.681544
Ponnampet PS,Kodagu,Kodagu,25,1151,1151,12.145337,75.955513
Shanivarasanthe PS,Kodagu,Kodagu,25,1483,1483,12.721539,75.88492
Siddapura PS,Kodagu,Kodagu,25,1173,1173,12.297769,75.873208
Somwarpet PS,Kodagu,Kodagu,25,1906,1906,12.53593,75.816089
Srimangala PS,Kodagu,Kodagu,25,629,629,12.058494,75.949992
Sunticoppa PS,Kodagu,Kodagu,25,883,883,12.451879,75.824366
Virajpet Rural PS,Kodagu,Kodagu,25,1343,1343,12.198747,75.792725
Virajpet Town PS,Kodagu,Kodagu,25,1144,1144,12.193684,75.799211
Gownapalli PS,Kolar,Kolar,19,647,647,13.509505,78.225165
Gulpet PS,Kolar,Kolar,19,1001,1001,13.145159,78.131976
Kolar CEN Crime PS,Kolar,Kolar,19,364,364,13.136593,78.129138
Kolar Rural PS,Kolar,Kolar,19,4410,4410,13.147185,78.140685
Kolar Town PS,Kolar,Kolar,19,1576,1576,13.131441,78.132616
Kolar Traffic PS,Kolar,Kolar,19,763,763,13.175849,78.250605
Kolar Women PS,Kolar,Kolar,19,298,298,13.136167,78.139807
Malur PS,Kolar,Kolar,19,3238,3238,12.994501,77.919435
Masti PS,Kolar,Kolar,19,1163,1163,12.875017,77.998692
Mulbagal Rural PS,Kolar,Kolar,19,1891,1891,13.064691,78.418305
Mulbagal Town PS,Kolar,Kolar,19,1374,1374,13.167839,78.392202
Nangli PS,Kolar,Kolar,19,1325,1325,13.194622,78.531594
Rayalpad PS,Kolar,Kolar,19,768,768,13.524206,78.342395
Srinivasapura PS,Kolar,Kolar,19,2567,2567,13.33904,78.21155
Vemagal PS,Kolar,Kolar,19,2263,2263,13.191879,78.008024
Alwandi PS,Koppal,Koppal,07,1125,1125,15.23408,75.988465
Bevoor PS,Koppal,Koppal,07,1073,1073,15.570505,76.176697
Gangavathi Rural PS,Koppal,Koppal,07,2700,2700,15.431447,76.522699
Gangavathi Town PS,Koppal,Koppal,07,2090,2090,15.427285,76.529248
Gangavathi Traffic PS,Koppal,Koppal,07,327,327,15.503107,76.424446
Hanumasagar PS,Koppal,Koppal,07,1260,1260,15.870058,76.02648
Kanakagiri PS,Koppal,Koppal,07,1390,1390,15.579479,76.426181
Karatagi PS,Koppal,Koppal,07,2348,2348,15.586616,76.651815
Koppal CEN Crime PS,Koppal,Koppal,07,134,134,15.378237,76.181334
Koppal Rural PS,Koppal,Koppal,07,2136,2136,15.371355,76.184341
Koppal Town PS,Koppal,Koppal,07,1216,1216,15.348708,76.160609
Koppal Traffic PS,Koppal,Koppal,07,339,339,15.441565,76.222748
Koppal Women PS,Koppal,Koppal,07,335,335,15.360372,76.168728
Kuknoor PS,Koppal,Koppal,07,1293,1293,15.474064,75.993889
Kushtagi PS,Koppal,Koppal,07,2323,2323,15.764694,76.184596
Munirabad PS,Koppal,Koppal,07,2352,2352,15.302133,76.315841
Tavaregera PS,Koppal,Koppal,07,1211,1211,15.774675,76.393237
Yelburga PS,Koppal,Koppal,07,1274,1274,15.608652,76.017281
Arakere PS,Mandya,Mandya,22,1924,1924,12.410678,76.813574
Basaralu PS,Mandya,Mandya,22,742,742,12.705498,76.818475
Belakavadi PS,Mandya,Mandya,22,1196,1196,12.257097,77.121902
Bellur PS,Mandya,Mandya,22,2128,2128,12.981212,76.735465
Besagaraghalli PS,Mandya,Mandya,22,1033,1033,12.635874,77.005978
Bindiganavile PS,Mandya,Mandya,22,1072,1072,12.884781,76.63197
Halagur PS,Mandya,Mandya,22,2063,2063,12.430776,77.221068
K.M. Doddi PS,Mandya,Mandya,22,2390,2390,12.488859,77.035158
K.R. Pet Rural PS,Mandya,Mandya,22,2535,2535,12.657769,76.487513
K.R. Pet Town PS,Mandya,Mandya,22,2806,2806,12.659736,76.488365
K.R. Sagar PS,Mandya,Mandya,22,2171,2171,12.406844,76.572607
Keragodu PS,Mandya,Mandya,22,1557,1557,12.640669,76.907898
Kesthur PS,Mandya,Mandya,22,1231,1231,12.69165,77.060225
Kikkeri PS,Mandya,Mandya,22,1830,1830,12.756236,76.415907
Kirugavalu PS,Mandya,Mandya,22,1245,1245,12.358027,76.944588
Koppa PS,Mandya,Mandya,22,1176,1176,12.708413,76.956971
Maddur PS,Mandya,Mandya,22,3384,3384,12.586284,77.042384
Maddur Traffic PS,Mandya,Mandya,22,1356,1356,12.633773,76.747735
Malavalli Rural PS,Mandya,Mandya,22,2176,2176,12.384293,77.059875
Malavalli Town PS,Mandya,Mandya,22,1036,1036,12.375392,77.001423
Mandya CEN Crime PS,Mandya,Mandya,22,289,289,12.525965,76.892429
Mandya Central PS,Mandya,Mandya,22,825,825,12.52676,76.88784
Mandya East PS,Mandya,Mandya,22,1336,1336,12.528476,76.901193
Mandya Rural PS,Mandya,Mandya,22,4943,4943,12.519271,76.883995
Mandya Traffic PS,Mandya,Mandya,22,1021,1021,12.611227,76.76658
Mandya West PS,Mandya,Mandya,22,1809,1809,12.522534,76.889445
Mandya Women PS,Mandya,Mandya,22,352,352,12.53186,76.901943
Melukote PS,Mandya,Mandya,22,1328,1328,12.660621,76.647803
Nagamangala Rural PS,Mandya,Mandya,22,2084,2084,12.828951,76.758611
Nagamangala Town PS,Mandya,Mandya,22,1510,1510,12.819436,76.755682
Pandavapura PS,Mandya,Mandya,22,3216,3216,12.503218,76.671942
Shivalli PS,Mandya,Mandya,22,1169,1169,12.585852,76.823571
Srirangapatna PS,Mandya,Mandya,22,2822,2822,12.424882,76.681129
Srirangapatna Rural PS,Mandya,Mandya,22,1946,1946,12.415497,76.690672
Bajpe PS,Mangaluru City,Dakshina Kannada,24,2035,2035,12.974478,74.891123
Barke PS,Mangaluru City,Dakshina Kannada,24,842,842,12.886087,74.832641
CEN Crime PS Mangaluru City,Mangaluru City,Dakshina Kannada,24,430,430,12.90474,74.8405
Cyber Crime PS Mangaluru City,Mangaluru City,Dakshina Kannada,24,341,341,12.864155,74.833505
E and N Crime PS Mangaluru City,Mangaluru City,Dakshina Kannada,24,218,218,12.866021,74.847729
Kankanady Town PS,Mangaluru City,Dakshina Kannada,24,1348,1348,12.871129,74.874608
Kavoor PS,Mangaluru City,Dakshina Kannada,24,1338,1338,12.923345,74.850451
Konaje PS,Mangaluru City,Dakshina Kannada,24,1534,1534,12.799333,74.906081
Mangalore East PS,Mangaluru City,Dakshina Kannada,24,1757,1757,12.842875,75.091971
Mangalore East Traffic PS,Mangaluru City,Dakshina Kannada,24,1482,1482,12.866623,74.940852
Mangalore North PS,Mangaluru City,Dakshina Kannada,24,1547,1547,12.839307,75.108042
Mangalore Rural PS,Mangaluru City,Dakshina Kannada,24,1400,1400,12.882122,75.002391
Mangalore South PS,Mangaluru City,Dakshina Kannada,24,1792,1792,12.832114,75.069013
Mangalore West Traffic PS,Mangaluru City,Dakshina Kannada,24,696,696,12.843092,75.094724
Mangalore Women PS,Mangaluru City,Dakshina Kannada,24,660,660,12.854883,75.057137
Moodabidre PS,Mangaluru City,Dakshina Kannada,24,2699,2699,13.070292,74.987776
Mulki PS,Mangaluru City,Dakshina Kannada,24,1110,1110,13.0865,74.794667
Panambur PS,Mangaluru City,Dakshina Kannada,24,1081,1081,12.941355,74.816841
Surathkal PS,Mangaluru City,Dakshina Kannada,24,1609,1609,12.974296,74.787667
Traffic North Police Station,Mangaluru City,Dakshina Kannada,24,2152,2152,12.891504,75.009281
Traffic South Police Station,Mangaluru City,Dakshina Kannada,24,1954,1954,12.79872,74.993874
Ullal PS,Mangaluru City,Dakshina Kannada,24,2414,2414,12.802982,74.832409
Urva PS,Mangaluru City,Dakshina Kannada,24,1105,1105,12.860978,74.797434
Antharasanthe PS,Mysuru,Mysuru,26,973,973,12.341153,76.512135
Bannur PS,Mysuru,Mysuru,26,2845,2845,12.332352,76.865403
Bettadapura PS,Mysuru,Mysuru,26,2001,2001,12.466022,76.102206
Biligere PS,Mysuru,Mysuru,26,1457,1457,12.077921,76.709729
Bilikere PS,Mysuru,Mysuru,26,2859,2859,12.336885,76.444173
Bylakuppe PS,Mysuru,Mysuru,26,1147,1147,12.426008,75.996999
H.D. Kote PS,Mysuru,Mysuru,26,2928,2928,12.09333,76.330731
Hullahalli PS,Mysuru,Mysuru,26,1604,1604,12.085652,76.550878
Hunusur Rural PS,Mysuru,Mysuru,26,3787,3787,12.30573,76.290805
Hunusur Town PS,Mysuru,Mysuru,26,2478,2478,12.305527,76.290425
Jayapura PS,Mysuru,Mysuru,26,1635,1635,12.207298,76.554592
K.R. Nagar PS,Mysuru,Mysuru,26,3747,3747,12.440443,76.372907
Kowlande PS,Mysuru,Mysuru,26,1463,1463,12.037548,76.791995
Mysuru CEN Crime PS,Mysuru,Mysuru,26,262,262,12.313988,76.663827
Mysuru South PS,Mysuru,Mysuru,26,2647,2647,12.243571,76.615166
Mysuru Women PS,Mysuru,Mysuru,26,340,340,12.284476,76.504395
Nanjanagudu Rural PS,Mysuru,Mysuru,26,2481,2481,12.113251,76.67156
Nanjanagudu Town PS,Mysuru,Mysuru,26,1208,1208,12.118178,76.66052
Nanjangudu Traffic PS,Mysuru,Mysuru,26,1291,1291,12.176486,76.63877
Periyapatna PS,Mysuru,Mysuru,26,2769,2769,12.336773,76.090742
Saligrama PS,Mysuru,Mysuru,26,1747,1747,12.563453,76.272102
Saragur PS,Mysuru,Mysuru,26,1413,1413,12.003415,76.395484
T. Narasipura PS,Mysuru,Mysuru,26,3197,3197,12.212582,76.887732
Talakadu PS,Mysuru,Mysuru,26,956,956,12.19019,77.0296
Varuna PS,Mysuru,Mysuru,26,1677,1677,12.253734,76.766757
Yelawala PS,Mysuru,Mysuru,26,1687,1687,12.351708,76.528022
Alanahally PS,Mysuru City,Mysuru,26,913,913,12.303581,76.703584
Ashokpuram PS,Mysuru City,Mysuru,26,808,808,12.288812,76.631591
CEN Crime PS Mysuru City,Mysuru City,Mysuru,26,1201,1201,12.311308,76.66309
Devaraja PS,Mysuru City,Mysuru,26,1347,1347,12.312288,76.646574
Deveraja Traffic PS,Mysuru City,Mysuru,26,460,460,12.252687,76.640431
E and N Crime PS Mysuru City,Mysuru City,Mysuru,26,42,42,12.319309,76.65739
Hebbal PS,Mysuru City,Mysuru,26,579,579,12.351091,76.612752
Jayalakshmipuram PS,Mysuru City,Mysuru,26,571,571,12.322203,76.617852
Krishnaraja PS,Mysuru City,Mysuru,26,1234,1234,12.289769,76.591847
Krishnaraja Traffic PS,Mysuru City,Mysuru,26,1637,1637,12.247351,76.631196
Kuvempunagar PS,Mysuru City,Mysuru,26,1163,1163,12.285861,76.626907
Lashkar PS,Mysuru City,Mysuru,26,893,893,12.309216,76.64671
Laxmipuram PS,Mysuru City,Mysuru,26,565,565,12.29877,76.642767
Mandi PS,Mysuru City,Mysuru,26,1319,1319,12.316679,76.647062
Metagalli PS,Mysuru City,Mysuru,26,1354,1354,12.348883,76.631712
Mysuru City Women PS,Mysuru City,Mysuru,26,1080,1080,12.307865,76.657503
Narasimharaja PS,Mysuru City,Mysuru,26,1792,1792,12.336047,76.663113
Narasimharaja Traffic PS,Mysuru City,Mysuru,26,896,896,12.278819,76.64486
Nazarbad PS,Mysuru City,Mysuru,26,1888,1888,12.306523,76.637297
Saraswathipuram PS,Mysuru City,Mysuru,26,1311,1311,12.302376,76.622335
Siddarthanagar Traffic PS,Mysuru City,Mysuru,26,1478,1478,12.250628,76.657096
Udayagiri PS,Mysuru City,Mysuru,26,2288,2288,12.325345,76.680412
V V Puram Traffic PS,Mysuru City,Mysuru,26,1897,1897,12.26385,76.618373
V.V. Puram PS,Mysuru City,Mysuru,26,786,786,12.327855,76.632883
Vidyaranyarpuram PS,Mysuru City,Mysuru,26,931,931,12.266948,76.64497
Vijayanagar PS,Mysuru City,Mysuru,26,2077,2077,12.338995,76.600047
Balaganoor PS,Raichur,Raichur,06,1258,1258,15.943247,76.755642
Devadurga PS,Raichur,Raichur,06,2331,2331,16.399335,76.90503
Devadurga Traffic PS,Raichur,Raichur,06,109,109,16.424263,76.934135
Gabbur PS,Raichur,Raichur,06,1213,1213,16.298763,77.15342
Hutti PS,Raichur,Raichur,06,1883,1883,16.189529,76.624495
Idapanur PS,Raichur,Raichur,06,822,822,16.005703,77.45707
Jalhalli PS,Raichur,Raichur,06,1398,1398,16.348109,76.75743
Kowthal PS,Raichur,Raichur,06,1132,1132,16.083521,76.811183
Lingasugur PS,Raichur,Raichur,06,2754,2754,16.162037,76.515071
Manvi PS,Raichur,Raichur,06,2416,2416,15.980971,77.04498
Market Yard PS,Raichur,Raichur,06,1016,1016,16.216253,77.358655
Maski PS,Raichur,Raichur,06,1427,1427,15.957049,76.635163
Mudgal PS,Raichur,Raichur,06,1572,1572,16.007846,76.426108
Netajinagar PS,Raichur,Raichur,06,767,767,16.200287,77.369027
Raichur CEN Crime PS,Raichur,Raichur,06,183,183,16.203097,77.289361
Raichur Rural PS,Raichur,Raichur,06,1678,1678,16.221572,77.350677
Raichur Traffic PS,Raichur,Raichur,06,579,579,16.12223,77.105546
Raichur West PS,Raichur,Raichur,06,1311,1311,16.192888,77.340704
Raichur Women PS,Raichur,Raichur,06,870,870,16.184423,77.347265
Sadar Bazar PS,Raichur,Raichur,06,1171,1171,16.199456,77.353695
Shakti Nagar PS,Raichur,Raichur,06,752,752,16.369182,77.353418
Sindanoor Rural PS,Raichur,Raichur,06,2123,2123,15.775713,76.770903
Sindanur Traffic PS,Raichur,Raichur,06,537,537,15.967758,76.854835
Sindhanoor Town PS,Raichur,Raichur,06,1466,1466,15.767636,76.756278
Sirwar PS,Raichur,Raichur,06,1708,1708,16.167626,77.017237
Turvihal PS,Raichur,Raichur,06,1722,1722,15.765524,76.605055
Yapaladinni PS,Raichur,Raichur,06,760,760,16.292782,77.519516
Yeregera PS,Raichur,Raichur,06,1538,1538,16.08003,77.404574
Akkur PS,Ramanagara,Ramanagara,29,1748,1748,12.696713,77.282671
Bidadi PS,Ramanagara,Ramanagara,29,3444,3444,12.800242,77.386159
Channapatna East PS,Ramanagara,Ramanagara,29,811,811,12.662597,77.216149
Channapatna Rural PS,Ramanagara,Ramanagara,29,2202,2202,12.673626,77.212601
Channapatna Town PS,Ramanagara,Ramanagara,29,962,962,12.635234,77.202886
Channapatna Traffic PS,Ramanagara,Ramanagara,29,1265,1265,12.482106,77.395624
Harohalli PS,Ramanagara,Ramanagara,29,3126,3126,12.681342,77.469756
Ijoor PS,Ramanagara,Ramanagara,29,914,914,12.72914,77.284112
Kaggalipura PS,Ramanagara,Ramanagara,29,3248,3248,12.799897,77.50924
Kanakapura Rural PS,Ramanagara,Ramanagara,29,1550,1550,12.551372,77.423908
Kanakapura Town PS,Ramanagara,Ramanagara,29,1210,1210,12.547129,77.422608
Kanakapura Traffic PS,Ramanagara,Ramanagara,29,456,456,12.711402,77.328736
Kodihalli PS,Ramanagara,Ramanagara,29,1422,1422,12.434384,77.49709
Kudur PS,Ramanagara,Ramanagara,29,3334,3334,13.104701,77.16666
Kumbalagudu PS,Ramanagara,Ramanagara,29,2647,2647,12.875542,77.443473
M.K. Doddi PS,Ramanagara,Ramanagara,29,1019,1019,12.567266,76.971683
Magadi PS,Ramanagara,Ramanagara,29,2541,2541,12.949597,77.227503
Ramanagara CEN Crime PS,Ramanagara,Ramanagara,29,665,665,12.726383,77.3119
Ramanagara Rural PS,Ramanagara,Ramanagara,29,3082,3082,12.717477,77.28436
Ramanagara Town PS,Ramanagara,Ramanagara,29,1127,1127,12.719062,77.280441
Ramanagara Traffic PS,Ramanagara,Ramanagara,29,1472,1472,12.720486,77.315664
Ramanagara Women PS,Ramanagara,Ramanagara,29,803,803,12.72367,77.293095
Sathanoor PS,Ramanagara,Ramanagara,29,1867,1867,12.759824,77.352106
Tavarekere PS,Ramanagara,Ramanagara,29,3317,3317,12.964481,77.399725
Agumbe PS,Shivamogga,Shivamogga,15,811,811,13.529891,75.113502
Anandapura PS,Shivamogga,Shivamogga,15,197,197,14.082505,75.194788
Anavatti PS,Shivamogga,Shivamogga,15,1739,1739,14.557758,75.149661
Bhadravathi New Town PS,Shivamogga,Shivamogga,15,1624,1624,13.831674,75.684016
Bhadravathi Old Town PS,Shivamogga,Shivamogga,15,1694,1694,13.846607,75.700788
Bhadravathi Rural PS,Shivamogga,Shivamogga,15,2604,2604,13.815988,75.680081
Bhadravathi Traffic PS,Shivamogga,Shivamogga,15,759,759,13.982716,75.403335
Doddapete PS,Shivamogga,Shivamogga,15,3836,3836,13.927752,75.566138
Holehonnur PS,Shivamogga,Shivamogga,15,3224,3224,13.98559,75.689893
Hosamane PS,Shivamogga,Shivamogga,15,1598,1598,13.847573,75.705713
Hosanagara PS,Shivamogga,Shivamogga,15,1244,1244,13.922981,75.075034
Jayanagara PS,Shivamogga,Shivamogga,15,1175,1175,13.430757,76.831894
Jog PS,Shivamogga,Shivamogga,15,62,62,14.079785,75.181059
Kargal PS,Shivamogga,Shivamogga,15,611,611,14.15001,74.791257
Kote PS,Shivamogga,Shivamogga,15,1579,1579,13.929094,75.582137
Kumsi PS,Shivamogga,Shivamogga,15,2371,2371,14.057564,75.395344
Malur PS,Shivamogga,Shivamogga,15,1246,1246,13.731039,75.343294
Nagara PS,Shivamogga,Shivamogga,15,730,730,13.807346,75.027242
Paper Town PS,Shivamogga,Shivamogga,15,1450,1450,13.817156,75.699279
Ripponpet PS,Shivamogga,Shivamogga,15,1428,1428,13.992985,75.233292
Sagar Rural PS,Shivamogga,Shivamogga,15,3655,3655,14.166262,75.038415
Sagar Town PS,Shivamogga,Shivamogga,15,2608,2608,14.166964,75.026023
Shikaripura Rural PS,Shivamogga,Shivamogga,15,2636,2636,14.267087,75.352885
Shikaripura Town PS,Shivamogga,Shivamogga,15,1171,1171,14.260819,75.360602
Shiralakoppa PS,Shivamogga,Shivamogga,15,1912,1912,14.382537,75.250401
Shivamogga CEN Crime PS,Shivamogga,Shivamogga,15,933,933,13.929156,75.565123
Shivamogga East Traffic PS,Shivamogga,Shivamogga,15,1109,1109,14.028652,75.321439
Shivamogga Rural PS,Shivamogga,Shivamogga,15,3995,3995,13.93289,75.56769
Shivamogga West Traffic PS,Shivamogga,Shivamogga,15,1319,1319,13.994341,75.401708
Shivamogga Women PS,Shivamogga,Shivamogga,15,978,978,13.913628,75.550086
Soraba PS,Shivamogga,Shivamogga,15,1641,1641,14.377569,75.099977
Thirthahalli PS,Shivamogga,Shivamogga,15,2576,2576,13.698921,75.247736
Tunga Nagar PS,Shivamogga,Shivamogga,15,4781,4781,13.978256,75.351219
Vinobanagara PS,Shivamogga,Shivamogga,15,2042,2042,13.941894,75.554538
Amruthur PS,Tumakuru,Tumakuru,18,1463,1463,12.937787,76.921299
Arasikere PS,Tumakuru,Tumakuru,18,807,807,14.418398,76.535291
Badavanahalli PS,Tumakuru,Tumakuru,18,950,950,13.682712,77.076568
Bellavi PS,Tumakuru,Tumakuru,18,610,610,13.39142,77.042003
Chandrashekarpura PS,Tumakuru,Tumakuru,18,858,858,13.157983,76.895686
Chelur PS,Tumakuru,Tumakuru,18,1513,1513,13.438121,76.890683
Chikkanayakanahalli PS,Tumakuru,Tumakuru,18,1360,1360,13.404869,76.585375
Dandina Shivara PS,Tumakuru,Tumakuru,18,775,775,13.244119,76.715773
Gubbi PS,Tumakuru,Tumakuru,18,2525,2525,13.307853,76.914069
Handanakere PS,Tumakuru,Tumakuru,18,881,881,13.497912,76.458292
Hebbur PS,Tumakuru,Tumakuru,18,1786,1786,13.224157,77.018724
Honnavalli PS,Tumakuru,Tumakuru,18,971,971,13.328625,76.408708
Huliyar PS,Tumakuru,Tumakuru,18,1480,1480,13.584843,76.544375
Huliyurdurga PS,Tumakuru,Tumakuru,18,1765,1765,12.817652,77.034206
Jayanagara PS,Tumakuru,Tumakuru,18,1179,1179,13.319094,77.115129
Kallambella PS,Tumakuru,Tumakuru,18,1927,1927,13.632399,76.940906
Kibbanhalli PS,Tumakuru,Tumakuru,18,799,799,13.404918,76.650462
Kodigenahalli PS,Tumakuru,Tumakuru,18,1101,1101,13.713795,77.37642
Kolala PS,Tumakuru,Tumakuru,18,810,810,13.388513,77.299045
Kora PS,Tumakuru,Tumakuru,18,1523,1523,13.452585,77.069121
Koratagere PS,Tumakuru,Tumakuru,18,2163,2163,13.523773,77.238065
Kunigal PS,Tumakuru,Tumakuru,18,3171,3171,13.019285,77.025493
Kyathasandra PS,Tumakuru,Tumakuru,18,2366,2366,13.306622,77.160851
Madhugiri PS,Tumakuru,Tumakuru,18,1625,1625,13.663771,77.208137
Medigeshi PS,Tumakuru,Tumakuru,18,1032,1032,13.824653,77.213348
New Extention PS,Tumakuru,Tumakuru,18,1090,1090,13.336818,77.113493
Nonavinakere PS,Tumakuru,Tumakuru,18,964,964,13.17078,76.538514
Patanayakanahalli PS,Tumakuru,Tumakuru,18,1100,1100,13.89559,76.813496
Pavagada PS,Tumakuru,Tumakuru,18,2273,2273,14.091365,77.282396
Sira PS,Tumakuru,Tumakuru,18,3330,3330,13.738911,76.903714
Tavarekere PS,Tumakuru,Tumakuru,18,1015,1015,13.801289,76.80426
Thilak Park PS,Tumakuru,Tumakuru,18,1047,1047,13.335989,77.091969
Thirumani PS,Tumakuru,Tumakuru,18,555,555,14.234427,77.414463
Tiptur Rural PS,Tumakuru,Tumakuru,18,948,948,13.258037,76.471588
Tiptur Town PS,Tumakuru,Tumakuru,18,1725,1725,13.261244,76.466723
Tumakuru CEN Crime PS,Tumakuru,Tumakuru,18,805,805,13.388549,76.945699
Tumakuru Rural PS,Tumakuru,Tumakuru,18,2386,2386,13.344294,77.094582
Tumakuru Town PS,Tumakuru,Tumakuru,18,2212,2212,13.337403,77.100553
Tumakuru Traffic PS,Tumakuru,Tumakuru,18,2421,2421,13.375884,77.006903
Tumakuru Women PS,Tumakuru,Tumakuru,18,1050,1050,13.330026,77.018839
Turuvekere PS,Tumakuru,Tumakuru,18,2351,2351,13.14484,76.681701
Y.N. Hosakote PS,Tumakuru,Tumakuru,18,841,841,14.258539,77.181639
Ajekar PS,Udupi,Udupi,16,348,348,13.317441,75.002048
Amasebailu PS,Udupi,Udupi,16,396,396,13.610181,74.952387
Brahmavar PS,Udupi,Udupi,16,2126,2126,13.435798,74.753053
Byndoor PS,Udupi,Udupi,16,2287,2287,13.85175,74.628986
Gangolli PS,Udupi,Udupi,16,1138,1138,13.688045,74.663286
Hebri PS,Udupi,Udupi,16,794,794,13.455384,74.98645
Hiriadka PS,Udupi,Udupi,16,734,734,13.351185,74.852183
Kapu PS,Udupi,Udupi,16,1595,1595,13.241104,74.747651
Karkala Rural PS,Udupi,Udupi,16,1309,1309,13.214367,74.982006
Karkala Town PS,Udupi,Udupi,16,1434,1434,13.223456,74.967675
Kollur PS,Udupi,Udupi,16,686,686,13.825116,74.802286
Kota PS,Udupi,Udupi,16,2171,2171,13.524844,74.716219
Kundapura PS,Udupi,Udupi,16,1620,1620,13.628883,74.691554
Kundapura Rural PS,Udupi,Udupi,16,536,536,13.635367,74.756143
Kundapura Traffic PS,Udupi,Udupi,16,1219,1219,13.59082,74.757406
Malpe PS,Udupi,Udupi,16,1165,1165,13.361949,74.704112
Manipal PS,Udupi,Udupi,16,1831,1831,13.345759,74.782534
Padubidri PS,Udupi,Udupi,16,1207,1207,13.1445,74.76957
Shankaranarayana PS,Udupi,Udupi,16,1241,1241,13.604399,74.871053
Shirva PS,Udupi,Udupi,16,865,865,13.222033,74.817422
Udupi CEN Crime PS,Udupi,Udupi,16,690,690,13.368501,74.768202
Udupi Town PS,Udupi,Udupi,16,1622,1622,13.333476,74.747482
Udupi Traffic PS,Udupi,Udupi,16,1040,1040,13.456469,74.841908
Udupi Women PS,Udupi,Udupi,16,377,377,13.352759,74.755312
Ambikanagar  PS,Uttara Kannada,Uttara Kannada,10,101,101,15.133624,74.665518
Ankola PS,Uttara Kannada,Uttara Kannada,10,2168,2168,14.650736,74.321766
Banavasi PS,Uttara Kannada,Uttara Kannada,10,1012,1012,14.574222,75.006414
Bhatkal Rural PS,Uttara Kannada,Uttara Kannada,10,1270,1270,13.997655,74.544268
Bhatkal Town PS,Uttara Kannada,Uttara Kannada,10,1626,1626,13.991282,74.551401
Chittakula PS,Uttara Kannada,Uttara Kannada,10,718,718,14.862748,74.135667
Dandeli Rural PS,Uttara Kannada,Uttara Kannada,10,618,618,15.255232,74.622902
Dandeli Town PS,Uttara Kannada,Uttara Kannada,10,1038,1038,15.253943,74.620689
Gokarna PS,Uttara Kannada,Uttara Kannada,10,895,895,14.542654,74.328826
Haliyal PS,Uttara Kannada,Uttara Kannada,10,1891,1891,15.321883,74.7731
Honnavara PS,Uttara Kannada,Uttara Kannada,10,3271,3271,14.287432,74.458977
Joida PS,Uttara Kannada,Uttara Kannada,10,369,369,15.142293,74.477256
Kadra PS,Uttara Kannada,Uttara Kannada,10,213,213,14.906013,74.335892
Karwar Rural PS,Uttara Kannada,Uttara Kannada,10,748,748,14.80342,74.151193
Karwar Town PS,Uttara Kannada,Uttara Kannada,10,1031,1031,14.811723,74.129478
Karwar Traffic PS,Uttara Kannada,Uttara Kannada,10,483,483,14.812104,74.130199
Kumta PS,Uttara Kannada,Uttara Kannada,10,2340,2340,14.433592,74.42349
Mallapura PS,Uttara Kannada,Uttara Kannada,10,288,288,14.892192,74.324153
Manki PS,Uttara Kannada,Uttara Kannada,10,1025,1025,14.191856,74.486784
Mundgod PS,Uttara Kannada,Uttara Kannada,10,1719,1719,14.948122,75.033076
Murudeshwar PS,Uttara Kannada,Uttara Kannada,10,1236,1236,14.093892,74.488233
Ramanagar PS,Uttara Kannada,Uttara Kannada,10,711,711,15.404467,74.474349
Siddapura PS,Uttara Kannada,Uttara Kannada,10,1740,1740,14.353076,74.870971
Sirsi New Market PS,Uttara Kannada,Uttara Kannada,10,1231,1231,14.667525,74.774145
