lat,lng,time_bucket,major_head,year,count
13.58,74.86,Night,BURGLARY - NIGHT,2021,1
13.58,74.86,Night,BURGLARY - NIGHT,2022,1
13.58,74.88,Night,BURGLARY - NIGHT,2022,1
13.58,76.08,Daytime,BURGLARY - DAY,2023,1
13.58,76.54,Daytime,BURGLARY - DAY,2020,1
13.58,76.54,Night,BURGLARY - NIGHT,2020,1
13.58,76.54,Night,BURGLARY - NIGHT,2021,1
13.58,76.54,Night,BURGLARY - NIGHT,2022,4
13.58,76.54,Night,BURGLARY - NIGHT,2023,1
13.58,76.55,Night,BURGLARY - NIGHT,2019,1
13.58,76.55,Night,BURGLARY - NIGHT,2021,1
13.58,77.33,Daytime,BURGLARY - DAY,2022,1
13.58,77.72,Night,BURGLARY - NIGHT,2023,1
13.58,77.78,Daytime,BURGLARY - DAY,2020,1
13.58,77.79,Night,BURGLARY - NIGHT,2019,1
13.59,75.74,Night,BURGLARY - NIGHT,2023,1
13.59,75.76,Night,BURGLARY - NIGHT,2023,1
13.59,75.83,Night,BURGLARY - NIGHT,2024,1
13.59,76.11,Night,BURGLARY - NIGHT,2023,1
13.59,76.54,Night,BURGLARY - NIGHT,2021,1
13.59,76.72,Daytime,BURGLARY - DAY,2023,1
13.59,76.95,Night,BURGLARY - NIGHT,2023,1
13.59,76.99,Daytime,BURGLARY - DAY,2019,1
13.59,77.24,Night,BURGLARY - NIGHT,2022,1
13.59,77.51,Night,BURGLARY - NIGHT,2023,1
13.59,77.78,Night,BURGLARY - NIGHT,2020,1
13.6,74.8,Night,BURGLARY - NIGHT,2021,1
13.6,74.92,Night,BURGLARY - NIGHT,2022,1
13.6,74.96,Night,BURGLARY - NIGHT,2021,1
13.6,75.24,Night,BURGLARY - NIGHT,2022,1
13.6,75.84,Night,BURGLARY - NIGHT,2024,1
13.6,75.85,Night,BURGLARY - NIGHT,2021,1
13.6,75.85,Night,BURGLARY - NIGHT,2023,1
13.6,75.85,Night,BURGLARY - NIGHT,2024,1
13.6,75.97,Daytime,BURGLARY - DAY,2024,1
13.6,75.97,Night,BURGLARY - NIGHT,2024,1
13.6,76.54,Daytime,BURGLARY - DAY,2023,1
13.6,76.91,Night,BURGLARY - NIGHT,2021,1
13.6,77.33,Night,BURGLARY - NIGHT,2020,1
13.6,77.33,Night,BURGLARY - NIGHT,2022,1
13.6,77.33,Night,BURGLARY - NIGHT,2023,1
13.6,77.45,Night,BURGLARY - NIGHT,2021,1
13.6,77.51,Daytime,BURGLARY - DAY,2023,1
13.6,77.51,Night,BURGLARY - NIGHT,2020,1
13.6,77.51,Night,BURGLARY - NIGHT,2023,2
13.6,77.52,Night,BURGLARY - NIGHT,2020,1
13.6,77.81,Daytime,BURGLARY - DAY,2021,1
13.6,78.18,Daytime,BURGLARY - DAY,2023,1
13.61,74.69,Night,BURGLARY - NIGHT,2022,1
13.61,74.72,Night,BURGLARY - NIGHT,2019,1
13.61,74.73,Night,BURGLARY - NIGHT,2019,1
13.61,75.39,Night,BURGLARY - NIGHT,2021,1
13.61,75.42,Daytime,BURGLARY - DAY,2021,1
13.61,75.51,Night,BURGLARY - NIGHT,2023,1
13.61,76.46,Night,BURGLARY - NIGHT,2022,1
13.61,76.48,Night,BURGLARY - NIGHT,2022,1
13.61,76.53,Night,BURGLARY - NIGHT,2023,1
13.61,76.54,Daytime,BURGLARY - DAY,2022,1
13.61,76.9,Daytime,BURGLARY - DAY,2023,1
13.61,77.51,Night,BURGLARY - NIGHT,2019,1
13.61,77.51,Night,BURGLARY - NIGHT,2020,1
13.61,77.51,Night,BURGLARY - NIGHT,2021,1
13.61,77.51,Night,BURGLARY - NIGHT,2023,1
13.61,77.52,Daytime,BURGLARY - DAY,2022,1
13.61,77.52,Night,BURGLARY - NIGHT,2019,1
13.61,77.52,Night,BURGLARY - NIGHT,2020,1
13.61,77.52,Night,BURGLARY - NIGHT,2023,1
13.61,77.83,Night,BURGLARY - NIGHT,2023,1
13.61,77.84,Night,BURGLARY - NIGHT,2023,2
13.62,76.42,Night,BURGLARY - NIGHT,2023,2
13.62,76.64,Night,BURGLARY - NIGHT,2022,1
13.62,76.94,Night,BURGLARY - NIGHT,2021,1
13.62,76.98,Night,BURGLARY - NIGHT,2021,1
13.62,77.1,Daytime,BURGLARY - DAY,2021,1
13.62,77.3,Night,BURGLARY - NIGHT,2022,1
13.62,77.52,Night,BURGLARY - NIGHT,2019,1
13.62,77.52,Night,BURGLARY - NIGHT,2023,1
13.63,74.69,Night,BURGLARY - NIGHT,2019,1
13.63,74.69,Night,BURGLARY - NIGHT,2021,1
13.63,74.7,Night,BURGLARY - NIGHT,2019,1
13.63,74.7,Night,BURGLARY - NIGHT,2023,1
13.63,74.74,Daytime,BURGLARY - DAY,2019,1
13.63,75.94,Night,BURGLARY - NIGHT,2019,1
13.63,76.01,Daytime,BURGLARY - DAY,2019,1
13.63,76.6,Night,BURGLARY - NIGHT,2022,1
13.63,76.75,Night,BURGLARY - NIGHT,2021,2
13.63,76.89,Night,BURGLARY - NIGHT,2021,1
13.63,77.31,Daytime,BURGLARY - DAY,2023,1
13.63,77.52,Night,BURGLARY - NIGHT,2023,1
13.64,74.77,Night,BURGLARY - NIGHT,2021,1
13.64,74.79,Daytime,BURGLARY - DAY,2019,1
13.64,74.8,Daytime,BURGLARY - DAY,2019,1
13.64,75.36,Daytime,BURGLARY - DAY,2022,1
13.64,76.2,Night,BURGLARY - NIGHT,2023,1
13.64,76.75,Night,BURGLARY - NIGHT,2021,1
13.64,77.52,Night,BURGLARY - NIGHT,2023,1
13.64,77.79,Night,BURGLARY - NIGHT,2019,1
13.64,78.03,Night,BURGLARY - NIGHT,2021,1
13.64,78.05,Night,BURGLARY - NIGHT,2023,1
13.65,74.67,Night,BURGLARY - NIGHT,2024,1
13.65,76.58,Night,BURGLARY - NIGHT,2020,1
13.65,76.75,Night,BURGLARY - NIGHT,2021,2
13.65,76.75,Night,BURGLARY - NIGHT,2022,1
13.65,76.79,Daytime,BURGLARY - DAY,2020,1
13.65,77.0,Night,BURGLARY - NIGHT,2021,1
13.65,77.15,Night,BURGLARY - NIGHT,2019,1
13.65,77.22,Night,BURGLARY - NIGHT,2019,1
13.65,77.73,Night,BURGLARY - NIGHT,2023,1
13.65,78.15,Night,BURGLARY - NIGHT,2023,1
13.66,74.88,Night,BURGLARY - NIGHT,2023,1
13.66,74.89,Night,BURGLARY - NIGHT,2022,1
13.66,75.21,Night,BURGLARY - NIGHT,2023,1
13.66,75.49,Night,BURGLARY - NIGHT,2023,1
13.66,75.95,Night,BURGLARY - NIGHT,2022,1
13.66,76.83,Night,BURGLARY - NIGHT,2021,1
13.66,77.16,Night,BURGLARY - NIGHT,2020,1
13.66,77.2,Night,BURGLARY - NIGHT,2023,1
13.66,77.21,Daytime,BURGLARY - DAY,2021,1
13.66,77.21,Daytime,BURGLARY - DAY,2023,1
13.66,77.21,Daytime,BURGLARY - DAY,2024,1
13.66,77.21,Night,BURGLARY - NIGHT,2019,1
13.66,77.21,Night,BURGLARY - NIGHT,2020,1
13.66,77.21,Night,BURGLARY - NIGHT,2021,1
13.66,77.21,Night,BURGLARY - NIGHT,2023,1
13.66,77.22,Daytime,BURGLARY - DAY,2023,1
13.66,77.22,Night,BURGLARY - NIGHT,2019,1
13.66,77.22,Night,BURGLARY - NIGHT,2020,1
13.66,77.22,Night,BURGLARY - NIGHT,2021,1
13.66,77.22,Night,BURGLARY - NIGHT,2023,1
13.66,77.23,Night,BURGLARY - NIGHT,2019,1
13.66,77.24,Night,BURGLARY - NIGHT,2022,1
13.66,77.73,Night,BURGLARY - NIGHT,2023,1
13.67,74.66,Night,BURGLARY - NIGHT,2019,1
13.67,74.7,Night,BURGLARY - NIGHT,2021,1
13.67,74.73,Night,BURGLARY - NIGHT,2023,1
13.67,75.69,Night,BURGLARY - NIGHT,2021,1
13.67,76.04,Night,BURGLARY - NIGHT,2020,1
13.67,76.97,Night,BURGLARY - NIGHT,2021,2
13.67,77.12,Night,BURGLARY - NIGHT,2023,1
13.67,77.13,Night,BURGLARY - NIGHT,2022,1
13.67,77.2,Night,BURGLARY - NIGHT,2020,1
13.67,77.21,Daytime,BURGLARY - DAY,2020,2
13.67,77.21,Daytime,BURGLARY - DAY,2022,1
13.67,77.21,Night,BURGLARY - NIGHT,2021,1
13.67,77.7,Night,BURGLARY - NIGHT,2020,1
13.67,77.73,Night,BURGLARY - NIGHT,2023,1
13.67,77.76,Night,BURGLARY - NIGHT,2023,1
13.67,77.78,Night,BURGLARY - NIGHT,2023,1
13.68,74.65,Night,BURGLARY - NIGHT,2019,1
13.68,74.65,Night,BURGLARY - NIGHT,2020,1
13.68,74.68,Night,BURGLARY - NIGHT,2019,1
13.68,77.07,Daytime,BURGLARY - DAY,2022,1
13.68,77.08,Night,BURGLARY - NIGHT,2022,1
13.68,77.16,Night,BURGLARY - NIGHT,2022,1
13.68,77.21,Night,BURGLARY - NIGHT,2021,1
13.68,77.22,Night,BURGLARY - NIGHT,2024,1
13.68,77.23,Daytime,BURGLARY - DAY,2022,1
13.68,77.3,Night,BURGLARY - NIGHT,2021,1
13.68,77.77,Daytime,BURGLARY - DAY,2023,1
13.68,77.86,Night,BURGLARY - NIGHT,2021,1
13.69,75.47,Night,BURGLARY - NIGHT,2021,1
13.69,75.68,Daytime,BURGLARY - DAY,2021,1
13.69,75.9,Night,BURGLARY - NIGHT,2021,1
13.69,76.05,Night,BURGLARY - NIGHT,2021,1
13.69,76.2,Night,BURGLARY - NIGHT,2022,1
13.69,77.22,Daytime,BURGLARY - DAY,2022,2
13.69,77.29,Night,BURGLARY - NIGHT,2022,2
13.69,77.42,Daytime,BURGLARY - DAY,2020,1
13.69,77.44,Night,BURGLARY - NIGHT,2021,1
13.69,77.74,Night,BURGLARY - NIGHT,2019,1
13.7,74.67,Night,BURGLARY - NIGHT,2019,1
13.7,75.25,Daytime,BURGLARY - DAY,2024,1
13.7,75.47,Night,BURGLARY - NIGHT,2021,1
13.7,75.47,Night,BURGLARY - NIGHT,2022,1
13.7,75.65,Night,BURGLARY - NIGHT,2019,1
13.7,75.69,Daytime,BURGLARY - DAY,2021,1
13.7,75.69,Daytime,BURGLARY - DAY,2024,1
13.7,75.7,Night,BURGLARY - NIGHT,2022,1
13.7,75.82,Night,BURGLARY - NIGHT,2021,1
13.7,75.82,Night,BURGLARY - NIGHT,2022,1
13.7,75.82,Night,BURGLARY - NIGHT,2023,3
13.7,75.83,Night,BURGLARY - NIGHT,2022,1
13.7,75.86,Night,BURGLARY - NIGHT,2022,1
13.7,76.06,Night,BURGLARY - NIGHT,2021,1
13.7,76.11,Night,BURGLARY - NIGHT,2023,1
13.7,76.15,Night,BURGLARY - NIGHT,2021,1
13.7,76.62,Night,BURGLARY - NIGHT,2020,2
13.7,76.85,Night,BURGLARY - NIGHT,2021,1
13.7,76.91,Night,BURGLARY - NIGHT,2022,1
13.7,76.99,Night,BURGLARY - NIGHT,2022,1
13.7,77.2,Daytime,BURGLARY - DAY,2022,1
13.7,77.34,Night,BURGLARY - NIGHT,2022,1
13.7,77.44,Daytime,BURGLARY - DAY,2020,2
13.7,77.84,Daytime,BURGLARY - DAY,2023,1
13.71,74.64,Daytime,BURGLARY - DAY,2022,1
13.71,74.64,Night,BURGLARY - NIGHT,2021,1
13.71,75.1,Daytime,BURGLARY - DAY,2019,1
13.71,75.69,Night,BURGLARY - NIGHT,2021,1
13.71,75.72,Night,BURGLARY - NIGHT,2020,1
13.71,75.79,Night,BURGLARY - NIGHT,2022,1
13.71,75.82,Night,BURGLARY - NIGHT,2023,1
13.71,75.84,Night,BURGLARY - NIGHT,2022,1
13.71,76.09,Night,BURGLARY - NIGHT,2019,1
13.71,76.09,Night,BURGLARY - NIGHT,2020,1
13.71,76.74,Night,BURGLARY - NIGHT,2020,1
13.71,76.99,Daytime,BURGLARY - DAY,2021,1
13.71,77.03,Night,BURGLARY - NIGHT,2022,1
13.71,77.08,Night,BURGLARY - NIGHT,2021,1
13.71,77.36,Daytime,BURGLARY - DAY,2019,1
13.71,77.73,Daytime,BURGLARY - DAY,2023,1
13.71,77.74,Night,BURGLARY - NIGHT,2023,1
13.71,77.76,Night,BURGLARY - NIGHT,2023,1
13.71,77.78,Daytime,BURGLARY - DAY,2023,1
13.72,74.66,Night,BURGLARY - NIGHT,2020,1
13.72,74.67,Night,BURGLARY - NIGHT,2024,1
13.72,75.22,Night,BURGLARY - NIGHT,2019,1
13.72,75.24,Daytime,BURGLARY - DAY,2019,1
13.72,75.37,Daytime,BURGLARY - DAY,2023,1
13.72,75.46,Night,BURGLARY - NIGHT,2022,1
13.72,75.71,Daytime,BURGLARY - DAY,2023,2
13.72,75.71,Night,BURGLARY - NIGHT,2020,1
13.72,76.0,Night,BURGLARY - NIGHT,2021,1
13.72,76.0,Night,BURGLARY - NIGHT,2023,1
13.72,77.28,Daytime,BURGLARY - DAY,2022,1
13.72,77.39,Night,BURGLARY - NIGHT,2022,1
13.72,77.39,Night,BURGLARY - NIGHT,2023,2
13.72,77.45,Night,BURGLARY - NIGHT,2019,1
13.72,77.69,Night,BURGLARY - NIGHT,2023,1
13.72,77.82,Night,BURGLARY - NIGHT,2023,1
13.73,74.64,Night,BURGLARY - NIGHT,2023,1
13.73,74.65,Night,BURGLARY - NIGHT,2022,1
13.73,74.68,Night,BURGLARY - NIGHT,2020,1
13.73,74.91,Night,BURGLARY - NIGHT,2022,1
13.73,75.34,Daytime,BURGLARY - DAY,2022,1
13.73,75.34,Night,BURGLARY - NIGHT,2019,1
13.73,75.34,Night,BURGLARY - NIGHT,2022,1
13.73,75.34,Night,BURGLARY - NIGHT,2023,1
13.73,75.34,Night,BURGLARY - NIGHT,2024,2
13.73,75.63,Daytime,BURGLARY - DAY,2019,1
13.73,75.68,Night,BURGLARY - NIGHT,2021,1
13.73,75.78,Night,BURGLARY - NIGHT,2022,1
13.73,76.0,Night,BURGLARY - NIGHT,2019,1
13.73,76.12,Daytime,BURGLARY - DAY,2022,1
13.73,76.79,Night,BURGLARY - NIGHT,2020,1
13.73,77.2,Daytime,BURGLARY - DAY,2021,1
13.73,77.2,Night,BURGLARY - NIGHT,2019,1
13.73,77.2,Night,BURGLARY - NIGHT,2022,1
13.73,77.3,Night,BURGLARY - NIGHT,2020,1
13.73,77.77,Daytime,BURGLARY - DAY,2023,1
13.73,77.88,Daytime,BURGLARY - DAY,2024,1
13.74,74.64,Night,BURGLARY - NIGHT,2022,1
13.74,74.65,Night,BURGLARY - NIGHT,2020,1
13.74,74.69,Night,BURGLARY - NIGHT,2021,1
13.74,75.03,Night,BURGLARY - NIGHT,2023,1
13.74,75.21,Night,BURGLARY - NIGHT,2019,1
13.74,75.69,Night,BURGLARY - NIGHT,2019,1
13.74,75.87,Night,BURGLARY - NIGHT,2022,1
13.74,75.92,Night,BURGLARY - NIGHT,2021,1
13.74,76.12,Night,BURGLARY - NIGHT,2024,1
13.74,76.15,Night,BURGLARY - NIGHT,2023,2
13.74,76.89,Night,BURGLARY - NIGHT,2022,1
13.74,76.9,Daytime,BURGLARY - DAY,2023,2
13.74,76.9,Daytime,BURGLARY - DAY,2024,2
13.74,76.9,Night,BURGLARY - NIGHT,2020,1
13.74,76.9,Night,BURGLARY - NIGHT,2021,2
13.74,76.9,Night,BURGLARY - NIGHT,2022,4
13.74,76.9,Night,BURGLARY - NIGHT,2023,1
13.74,76.9,Night,BURGLARY - NIGHT,2024,3
13.74,77.18,Night,BURGLARY - NIGHT,2024,1
13.74,77.37,Night,BURGLARY - NIGHT,2019,1
13.74,77.46,Daytime,BURGLARY - DAY,2019,1
13.74,77.69,Night,BURGLARY - NIGHT,2019,2
13.74,77.79,Night,BURGLARY - NIGHT,2022,1
13.75,75.03,Daytime,BURGLARY - DAY,2022,1
13.75,75.64,Daytime,BURGLARY - DAY,2023,1
13.75,75.67,Night,BURGLARY - NIGHT,2020,1
13.75,75.67,Night,BURGLARY - NIGHT,2022,1
13.75,76.12,Daytime,BURGLARY - DAY,2022,1
13.75,76.89,Daytime,BURGLARY - DAY,2020,1
13.75,76.89,Night,BURGLARY - NIGHT,2022,1
13.75,76.9,Night,BURGLARY - NIGHT,2020,1
13.75,76.9,Night,BURGLARY - NIGHT,2022,3
13.75,77.16,Night,BURGLARY - NIGHT,2020,1
13.75,77.16,Night,BURGLARY - NIGHT,2022,1
13.75,77.16,Night,BURGLARY - NIGHT,2023,1
13.75,77.7,Night,BURGLARY - NIGHT,2023,1
13.75,77.72,Daytime,BURGLARY - DAY,2023,1
13.76,74.88,Daytime,BURGLARY - DAY,2019,1
13.76,75.26,Daytime,BURGLARY - DAY,2019,1
13.76,75.7,Night,BURGLARY - NIGHT,2022,1
13.76,75.83,Night,BURGLARY - NIGHT,2021,1
13.76,76.12,Night,BURGLARY - NIGHT,2022,1
13.76,76.85,Daytime,BURGLARY - DAY,2020,1
13.76,77.15,Night,BURGLARY - NIGHT,2023,2
13.76,77.95,Night,BURGLARY - NIGHT,2023,1
13.76,78.0,Night,BURGLARY - NIGHT,2022,1
13.76,78.01,Night,BURGLARY - NIGHT,2019,1
13.76,78.01,Night,BURGLARY - NIGHT,2021,1
13.77,74.8,Night,BURGLARY - NIGHT,2022,1
13.77,75.41,Night,BURGLARY - NIGHT,2020,1
13.77,75.74,Night,BURGLARY - NIGHT,2023,1
13.77,76.89,Night,BURGLARY - NIGHT,2023,1
13.77,77.2,Daytime,BURGLARY - DAY,2021,1
13.77,77.2,Night,BURGLARY - NIGHT,2021,1
13.77,77.77,Night,BURGLARY - NIGHT,2021,1
13.77,77.79,Night,BURGLARY - NIGHT,2023,3
13.77,77.82,Night,BURGLARY - NIGHT,2023,1
13.77,78.08,Daytime,BURGLARY - DAY,2023,1
13.77,78.08,Night,BURGLARY - NIGHT,2023,1
13.78,74.64,Night,BURGLARY - NIGHT,2024,1
13.78,75.02,Night,BURGLARY - NIGHT,2019,1
13.78,75.62,Night,BURGLARY - NIGHT,2023,1
13.78,75.68,Night,BURGLARY - NIGHT,2019,1
13.78,75.74,Night,BURGLARY - NIGHT,2023,1
13.78,75.99,Daytime,BURGLARY - DAY,2021,1
13.78,75.99,Night,BURGLARY - NIGHT,2022,1
13.78,76.01,Night,BURGLARY - NIGHT,2019,1
13.78,76.02,Night,BURGLARY - NIGHT,2023,1
13.78,76.95,Daytime,BURGLARY - DAY,2021,1
13.78,77.3,Daytime,BURGLARY - DAY,2022,1
13.78,77.37,Night,BURGLARY - NIGHT,2019,1
13.78,77.37,Night,BURGLARY - NIGHT,2022,1
13.78,77.78,Night,BURGLARY - NIGHT,2024,1
13.78,77.79,Night,BURGLARY - NIGHT,2020,2
13.78,77.79,Night,BURGLARY - NIGHT,2023,1
13.78,77.8,Daytime,BURGLARY - DAY,2019,1
13.78,77.8,Night,BURGLARY - NIGHT,2020,2
13.78,77.8,Night,BURGLARY - NIGHT,2024,1
13.78,77.81,Daytime,BURGLARY - DAY,2024,1
13.78,77.98,Daytime,BURGLARY - DAY,2021,1
13.79,74.64,Night,BURGLARY - NIGHT,2022,1
13.79,75.18,Night,BURGLARY - NIGHT,2019,1
13.79,75.36,Night,BURGLARY - NIGHT,2019,1
13.79,75.75,Night,BURGLARY - NIGHT,2019,1
13.79,76.8,Night,BURGLARY - NIGHT,2022,1
13.79,76.8,Night,BURGLARY - NIGHT,2023,1
13.79,77.77,Night,BURGLARY - NIGHT,2024,1
13.79,77.79,Night,BURGLARY - NIGHT,2019,1
13.79,77.8,Daytime,BURGLARY - DAY,2021,1
13.79,77.8,Night,BURGLARY - NIGHT,2023,1
13.79,77.95,Night,BURGLARY - NIGHT,2021,1
13.79,77.99,Daytime,BURGLARY - DAY,2020,1
13.8,74.81,Night,BURGLARY - NIGHT,2019,1
13.8,75.02,Night,BURGLARY - NIGHT,2019,1
13.8,75.73,Daytime,BURGLARY - DAY,2019,1
13.8,76.04,Night,BURGLARY - NIGHT,2020,1
13.8,76.27,Night,BURGLARY - NIGHT,2024,1
13.8,76.8,Night,BURGLARY - NIGHT,2022,1
13.8,76.8,Night,BURGLARY - NIGHT,2024,1
13.8,77.42,Night,BURGLARY - NIGHT,2019,2
13.8,77.46,Night,BURGLARY - NIGHT,2023,1
13.8,78.03,Night,BURGLARY - NIGHT,2019,1
13.81,74.68,Night,BURGLARY - NIGHT,2023,1
13.81,75.25,Night,BURGLARY - NIGHT,2019,2
13.81,75.69,Night,BURGLARY - NIGHT,2019,2
13.81,76.06,Night,BURGLARY - NIGHT,2019,1
13.81,76.81,Night,BURGLARY - NIGHT,2023,1
13.81,77.98,Night,BURGLARY - NIGHT,2023,1
13.82,74.63,Night,BURGLARY - NIGHT,2023,1
13.82,74.64,Night,BURGLARY - NIGHT,2022,1
13.82,75.16,Night,BURGLARY - NIGHT,2019,1
13.82,75.41,Daytime,BURGLARY - DAY,2019,1
13.82,75.59,Night,BURGLARY - NIGHT,2019,1
13.82,75.65,Night,BURGLARY - NIGHT,2022,1
13.82,76.03,Night,BURGLARY - NIGHT,2019,3
13.82,76.19,Night,BURGLARY - NIGHT,2024,1
13.82,76.77,Daytime,BURGLARY - DAY,2021,1
13.82,76.85,Night,BURGLARY - NIGHT,2021,1
13.82,76.91,Night,BURGLARY - NIGHT,2022,1
13.82,77.17,Daytime,BURGLARY - DAY,2021,1
13.82,77.32,Night,BURGLARY - NIGHT,2023,1
13.83,74.63,Night,BURGLARY - NIGHT,2019,1
13.83,74.63,Night,BURGLARY - NIGHT,2020,1
13.83,74.63,Night,BURGLARY - NIGHT,2022,1
13.83,74.64,Night,BURGLARY - NIGHT,2020,1
13.83,75.68,Night,BURGLARY - NIGHT,2019,1
13.83,75.74,Daytime,BURGLARY - DAY,2023,1
13.83,75.74,Night,BURGLARY - NIGHT,2019,1
13.83,76.06,Night,BURGLARY - NIGHT,2023,1
13.83,77.2,Daytime,BURGLARY - DAY,2022,1
13.83,77.21,Night,BURGLARY - NIGHT,2019,1
13.84,74.63,Night,BURGLARY - NIGHT,2021,1
13.84,75.11,Night,BURGLARY - NIGHT,2023,1
13.84,75.57,Daytime,BURGLARY - DAY,2019,1
13.84,75.68,Night,BURGLARY - NIGHT,2023,1
13.84,75.69,Daytime,BURGLARY - DAY,2024,1
13.84,75.69,Night,BURGLARY - NIGHT,2019,1
13.84,75.69,Night,BURGLARY - NIGHT,2023,2
13.84,76.85,Night,BURGLARY - NIGHT,2023,1
13.84,77.37,Night,BURGLARY - NIGHT,2021,1
13.85,75.69,Night,BURGLARY - NIGHT,2019,1
13.85,75.71,Night,BURGLARY - NIGHT,2019,1
13.85,77.22,Night,BURGLARY - NIGHT,2023,1
13.85,77.24,Daytime,BURGLARY - DAY,2021,1
13.85,77.86,Night,BURGLARY - NIGHT,2020,1
13.85,77.94,Daytime,BURGLARY - DAY,2024,1
13.86,74.63,Night,BURGLARY - NIGHT,2019,1
13.86,74.63,Night,BURGLARY - NIGHT,2021,1
13.86,74.67,Night,BURGLARY - NIGHT,2022,1
13.86,75.64,Night,BURGLARY - NIGHT,2019,1
13.86,75.68,Night,BURGLARY - NIGHT,2019,1
13.86,76.13,Night,BURGLARY - NIGHT,2024,1
13.87,74.63,Night,BURGLARY - NIGHT,2019,1
13.87,74.63,Night,BURGLARY - NIGHT,2022,1
13.87,74.63,Night,BURGLARY - NIGHT,2023,1
13.87,75.63,Night,BURGLARY - NIGHT,2019,1
13.87,75.72,Night,BURGLARY - NIGHT,2019,1
13.87,75.73,Daytime,BURGLARY - DAY,2024,1
13.87,75.98,Night,BURGLARY - NIGHT,2021,1
13.87,75.98,Night,BURGLARY - NIGHT,2022,1
13.87,76.06,Night,BURGLARY - NIGHT,2021,1
13.87,78.12,Night,BURGLARY - NIGHT,2016,1
13.88,74.62,Night,BURGLARY - NIGHT,2021,1
13.88,74.63,Night,BURGLARY - NIGHT,2022,1
13.88,75.24,Night,BURGLARY - NIGHT,2019,1
13.88,75.59,Night,BURGLARY - NIGHT,2019,1
13.88,75.71,Night,BURGLARY - NIGHT,2019,1
13.88,76.96,Night,BURGLARY - NIGHT,2022,1
13.88,77.22,Daytime,BURGLARY - DAY,2021,1
13.89,75.07,Night,BURGLARY - NIGHT,2023,1
13.89,75.58,Daytime,BURGLARY - DAY,2019,1
13.89,75.59,Daytime,BURGLARY - DAY,2019,1
13.89,75.64,Night,BURGLARY - NIGHT,2019,1
13.89,75.75,Night,BURGLARY - NIGHT,2019,2
13.89,75.97,Night,BURGLARY - NIGHT,2019,1
13.89,76.91,Night,BURGLARY - NIGHT,2019,2
13.89,76.92,Night,BURGLARY - NIGHT,2019,1
13.89,76.92,Night,BURGLARY - NIGHT,2024,1
13.89,76.94,Night,BURGLARY - NIGHT,2022,1
13.89,77.84,Night,BURGLARY - NIGHT,2022,1
13.9,74.6,Night,BURGLARY - NIGHT,2019,1
13.9,74.61,Night,BURGLARY - NIGHT,2023,1
13.9,74.62,Night,BURGLARY - NIGHT,2023,1
13.9,74.95,Daytime,BURGLARY - DAY,2020,1
13.9,75.7,Night,BURGLARY - NIGHT,2019,2
13.9,75.75,Daytime,BURGLARY - DAY,2023,1
13.9,76.75,Night,BURGLARY - NIGHT,2021,1
13.91,74.43,Night,BURGLARY - NIGHT,2023,1
13.91,74.59,Night,BURGLARY - NIGHT,2023,1
13.91,74.6,Night,BURGLARY - NIGHT,2023,1
13.91,75.55,Night,BURGLARY - NIGHT,2019,1
13.91,75.59,Night,BURGLARY - NIGHT,2019,1
13.91,75.6,Night,BURGLARY - NIGHT,2019,1
13.91,75.71,Night,BURGLARY - NIGHT,2019,1
13.91,75.71,Night,BURGLARY - NIGHT,2023,1
13.91,75.73,Daytime,BURGLARY - DAY,2023,1
13.91,75.98,Night,BURGLARY - NIGHT,2021,1
13.92,74.6,Night,BURGLARY - NIGHT,2019,1
13.92,74.6,Night,BURGLARY - NIGHT,2020,1
13.92,74.6,Night,BURGLARY - NIGHT,2021,1
13.92,75.0,Night,BURGLARY - NIGHT,2023,1
13.92,75.07,Night,BURGLARY - NIGHT,2019,1
13.92,75.07,Night,BURGLARY - NIGHT,2023,4
13.92,75.55,Night,BURGLARY - NIGHT,2019,1
13.92,75.55,Night,BURGLARY - NIGHT,2022,1
13.92,75.56,Night,BURGLARY - NIGHT,2023,6
13.92,75.57,Night,BURGLARY - NIGHT,2019,8
13.92,75.57,Night,BURGLARY - NIGHT,2020,1
13.92,75.57,Night,BURGLARY - NIGHT,2023,1
13.92,75.57,Night,BURGLARY - NIGHT,2024,1
13.92,75.58,Night,BURGLARY - NIGHT,2019,3
13.92,75.59,Daytime,BURGLARY - DAY,2024,1
13.92,75.59,Night,BURGLARY - NIGHT,2023,1
13.92,75.73,Night,BURGLARY - NIGHT,2019,1
13.92,75.98,Daytime,BURGLARY - DAY,2021,1
13.92,76.61,Night,BURGLARY - NIGHT,2022,1
13.93,75.17,Daytime,BURGLARY - DAY,2019,1
13.93,75.54,Night,BURGLARY - NIGHT,2019,1
13.93,75.55,Night,BURGLARY - NIGHT,2019,2
13.93,75.56,Daytime,BURGLARY - DAY,2021,1
13.93,75.56,Night,BURGLARY - NIGHT,2019,3
13.93,75.56,Night,BURGLARY - NIGHT,2020,1
13.93,75.56,Night,BURGLARY - NIGHT,2023,1
13.93,75.56,Night,BURGLARY - NIGHT,2024,1
13.93,75.57,Night,BURGLARY - NIGHT,2019,7
13.93,75.57,Night,BURGLARY - NIGHT,2021,1
13.93,75.57,Night,BURGLARY - NIGHT,2023,1
13.93,75.57,Night,BURGLARY - NIGHT,2024,1
13.93,75.58,Daytime,BURGLARY - DAY,2019,1
13.93,75.58,Night,BURGLARY - NIGHT,2019,2
13.93,75.58,Night,BURGLARY - NIGHT,2023,2
13.93,75.63,Night,BURGLARY - NIGHT,2019,1
